J170737.21-062607.2 256.90504   -6.435333 1 1 1 1 1 1 1 1 1 1.50298E+02	1.06591E+01	2.89717E+02	1.17409E+01	8.30402E+02	1.98855E+01	7.16968E+02	3.23573E+01	5.43914E+02	1.20231E+01	2.97538E+02	6.88469E+00	1.92393E+02	3.54402E+00	7.89047E+01	1.16278E+00	3.42896E+01	1.48435E+00
J171307.83-532428.8 258.28262  -53.408000 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	9.00510E+02	1.65880E+01	1.28322E+03	3.19109E+01	1.11053E+03	2.45481E+01	5.90331E+02	1.86399E+01	3.13466E+02	5.48554E+00	4.41675E+02	5.69517E+00	3.92611E+02	8.31698E+00
J172734.02-020656.8 261.89175   -2.115778 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	1.55628E+01	3.29679E-01	1.76807E+01	4.07114E-01	1.67776E+01	3.86319E-01	2.60565E+01	5.51976E-01	2.88264E+01	5.84102E-01	3.09245E+01	5.41168E-01	3.01413E+01	1.88776E+00
J180611.37+035840.5 271.54737    3.977917 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	1.14101E+02	2.83745E+00	1.68539E+02	3.57029E+00	1.48296E+02	3.27806E+00	8.87803E+01	1.79893E+00	5.36773E+01	8.89894E-01	4.18314E+01	6.93507E-01	2.63489E+01	1.55317E+00
J180841.59-591507.9 272.17329  -59.252194 1 1 1 1 1 1 1 1 1 6.39962E+02	2.23982E+01	7.11827E+02	1.44236E+01	5.26367E+02	1.26048E+01	3.86456E+02	1.10341E+01	2.71600E+02	5.25322E+00	1.73747E+02	3.84064E+00	1.38226E+02	2.54622E+00	6.46700E+01	9.53012E-01	3.77365E+01	1.49454E+00
J182955.33+004939.0 277.48054    0.827500 1 0 1 1 1 1 1 1 1 1.45263E+00	1.33792E-01	3.59728E+06	0.00000E+00	1.10278E+02	2.33610E+00	2.07157E+02	5.34237E+00	3.41295E+02	8.17296E+00	4.41515E+02	1.22833E+01	4.24771E+02	7.40630E+00	3.28022E+02	4.53179E+00	1.01850E+03	1.96996E+01
J190901.24+110641.3 287.25516   11.111472 1 1 1 1 1 1 1 1 1 2.06897E+02	1.37203E+01	2.97286E+02	1.23215E+01	6.20709E+02	1.54358E+01	4.90117E+02	1.21882E+01	3.97677E+02	1.20870E+01	2.35889E+02	5.01578E+00	1.68652E+02	3.26201E+00	6.74688E+01	1.05640E+00	4.21078E+01	1.86157E+00
J191845.28+371449.2 289.68866   37.247000 1 1 1 1 1 1 1 1 1 7.32748E+02	2.02466E+01	8.21815E+02	1.28676E+01	6.19567E+02	1.65486E+01	4.64194E+02	2.26596E+01	4.59971E+02	7.62568E+00	4.14921E+02	1.19246E+01	3.63339E+02	6.23966E+00	9.89699E+01	1.45847E+00	3.33858E+01	1.26073E+00
J203123.98+283625.0 307.84991   28.606944 1 1 1 1 1 1 1 1 1 1.62239E+03	3.13797E+01	1.52046E+03	1.68047E+01	8.38858E+02	1.46797E+01	5.24687E+02	1.49809E+01	3.37544E+02	7.46135E+00	1.82943E+02	3.87543E+00	1.11017E+02	2.14726E+00	3.75235E+01	5.52966E-01	2.48635E+01	1.12211E+00
J205207.92+484956.9 313.03300   48.832472 1 1 1 1 1 1 1 1 1 2.44881E+02	1.06005E+01	4.13785E+02	1.06711E+01	7.78553E+02	4.51757E+01	6.04644E+02	3.95398E+01	4.57858E+02	8.85575E+00	2.37421E+02	5.04850E+00	1.36707E+02	2.39232E+00	3.15866E+01	5.23662E-01	1.52182E+01	9.39102E-01
J205722.53+870157.8 314.34387   87.032722 1 1 1 1 1 1 1 1 1 3.88467E+03	7.15583E+01	3.88664E+03	3.57973E+01	2.16814E+03	4.79264E+01	1.37753E+03	6.47062E+01	9.39140E+02	2.33545E+01	4.42335E+02	1.31266E+01	2.39988E+02	4.64179E+00	4.67631E+01	7.32196E-01	2.38321E+01	1.31701E+00
J205911.24-595822.3 314.79683  -59.972861 1 1 1 1 1 1 1 1 1 1.40009E+01	1.28953E-01	3.73228E+01	3.43756E-01	1.13472E+02	2.29925E+00	1.30347E+02	2.88129E+00	1.03070E+02	2.18340E+00	9.33935E+01	1.89241E+00	1.06805E+02	1.96741E+00	1.70570E+02	2.19941E+00	1.43470E+02	3.96423E+00
J210144.07+521717.6 315.43362   52.288222 0 1 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+01	3.31322E-01	9.54307E+01	1.84579E+00	1.24480E+02	2.17836E+00	1.42276E+02	2.62081E+00	1.22213E+02	2.47637E+00	9.73174E+01	1.88228E+00	3.43798E+01	5.38304E-01	6.27425E+01	1.90700E+00
J211412.49-015843.1 318.55204   -1.978639 1 1 1 1 1 1 1 1 1 9.55332E+01	1.25825E+01	2.71378E+02	1.62466E+01	1.18710E+03	2.07739E+01	1.20865E+03	8.46037E+01	9.90673E+02	2.09862E+01	7.61509E+02	2.83234E+01	5.00617E+02	8.83252E+00	1.37754E+02	1.90314E+00	4.90187E+01	1.58018E+00
J212547.34-022251.3 321.44725   -2.380917 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	6.65102E+01	1.59271E+00	7.66832E+01	1.55381E+00	6.45551E+01	1.12969E+00	3.97298E+01	8.05036E-01	3.50421E+01	6.77775E-01	2.19737E+02	2.83339E+00	2.38101E+02	4.60529E+00
J212636.95+075307.6 321.65395    7.885444 1 1 1 1 1 1 1 1 1 1.27925E+03	2.82775E+01	1.76675E+03	2.27813E+01	1.82175E+03	5.36925E+01	1.37499E+03	8.48497E+01	1.02125E+03	2.44557E+01	5.10740E+02	1.51673E+01	2.95795E+02	5.44874E+00	1.65464E+02	2.13357E+00	1.78963E+02	3.62627E+00
J214537.00+570201.1 326.40416   57.033639 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	4.84940E+01	1.11662E+00	7.28283E+01	2.01232E+00	9.17763E+01	1.52152E+00	1.03637E+02	2.09998E+00	1.03321E+02	1.71293E+00	1.16172E+02	1.28398E+00	4.71153E+02	6.50922E+00
J215739.35-083351.4 329.41395   -8.564278 1 1 1 1 1 1 1 1 1 8.05665E+03	1.55829E+02	6.86079E+03	6.95093E+01	2.93554E+03	6.48896E+01	1.77133E+03	7.17841E+01	1.26687E+03	2.45033E+01	6.66725E+02	2.47819E+01	3.91044E+02	6.60181E+00	1.09120E+02	1.60805E+00	6.05288E+01	2.11847E+00
J220614.20+600204.6 331.55916   60.034611 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	1.47397E+01	3.93697E-01	1.50487E+01	4.29672E-01	1.98761E+01	4.02744E-01	4.09182E+01	8.29116E-01	5.29408E+01	9.75205E-01	6.66044E+01	9.20174E-01	5.01605E+01	1.57078E+00
J221513.24+711142.2 333.80516   71.195056 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	4.25881E+01	7.45277E-01	3.99853E+01	1.10483E+00	3.54104E+01	8.15354E-01	3.28032E+01	6.94897E-01	4.15901E+01	7.66119E-01	1.19868E+02	1.65604E+00	1.04319E+02	2.01770E+00
J222906.46+631045.9 337.27691   63.179417 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	2.91936E+01	7.25985E-01	3.90032E+01	1.14954E+00	4.19885E+01	6.96111E-01	3.50201E+01	7.09603E-01	2.83786E+01	4.96615E-01	4.94656E+01	9.11189E-01	8.26346E+01	2.20717E+00
J224836.29+624808.6 342.15120   62.802389 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	2.53098E+01	5.59468E-01	2.89935E+01	7.74415E-01	3.25635E+01	6.89817E-01	4.22199E+01	8.94376E-01	5.05115E+01	9.30456E-01	1.13110E+02	1.56268E+00	1.62765E+02	2.84834E+00
J234708.47+153903.2 356.78529   15.650889 1 1 1 1 1 1 1 1 1 1.48920E+03	3.56618E+01	1.24846E+03	1.72481E+01	5.22021E+02	1.10584E+01	3.08674E+02	7.39178E+00	2.18138E+02	3.61642E+00	1.10947E+02	2.45247E+00	6.88954E+01	1.33256E+00	2.44739E+01	4.28284E-01	1.46812E+01	1.00062E+00
J235652.35+611338.1 359.21812   61.227250 1 1 1 1 1 1 1 1 1 3.26704E+02	3.00905E+00	4.32488E+02	3.98336E+00	5.08731E+02	9.83973E+00	3.91832E+02	1.44356E+01	3.03900E+02	4.47843E+00	1.81099E+02	3.83637E+00	1.23991E+02	2.28400E+00	4.10301E+01	6.42433E-01	2.09104E+01	9.24441E-01
