!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: AB
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
! Note that absolute magnitudes are calculated from the model atmosphere fluxes as Pogson magnitudes, while observed SDSS photometry is provided as Asinh magnitudes.
! To obtain apparent magnitudes at a distance from the isochrones, the absolute magnitudes have to be converted to flux ratios,
! scaled to the distance and converted back as Asinh magnitudes, e.g. for a distance modulus D= 0.2 log10(d/10 pc) compute f/f0= 10**(-0.4*(M+D))
! m= -2.5/ln(10) * [asinh([f/f0]/[2b]) + ln(b)] where b is the appropriate asinh softening parameter (cf. table at
! http://www.sdss.org/dr12/algorithms/magnitudes/#asinh), i.e.
! b(u)= 1.4e-10, b(g)= 0.9e-10, b(r)= 1.2e-10, b(i)= 1.8e-10, b(z)= 7.4e-10
!
!  SDSS with airmass=1.3 filter system (Doi et al. 2010) filter system
!
!        Teff    Logg   [M/H]   [a/H]             u           g           r           i           z          u1          u2          u3          u4          u5          u6          g1          g2          g3          g4          g5          g6          r1          r2          r3          r4          r5          r6          i1          i2          i3          i4          i5          i6          z1          z2          z3          z4          z5          z6
      3800.00    5.50    0.00    0.00       -32.218     -34.826     -35.955     -36.718     -37.112     -32.201     -32.202     -32.226     -32.218     -32.237     -32.268     -34.823     -34.813     -34.831     -34.830     -34.831     -34.830     -35.959     -35.956     -35.949     -35.956     -35.955     -35.956     -36.713     -36.720     -36.721     -36.716     -36.715     -36.712     -37.108     -37.121     -37.114     -37.116     -37.109     -37.107
      3900.00    2.50    0.00    0.00       -31.900     -34.936     -35.914     -36.691     -37.054     -31.878     -31.875     -31.915     -31.903     -31.922     -31.971     -34.933     -34.922     -34.940     -34.939     -34.940     -34.940     -35.919     -35.915     -35.910     -35.914     -35.914     -35.914     -36.686     -36.692     -36.692     -36.689     -36.688     -36.686     -37.050     -37.063     -37.056     -37.058     -37.051     -37.048
      3900.00    3.00    0.00    0.00       -32.047     -34.965     -35.937     -36.707     -37.070     -32.027     -32.024     -32.060     -32.050     -32.065     -32.109     -34.961     -34.951     -34.969     -34.968     -34.969     -34.969     -35.942     -35.938     -35.933     -35.938     -35.937     -35.938     -36.702     -36.708     -36.709     -36.705     -36.705     -36.702     -37.066     -37.079     -37.072     -37.074     -37.067     -37.064
      3900.00    3.50    0.00    0.00       -32.139     -34.969     -35.919     -36.714     -37.089     -32.120     -32.118     -32.151     -32.141     -32.156     -32.196     -34.966     -34.956     -34.974     -34.973     -34.974     -34.973     -35.923     -35.920     -35.915     -35.919     -35.919     -35.919     -36.709     -36.715     -36.716     -36.712     -36.711     -36.709     -37.085     -37.099     -37.091     -37.093     -37.086     -37.084
      3900.00    4.00    0.00    0.00       -32.227     -34.977     -35.949     -36.741     -37.121     -32.209     -32.208     -32.238     -32.229     -32.244     -32.280     -34.974     -34.964     -34.982     -34.981     -34.982     -34.982     -35.953     -35.950     -35.944     -35.950     -35.949     -35.950     -36.736     -36.743     -36.744     -36.739     -36.739     -36.736     -37.117     -37.130     -37.123     -37.125     -37.118     -37.115
      3900.00    4.50    0.00    0.00       -32.359     -35.006     -36.028     -36.790     -37.166     -32.343     -32.342     -32.369     -32.361     -32.375     -32.408     -35.003     -34.993     -35.011     -35.010     -35.011     -35.011     -36.032     -36.029     -36.023     -36.029     -36.028     -36.029     -36.785     -36.792     -36.793     -36.788     -36.787     -36.785     -37.162     -37.174     -37.167     -37.169     -37.162     -37.160
      3900.00    5.00    0.00    0.00       -32.449     -35.043     -36.125     -36.838     -37.199     -32.434     -32.433     -32.458     -32.450     -32.465     -32.496     -35.040     -35.030     -35.048     -35.047     -35.048     -35.048     -36.129     -36.126     -36.119     -36.126     -36.125     -36.126     -36.833     -36.840     -36.841     -36.836     -36.835     -36.833     -37.195     -37.208     -37.201     -37.203     -37.196     -37.194
      3900.00    5.50    0.00    0.00       -32.486     -35.056     -36.187     -36.863     -37.214     -32.471     -32.470     -32.494     -32.487     -32.502     -32.531     -35.053     -35.042     -35.060     -35.059     -35.060     -35.060     -36.191     -36.188     -36.180     -36.188     -36.187     -36.188     -36.859     -36.866     -36.866     -36.862     -36.861     -36.858     -37.211     -37.223     -37.216     -37.218     -37.211     -37.209
      4000.00    2.50    0.00    0.00       -32.222     -35.201     -36.241     -36.862     -37.171     -32.203     -32.198     -32.239     -32.227     -32.239     -32.285     -35.198     -35.188     -35.206     -35.205     -35.206     -35.206     -36.246     -36.243     -36.237     -36.242     -36.241     -36.242     -36.858     -36.863     -36.863     -36.861     -36.860     -36.858     -37.167     -37.179     -37.172     -37.174     -37.168     -37.166
      4000.00    3.00    0.00    0.00       -32.354     -35.227     -36.247     -36.875     -37.185     -32.337     -32.332     -32.369     -32.359     -32.368     -32.410     -35.224     -35.214     -35.232     -35.231     -35.232     -35.231     -36.251     -36.248     -36.242     -36.247     -36.247     -36.247     -36.871     -36.876     -36.876     -36.873     -36.873     -36.871     -37.182     -37.193     -37.187     -37.189     -37.182     -37.180
      4000.00    3.50    0.00    0.00       -32.426     -35.230     -36.221     -36.879     -37.200     -32.410     -32.405     -32.439     -32.430     -32.440     -32.478     -35.227     -35.217     -35.235     -35.234     -35.235     -35.235     -36.225     -36.222     -36.216     -36.222     -36.221     -36.222     -36.875     -36.880     -36.881     -36.877     -36.876     -36.874     -37.197     -37.208     -37.202     -37.204     -37.197     -37.195
      4000.00    4.00    0.00    0.00       -32.477     -35.230     -36.218     -36.893     -37.224     -32.462     -32.459     -32.489     -32.480     -32.492     -32.527     -35.226     -35.216     -35.235     -35.234     -35.235     -35.234     -36.222     -36.219     -36.213     -36.219     -36.218     -36.219     -36.889     -36.895     -36.895     -36.892     -36.891     -36.889     -37.220     -37.232     -37.225     -37.227     -37.221     -37.218
      4000.00    4.50    0.00    0.00       -32.578     -35.240     -36.260     -36.931     -37.264     -32.563     -32.561     -32.589     -32.580     -32.593     -32.624     -35.237     -35.227     -35.245     -35.244     -35.245     -35.245     -36.263     -36.261     -36.254     -36.260     -36.259     -36.260     -36.926     -36.933     -36.933     -36.929     -36.928     -36.926     -37.261     -37.272     -37.266     -37.268     -37.261     -37.259
      4000.00    5.00    0.00    0.00       -32.687     -35.277     -36.362     -36.984     -37.301     -32.673     -32.671     -32.697     -32.689     -32.701     -32.730     -35.274     -35.264     -35.282     -35.281     -35.282     -35.282     -36.366     -36.363     -36.356     -36.363     -36.362     -36.363     -36.980     -36.986     -36.987     -36.983     -36.982     -36.980     -37.298     -37.309     -37.302     -37.304     -37.298     -37.296
      4000.00    5.50    0.00    0.00       -32.786     -35.283     -36.414     -37.008     -37.317     -32.773     -32.771     -32.796     -32.788     -32.798     -32.826     -35.279     -35.269     -35.287     -35.286     -35.287     -35.287     -36.418     -36.416     -36.408     -36.415     -36.414     -36.415     -37.004     -37.010     -37.011     -37.007     -37.006     -37.004     -37.314     -37.324     -37.318     -37.320     -37.314     -37.312
      4100.00    2.50    0.00    0.00       -32.572     -35.450     -36.526     -37.022     -37.288     -32.557     -32.548     -32.590     -32.579     -32.583     -32.626     -35.447     -35.437     -35.455     -35.454     -35.455     -35.455     -36.530     -36.527     -36.520     -36.526     -36.526     -36.526     -37.019     -37.023     -37.023     -37.021     -37.021     -37.019     -37.284     -37.295     -37.289     -37.291     -37.285     -37.283
      4100.00    3.00    0.00    0.00       -32.703     -35.396     -36.519     -37.038     -37.310     -32.689     -32.681     -32.719     -32.708     -32.713     -32.751     -35.392     -35.383     -35.401     -35.400     -35.401     -35.400     -36.523     -36.521     -36.513     -36.520     -36.519     -36.520     -37.035     -37.038     -37.039     -37.037     -37.036     -37.035     -37.306     -37.317     -37.311     -37.313     -37.307     -37.305
      4100.00    3.50    0.00    0.00       -32.749     -35.388     -36.503     -37.042     -37.319     -32.736     -32.729     -32.763     -32.754     -32.760     -32.795     -35.384     -35.375     -35.393     -35.391     -35.393     -35.392     -36.507     -36.504     -36.496     -36.504     -36.503     -36.504     -37.039     -37.043     -37.043     -37.040     -37.040     -37.038     -37.315     -37.326     -37.320     -37.322     -37.316     -37.314
      4100.00    4.00    0.00    0.00       -32.776     -35.378     -36.484     -37.052     -37.337     -32.763     -32.758     -32.788     -32.780     -32.788     -32.820     -35.373     -35.364     -35.383     -35.381     -35.382     -35.382     -36.488     -36.486     -36.477     -36.485     -36.484     -36.485     -37.048     -37.053     -37.053     -37.050     -37.050     -37.048     -37.334     -37.345     -37.339     -37.341     -37.335     -37.333
      4100.00    4.50    0.00    0.00       -32.834     -35.377     -36.497     -37.080     -37.373     -32.821     -32.818     -32.844     -32.836     -32.847     -32.876     -35.372     -35.364     -35.382     -35.380     -35.382     -35.381     -36.501     -36.498     -36.490     -36.498     -36.497     -36.498     -37.076     -37.081     -37.082     -37.079     -37.078     -37.076     -37.370     -37.381     -37.375     -37.376     -37.371     -37.369
      4100.00    5.00    0.00    0.00       -32.925     -35.385     -36.557     -37.117     -37.402     -32.913     -32.910     -32.935     -32.927     -32.937     -32.965     -35.381     -35.372     -35.390     -35.389     -35.390     -35.390     -36.561     -36.559     -36.550     -36.558     -36.557     -36.558     -37.114     -37.119     -37.119     -37.116     -37.115     -37.114     -37.399     -37.410     -37.404     -37.405     -37.400     -37.398
      4100.00    5.50    0.00    0.00       -32.977     -35.390     -36.589     -37.142     -37.425     -32.965     -32.962     -32.986     -32.979     -32.989     -33.015     -35.386     -35.377     -35.395     -35.394     -35.395     -35.395     -36.593     -36.590     -36.581     -36.590     -36.589     -36.590     -37.138     -37.143     -37.144     -37.140     -37.140     -37.138     -37.422     -37.432     -37.427     -37.428     -37.423     -37.421
      4200.00    2.50    0.00    0.00       -32.928     -35.681     -36.749     -37.167     -37.401     -32.916     -32.905     -32.946     -32.935     -32.935     -32.974     -35.678     -35.668     -35.686     -35.685     -35.685     -35.685     -36.752     -36.750     -36.743     -36.750     -36.749     -36.750     -37.164     -37.167     -37.167     -37.165     -37.165     -37.164     -37.398     -37.408     -37.403     -37.404     -37.399     -37.397
      4200.00    3.00    0.00    0.00       -33.034     -35.636     -36.739     -37.180     -37.420     -33.023     -33.013     -33.050     -33.040     -33.040     -33.076     -35.632     -35.623     -35.641     -35.640     -35.641     -35.640     -36.742     -36.740     -36.732     -36.740     -36.739     -36.739     -37.178     -37.180     -37.181     -37.179     -37.179     -37.178     -37.417     -37.427     -37.422     -37.423     -37.418     -37.416
      4200.00    3.50    0.00    0.00       -33.087     -35.633     -36.739     -37.188     -37.428     -33.076     -33.068     -33.102     -33.093     -33.094     -33.127     -35.629     -35.620     -35.637     -35.636     -35.637     -35.637     -36.743     -36.741     -36.733     -36.741     -36.740     -36.740     -37.185     -37.188     -37.188     -37.187     -37.186     -37.185     -37.425     -37.435     -37.429     -37.431     -37.425     -37.423
      4200.00    4.00    0.00    0.00       -33.077     -35.616     -36.713     -37.193     -37.440     -33.066     -33.060     -33.090     -33.081     -33.086     -33.116     -35.611     -35.603     -35.621     -35.619     -35.620     -35.620     -36.717     -36.715     -36.706     -36.714     -36.713     -36.714     -37.190     -37.193     -37.194     -37.191     -37.191     -37.190     -37.437     -37.447     -37.442     -37.443     -37.438     -37.436
      4200.00    4.50    0.00    0.00       -33.088     -35.602     -36.713     -37.212     -37.465     -33.077     -33.072     -33.099     -33.091     -33.098     -33.126     -35.598     -35.589     -35.608     -35.606     -35.607     -35.607     -36.717     -36.715     -36.706     -36.714     -36.713     -36.714     -37.208     -37.213     -37.213     -37.210     -37.210     -37.208     -37.462     -37.472     -37.466     -37.468     -37.462     -37.461
      4200.00    5.00    0.00    0.00       -33.156     -35.603     -36.746     -37.244     -37.497     -33.146     -33.142     -33.167     -33.159     -33.167     -33.193     -35.599     -35.590     -35.608     -35.607     -35.608     -35.608     -36.750     -36.748     -36.739     -36.747     -36.746     -36.747     -37.241     -37.245     -37.246     -37.243     -37.242     -37.241     -37.494     -37.504     -37.498     -37.500     -37.494     -37.493
      4200.00    5.50    0.00    0.00       -33.218     -35.606     -36.774     -37.270     -37.522     -33.207     -33.204     -33.227     -33.220     -33.228     -33.253     -35.602     -35.593     -35.611     -35.610     -35.611     -35.610     -36.778     -36.776     -36.767     -36.776     -36.775     -36.775     -37.267     -37.271     -37.272     -37.269     -37.268     -37.267     -37.519     -37.529     -37.523     -37.525     -37.520     -37.518
      4300.00    2.50    0.00    0.00       -33.273     -35.901     -36.930     -37.301     -37.513     -33.263     -33.251     -33.290     -33.281     -33.275     -33.312     -35.898     -35.888     -35.905     -35.904     -35.904     -35.904     -36.934     -36.932     -36.925     -36.931     -36.930     -36.931     -37.299     -37.301     -37.301     -37.300     -37.300     -37.299     -37.510     -37.519     -37.514     -37.516     -37.511     -37.509
      4300.00    3.00    0.00    0.00       -33.362     -35.864     -36.927     -37.313     -37.528     -33.354     -33.342     -33.379     -33.370     -33.365     -33.399     -35.860     -35.851     -35.868     -35.867     -35.868     -35.868     -36.931     -36.929     -36.921     -36.928     -36.927     -36.928     -37.311     -37.313     -37.313     -37.312     -37.312     -37.311     -37.525     -37.534     -37.529     -37.530     -37.526     -37.523
      4300.00    3.50    0.00    0.00       -33.426     -35.865     -36.934     -37.322     -37.535     -33.418     -33.408     -33.441     -33.433     -33.430     -33.460     -35.862     -35.853     -35.870     -35.869     -35.870     -35.869     -36.938     -36.936     -36.928     -36.936     -36.935     -36.935     -37.320     -37.323     -37.323     -37.321     -37.321     -37.320     -37.532     -37.541     -37.536     -37.538     -37.533     -37.531
      4300.00    4.00    0.00    0.00       -33.395     -35.845     -36.916     -37.326     -37.543     -33.386     -33.378     -33.408     -33.400     -33.401     -33.428     -35.841     -35.832     -35.850     -35.848     -35.849     -35.849     -36.920     -36.918     -36.910     -36.917     -36.917     -36.917     -37.324     -37.327     -37.327     -37.325     -37.325     -37.324     -37.540     -37.549     -37.544     -37.545     -37.540     -37.538
      4300.00    4.50    0.00    0.00       -33.377     -35.826     -36.911     -37.338     -37.559     -33.368     -33.362     -33.388     -33.381     -33.385     -33.410     -35.822     -35.814     -35.832     -35.830     -35.831     -35.831     -36.915     -36.913     -36.905     -36.913     -36.912     -36.912     -37.336     -37.339     -37.339     -37.337     -37.337     -37.336     -37.556     -37.565     -37.560     -37.561     -37.556     -37.554
      4300.00    5.00    0.00    0.00       -33.405     -35.821     -36.928     -37.368     -37.590     -33.396     -33.391     -33.416     -33.409     -33.414     -33.438     -35.817     -35.808     -35.826     -35.825     -35.826     -35.825     -36.931     -36.929     -36.921     -36.929     -36.928     -36.929     -37.365     -37.368     -37.369     -37.367     -37.366     -37.365     -37.588     -37.597     -37.592     -37.593     -37.588     -37.586
      4300.00    5.50    0.00    0.00       -33.450     -35.809     -36.941     -37.389     -37.614     -33.441     -33.436     -33.459     -33.453     -33.459     -33.482     -35.805     -35.796     -35.814     -35.813     -35.814     -35.813     -36.945     -36.943     -36.934     -36.943     -36.942     -36.943     -37.386     -37.390     -37.391     -37.388     -37.387     -37.386     -37.611     -37.620     -37.615     -37.616     -37.612     -37.610
      4400.00    2.50    0.00    0.00       -33.567     -36.098     -37.082     -37.424     -37.617     -33.559     -33.546     -33.584     -33.575     -33.567     -33.602     -36.095     -36.086     -36.102     -36.101     -36.102     -36.102     -37.085     -37.083     -37.076     -37.083     -37.082     -37.083     -37.421     -37.423     -37.424     -37.423     -37.422     -37.422     -37.614     -37.622     -37.618     -37.619     -37.615     -37.613
      4400.00    3.00    0.00    0.00       -33.682     -36.078     -37.091     -37.438     -37.630     -33.675     -33.663     -33.698     -33.690     -33.682     -33.714     -36.075     -36.066     -36.083     -36.082     -36.082     -36.082     -37.095     -37.093     -37.085     -37.092     -37.091     -37.092     -37.435     -37.437     -37.438     -37.436     -37.436     -37.435     -37.627     -37.636     -37.631     -37.633     -37.628     -37.626
      4400.00    3.50    0.00    0.00       -33.722     -36.078     -37.096     -37.446     -37.637     -33.715     -33.704     -33.736     -33.729     -33.723     -33.752     -36.074     -36.066     -36.083     -36.081     -36.082     -36.082     -37.099     -37.097     -37.090     -37.097     -37.096     -37.097     -37.444     -37.446     -37.446     -37.445     -37.445     -37.444     -37.635     -37.643     -37.638     -37.640     -37.635     -37.633
      4400.00    4.00    0.00    0.00       -33.714     -36.063     -37.092     -37.452     -37.644     -33.708     -33.699     -33.727     -33.720     -33.718     -33.743     -36.059     -36.051     -36.068     -36.067     -36.068     -36.068     -37.095     -37.093     -37.086     -37.093     -37.092     -37.093     -37.450     -37.452     -37.453     -37.451     -37.451     -37.450     -37.642     -37.650     -37.645     -37.647     -37.642     -37.640
      4400.00    4.50    0.00    0.00       -33.678     -36.043     -37.087     -37.460     -37.654     -33.671     -33.664     -33.690     -33.683     -33.684     -33.707     -36.039     -36.031     -36.049     -36.047     -36.048     -36.048     -37.091     -37.089     -37.081     -37.088     -37.088     -37.088     -37.458     -37.461     -37.461     -37.459     -37.459     -37.458     -37.651     -37.660     -37.655     -37.656     -37.652     -37.650
      4400.00    5.00    0.00    0.00       -33.662     -36.026     -37.092     -37.482     -37.679     -33.655     -33.649     -33.673     -33.666     -33.669     -33.692     -36.022     -36.014     -36.032     -36.030     -36.031     -36.031     -37.096     -37.094     -37.086     -37.094     -37.093     -37.093     -37.480     -37.483     -37.483     -37.481     -37.481     -37.480     -37.676     -37.685     -37.680     -37.681     -37.677     -37.675
      4400.00    5.50    0.00    0.00       -33.686     -36.008     -37.100     -37.502     -37.702     -33.678     -33.673     -33.696     -33.689     -33.693     -33.715     -36.003     -35.995     -36.013     -36.011     -36.012     -36.012     -37.103     -37.101     -37.093     -37.101     -37.100     -37.101     -37.500     -37.503     -37.503     -37.501     -37.501     -37.500     -37.699     -37.708     -37.703     -37.704     -37.700     -37.698
      4500.00    2.50    0.00    0.00       -33.905     -36.300     -37.236     -37.549     -37.723     -33.899     -33.884     -33.922     -33.913     -33.902     -33.935     -36.297     -36.288     -36.304     -36.303     -36.303     -36.303     -37.239     -37.238     -37.231     -37.237     -37.236     -37.237     -37.547     -37.549     -37.549     -37.548     -37.548     -37.547     -37.721     -37.729     -37.724     -37.726     -37.722     -37.720
      4500.00    3.00    0.00    0.00       -33.991     -36.282     -37.241     -37.556     -37.730     -33.986     -33.973     -34.007     -33.999     -33.989     -34.019     -36.278     -36.270     -36.286     -36.285     -36.286     -36.286     -37.244     -37.242     -37.235     -37.242     -37.241     -37.242     -37.554     -37.556     -37.556     -37.555     -37.555     -37.554     -37.727     -37.735     -37.731     -37.732     -37.728     -37.726
      4500.00    3.50    0.00    0.00       -34.030     -36.279     -37.243     -37.561     -37.734     -34.024     -34.013     -34.044     -34.037     -34.029     -34.056     -36.276     -36.268     -36.284     -36.283     -36.284     -36.283     -37.246     -37.244     -37.237     -37.244     -37.243     -37.244     -37.559     -37.561     -37.561     -37.560     -37.560     -37.559     -37.731     -37.739     -37.735     -37.736     -37.732     -37.730
      4500.00    4.00    0.00    0.00       -34.028     -36.273     -37.248     -37.572     -37.743     -34.023     -34.013     -34.041     -34.034     -34.029     -34.053     -36.269     -36.261     -36.278     -36.277     -36.278     -36.277     -37.251     -37.249     -37.242     -37.249     -37.248     -37.249     -37.570     -37.572     -37.572     -37.571     -37.571     -37.570     -37.741     -37.749     -37.744     -37.746     -37.741     -37.740
      4500.00    4.50    0.00    0.00       -33.985     -36.252     -37.246     -37.578     -37.750     -33.979     -33.971     -33.996     -33.990     -33.988     -34.010     -36.248     -36.240     -36.257     -36.256     -36.256     -36.256     -37.249     -37.247     -37.239     -37.247     -37.246     -37.246     -37.576     -37.579     -37.579     -37.577     -37.577     -37.576     -37.748     -37.756     -37.751     -37.753     -37.748     -37.747
      4500.00    5.00    0.00    0.00       -33.942     -36.229     -37.247     -37.592     -37.765     -33.936     -33.929     -33.952     -33.946     -33.947     -33.967     -36.224     -36.216     -36.234     -36.233     -36.233     -36.233     -37.251     -37.249     -37.241     -37.248     -37.248     -37.248     -37.590     -37.592     -37.592     -37.591     -37.590     -37.590     -37.762     -37.770     -37.766     -37.767     -37.763     -37.761
      4500.00    5.50    0.00    0.00       -33.938     -36.217     -37.260     -37.619     -37.794     -33.932     -33.926     -33.948     -33.942     -33.944     -33.964     -36.213     -36.205     -36.222     -36.221     -36.222     -36.222     -37.263     -37.261     -37.253     -37.261     -37.260     -37.261     -37.617     -37.619     -37.620     -37.618     -37.618     -37.617     -37.792     -37.799     -37.795     -37.796     -37.792     -37.790
      4600.00    2.50    0.00    0.00       -34.210     -36.480     -37.372     -37.660     -37.819     -34.205     -34.190     -34.227     -34.218     -34.205     -34.236     -36.477     -36.468     -36.484     -36.483     -36.483     -36.483     -37.374     -37.373     -37.367     -37.372     -37.372     -37.372     -37.658     -37.660     -37.660     -37.659     -37.659     -37.659     -37.817     -37.824     -37.820     -37.821     -37.818     -37.816
      4600.00    3.00    0.00    0.00       -34.287     -36.473     -37.379     -37.669     -37.826     -34.282     -34.269     -34.303     -34.295     -34.283     -34.311     -36.470     -36.462     -36.478     -36.477     -36.477     -36.477     -37.382     -37.380     -37.374     -37.380     -37.379     -37.380     -37.667     -37.669     -37.669     -37.668     -37.668     -37.667     -37.824     -37.831     -37.827     -37.828     -37.825     -37.823
      4600.00    3.50    0.00    0.00       -34.323     -36.470     -37.379     -37.671     -37.828     -34.319     -34.307     -34.337     -34.330     -34.320     -34.346     -36.467     -36.459     -36.474     -36.473     -36.474     -36.474     -37.382     -37.380     -37.374     -37.380     -37.379     -37.380     -37.670     -37.671     -37.672     -37.671     -37.671     -37.670     -37.825     -37.832     -37.829     -37.830     -37.826     -37.824
      4600.00    4.00    0.00    0.00       -34.323     -36.470     -37.389     -37.685     -37.838     -34.319     -34.309     -34.336     -34.330     -34.323     -34.345     -36.466     -36.458     -36.474     -36.473     -36.474     -36.474     -37.392     -37.391     -37.384     -37.390     -37.389     -37.390     -37.683     -37.685     -37.685     -37.684     -37.684     -37.683     -37.836     -37.843     -37.839     -37.841     -37.837     -37.835
      4600.00    4.50    0.00    0.00       -34.277     -36.449     -37.388     -37.690     -37.843     -34.273     -34.264     -34.288     -34.283     -34.279     -34.299     -36.445     -36.437     -36.454     -36.453     -36.453     -36.453     -37.391     -37.389     -37.382     -37.389     -37.388     -37.389     -37.688     -37.690     -37.690     -37.689     -37.689     -37.688     -37.841     -37.848     -37.844     -37.846     -37.842     -37.840
      4600.00    5.00    0.00    0.00       -34.222     -36.427     -37.391     -37.701     -37.854     -34.217     -34.210     -34.232     -34.226     -34.225     -34.244     -36.423     -36.415     -36.432     -36.431     -36.431     -36.431     -37.394     -37.392     -37.385     -37.392     -37.391     -37.392     -37.699     -37.701     -37.701     -37.700     -37.700     -37.699     -37.852     -37.859     -37.855     -37.856     -37.852     -37.851
      4600.00    5.50    0.00    0.00       -34.186     -36.406     -37.398     -37.721     -37.876     -34.180     -34.174     -34.195     -34.190     -34.190     -34.208     -36.401     -36.393     -36.411     -36.410     -36.410     -36.410     -37.401     -37.400     -37.392     -37.399     -37.398     -37.399     -37.719     -37.722     -37.722     -37.720     -37.720     -37.719     -37.874     -37.881     -37.877     -37.878     -37.874     -37.873
      4700.00    2.50    0.00    0.00       -34.493     -36.647     -37.498     -37.766     -37.910     -34.489     -34.474     -34.510     -34.502     -34.486     -34.516     -36.645     -36.636     -36.651     -36.650     -36.651     -36.651     -37.500     -37.499     -37.493     -37.499     -37.498     -37.498     -37.765     -37.766     -37.766     -37.765     -37.765     -37.765     -37.907     -37.914     -37.910     -37.912     -37.908     -37.907
      4700.00    3.00    0.00    0.00       -34.568     -36.653     -37.509     -37.777     -37.918     -34.565     -34.551     -34.584     -34.576     -34.563     -34.590     -36.650     -36.642     -36.657     -36.656     -36.657     -36.657     -37.511     -37.510     -37.504     -37.510     -37.509     -37.509     -37.775     -37.776     -37.777     -37.776     -37.776     -37.775     -37.916     -37.922     -37.919     -37.920     -37.917     -37.915
      4700.00    3.50    0.00    0.00       -34.609     -36.654     -37.510     -37.780     -37.921     -34.605     -34.593     -34.623     -34.616     -34.605     -34.629     -36.651     -36.643     -36.658     -36.657     -36.658     -36.658     -37.513     -37.512     -37.506     -37.511     -37.511     -37.511     -37.778     -37.780     -37.780     -37.779     -37.779     -37.778     -37.918     -37.925     -37.921     -37.922     -37.919     -37.918
      4700.00    4.00    0.00    0.00       -34.604     -36.653     -37.520     -37.791     -37.929     -34.600     -34.589     -34.616     -34.610     -34.601     -34.623     -36.650     -36.642     -36.658     -36.657     -36.657     -36.657     -37.523     -37.521     -37.515     -37.521     -37.520     -37.521     -37.790     -37.791     -37.791     -37.791     -37.790     -37.790     -37.927     -37.934     -37.930     -37.931     -37.928     -37.926
      4700.00    4.50    0.00    0.00       -34.564     -36.638     -37.522     -37.798     -37.935     -34.560     -34.551     -34.575     -34.569     -34.564     -34.583     -36.634     -36.626     -36.643     -36.641     -36.642     -36.642     -37.525     -37.524     -37.517     -37.523     -37.523     -37.523     -37.797     -37.798     -37.799     -37.798     -37.798     -37.797     -37.933     -37.940     -37.936     -37.937     -37.934     -37.932
      4700.00    5.00    0.00    0.00       -34.501     -36.616     -37.525     -37.806     -37.943     -34.497     -34.490     -34.511     -34.506     -34.503     -34.521     -36.612     -36.604     -36.621     -36.620     -36.620     -36.620     -37.528     -37.526     -37.519     -37.526     -37.525     -37.526     -37.805     -37.807     -37.807     -37.806     -37.806     -37.805     -37.941     -37.947     -37.944     -37.945     -37.941     -37.940
      4700.00    5.50    0.00    0.00       -34.442     -36.590     -37.529     -37.821     -37.957     -34.438     -34.431     -34.451     -34.446     -34.445     -34.462     -36.586     -36.578     -36.596     -36.594     -36.595     -36.595     -37.532     -37.530     -37.523     -37.530     -37.529     -37.530     -37.819     -37.821     -37.821     -37.820     -37.820     -37.819     -37.955     -37.962     -37.958     -37.959     -37.956     -37.954
      4800.00    2.50    0.00    0.00       -34.772     -36.812     -37.621     -37.871     -38.000     -34.769     -34.754     -34.789     -34.781     -34.764     -34.793     -36.809     -36.801     -36.816     -36.815     -36.815     -36.815     -37.624     -37.622     -37.617     -37.622     -37.621     -37.622     -37.870     -37.871     -37.871     -37.870     -37.870     -37.870     -37.998     -38.004     -38.001     -38.002     -37.999     -37.998
      4800.00    3.00    0.00    0.00       -34.840     -36.824     -37.632     -37.881     -38.008     -34.837     -34.823     -34.856     -34.848     -34.833     -34.860     -36.821     -36.813     -36.828     -36.827     -36.827     -36.827     -37.635     -37.634     -37.628     -37.633     -37.633     -37.633     -37.879     -37.880     -37.881     -37.880     -37.880     -37.879     -38.006     -38.011     -38.008     -38.009     -38.007     -38.005
      4800.00    3.50    0.00    0.00       -34.871     -36.821     -37.630     -37.880     -38.007     -34.868     -34.855     -34.885     -34.878     -34.865     -34.889     -36.818     -36.811     -36.825     -36.825     -36.825     -36.825     -37.633     -37.631     -37.625     -37.631     -37.630     -37.631     -37.878     -37.880     -37.880     -37.879     -37.879     -37.878     -38.005     -38.010     -38.007     -38.008     -38.006     -38.004
      4800.00    4.00    0.00    0.00       -34.865     -36.823     -37.641     -37.892     -38.015     -34.862     -34.852     -34.878     -34.872     -34.862     -34.883     -36.819     -36.812     -36.827     -36.826     -36.827     -36.827     -37.643     -37.642     -37.636     -37.642     -37.641     -37.642     -37.890     -37.892     -37.892     -37.891     -37.891     -37.890     -38.013     -38.019     -38.016     -38.017     -38.014     -38.013
