!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: AB
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
! Note that absolute magnitudes are calculated from the model atmosphere fluxes as Pogson magnitudes, while observed SDSS photometry is provided as Asinh magnitudes.
! To obtain apparent magnitudes at a distance from the isochrones, the absolute magnitudes have to be converted to flux ratios,
! scaled to the distance and converted back as Asinh magnitudes, e.g. for a distance modulus D= 0.2 log10(d/10 pc) compute f/f0= 10**(-0.4*(M+D))
! m= -2.5/ln(10) * [asinh([f/f0]/[2b]) + ln(b)] where b is the appropriate asinh softening parameter (cf. table at
! http://www.sdss.org/dr12/algorithms/magnitudes/#asinh), i.e.
! b(u)= 1.4e-10, b(g)= 0.9e-10, b(r)= 1.2e-10, b(i)= 1.8e-10, b(z)= 7.4e-10
!
!  SDSS with airmass=1.3 filter system (Doi et al. 2010) filter system
!
!        Teff    Logg   [M/H]   [a/H]             u           g           r           i           z          u1          u2          u3          u4          u5          u6          g1          g2          g3          g4          g5          g6          r1          r2          r3          r4          r5          r6          i1          i2          i3          i4          i5          i6          z1          z2          z3          z4          z5          z6
      2300.00    3.00    0.00    0.00       -26.562     -27.871     -28.512     -32.038     -33.995     -26.541     -26.546     -26.572     -26.569     -26.586     -26.619     -27.873     -27.866     -27.872     -27.873     -27.872     -27.873     -28.521     -28.514     -28.494     -28.512     -28.509     -28.512     -32.039     -32.050     -32.048     -32.036     -32.042     -32.028     -33.966     -34.068     -34.011     -34.026     -33.965     -33.938
      2300.00    3.50    0.00    0.00       -25.532     -27.605     -28.759     -32.039     -33.975     -25.473     -25.507     -25.526     -25.535     -25.607     -25.645     -27.606     -27.593     -27.609     -27.608     -27.608     -27.609     -28.768     -28.762     -28.741     -28.759     -28.756     -28.759     -32.040     -32.051     -32.049     -32.038     -32.043     -32.030     -33.948     -34.045     -33.991     -34.004     -33.946     -33.922
      2300.00    4.00    0.00    0.00       -24.680     -27.377     -28.836     -32.015     -33.999     -24.581     -24.609     -24.681     -24.711     -24.799     -24.835     -27.377     -27.361     -27.381     -27.380     -27.381     -27.381     -28.847     -28.840     -28.818     -28.837     -28.834     -28.837     -32.017     -32.028     -32.026     -32.016     -32.021     -32.007     -33.972     -34.067     -34.014     -34.027     -33.970     -33.947
      2300.00    4.50    0.00    0.00       -24.200     -27.064     -29.189     -32.209     -34.279     -24.100     -24.033     -24.282     -24.329     -24.348     -24.371     -27.063     -27.047     -27.066     -27.067     -27.070     -27.068     -29.201     -29.192     -29.168     -29.189     -29.186     -29.189     -32.214     -32.223     -32.222     -32.212     -32.217     -32.204     -34.253     -34.349     -34.295     -34.309     -34.252     -34.229
      2300.00    5.00    0.00    0.00       -25.447     -26.728     -29.210     -31.954     -34.090     -25.433     -25.403     -25.455     -25.478     -25.477     -25.458     -26.728     -26.711     -26.729     -26.730     -26.735     -26.732     -29.224     -29.214     -29.189     -29.211     -29.207     -29.211     -31.961     -31.971     -31.970     -31.960     -31.964     -31.952     -34.065     -34.150     -34.101     -34.114     -34.063     -34.045
      2300.00    5.50    0.00    0.00       -23.332     -26.689     -29.424     -31.999     -34.454     -23.491     -22.722     -23.765     -23.818     -23.311     -23.239     -26.689     -26.672     -26.693     -26.693     -26.696     -26.694     -29.445     -29.429     -29.399     -29.424     -29.419     -29.424     -32.011     -32.017     -32.015     -32.009     -32.013     -32.003     -34.427     -34.520     -34.468     -34.481     -34.428     -34.408
      2350.00    2.50    0.00    0.00       -26.816     -27.828     -28.217     -32.013     -33.994     -26.798     -26.799     -26.831     -26.824     -26.830     -26.870     -27.831     -27.830     -27.825     -27.827     -27.827     -27.827     -28.226     -28.220     -28.199     -28.217     -28.214     -28.217     -32.013     -32.024     -32.022     -32.010     -32.017     -32.002     -33.964     -34.069     -34.011     -34.026     -33.963     -33.936
      2350.00    3.00    0.00    0.00       -26.966     -28.289     -28.687     -32.326     -34.202     -26.946     -26.950     -26.977     -26.973     -26.987     -27.022     -28.291     -28.285     -28.290     -28.290     -28.290     -28.291     -28.695     -28.690     -28.670     -28.687     -28.684     -28.687     -32.325     -32.337     -32.335     -32.324     -32.329     -32.315     -34.175     -34.271     -34.218     -34.231     -34.174     -34.149
      2350.00    3.50    0.00    0.00       -26.125     -28.093     -28.867     -32.354     -34.213     -26.084     -26.109     -26.129     -26.132     -26.185     -26.220     -28.093     -28.082     -28.096     -28.096     -28.096     -28.096     -28.875     -28.869     -28.850     -28.867     -28.864     -28.867     -32.354     -32.366     -32.365     -32.354     -32.358     -32.345     -34.187     -34.279     -34.228     -34.241     -34.186     -34.163
      2350.00    4.00    0.00    0.00       -25.353     -27.948     -29.037     -32.364     -34.247     -25.284     -25.315     -25.359     -25.378     -25.455     -25.486     -27.948     -27.933     -27.952     -27.952     -27.952     -27.952     -29.046     -29.040     -29.020     -29.037     -29.035     -29.037     -32.365     -32.377     -32.376     -32.365     -32.369     -32.356     -34.221     -34.311     -34.261     -34.274     -34.220     -34.198
      2350.00    4.50    0.00    0.00       -24.457     -27.613     -29.165     -32.304     -34.242     -24.350     -24.326     -24.508     -24.554     -24.607     -24.639     -27.614     -27.596     -27.617     -27.617     -27.617     -27.617     -29.176     -29.168     -29.147     -29.166     -29.163     -29.166     -32.306     -32.318     -32.317     -32.306     -32.310     -32.298     -34.217     -34.304     -34.255     -34.268     -34.216     -34.196
      2350.00    5.00    0.00    0.00       -23.960     -27.409     -29.367     -32.233     -34.310     -23.902     -23.631     -24.126     -24.190     -24.045     -24.053     -27.410     -27.392     -27.412     -27.413     -27.414     -27.413     -29.380     -29.371     -29.348     -29.368     -29.365     -29.369     -32.239     -32.250     -32.248     -32.238     -32.242     -32.230     -34.286     -34.368     -34.321     -34.333     -34.285     -34.268
      2400.00    2.50    0.00    0.00       -27.762     -28.609     -28.716     -32.413     -34.279     -27.752     -27.745     -27.780     -27.772     -27.765     -27.800     -28.613     -28.614     -28.605     -28.608     -28.607     -28.608     -28.724     -28.719     -28.700     -28.716     -28.713     -28.716     -32.412     -32.423     -32.422     -32.411     -32.416     -32.402     -34.251     -34.350     -34.296     -34.309     -34.250     -34.224
      2400.00    3.00    0.00    0.00       -27.275     -28.578     -28.952     -32.522     -34.328     -27.257     -27.260     -27.288     -27.283     -27.294     -27.329     -28.579     -28.574     -28.578     -28.579     -28.578     -28.579     -28.960     -28.955     -28.936     -28.952     -28.950     -28.952     -32.521     -32.533     -32.532     -32.520     -32.525     -32.512     -34.301     -34.394     -34.343     -34.356     -34.301     -34.277
      2400.00    3.50    0.00    0.00       -26.673     -28.527     -29.236     -32.617     -34.369     -26.640     -26.660     -26.680     -26.680     -26.722     -26.758     -28.528     -28.517     -28.530     -28.530     -28.530     -28.530     -29.243     -29.238     -29.220     -29.236     -29.233     -29.236     -32.615     -32.628     -32.627     -32.616     -32.620     -32.607     -34.343     -34.431     -34.383     -34.395     -34.343     -34.321
      2400.00    4.00    0.00    0.00       -25.809     -28.314     -29.269     -32.580     -34.379     -25.753     -25.783     -25.816     -25.828     -25.899     -25.931     -28.314     -28.300     -28.319     -28.318     -28.318     -28.318     -29.278     -29.272     -29.253     -29.270     -29.267     -29.270     -32.580     -32.593     -32.591     -32.581     -32.584     -32.572     -34.354     -34.440     -34.392     -34.405     -34.353     -34.332
      2400.00    4.50    0.00    0.00       -24.906     -27.699     -29.473     -32.631     -34.516     -24.824     -24.834     -24.963     -24.993     -25.072     -25.098     -27.698     -27.682     -27.702     -27.702     -27.705     -27.703     -29.483     -29.476     -29.454     -29.473     -29.470     -29.473     -32.633     -32.644     -32.643     -32.633     -32.637     -32.625     -34.491     -34.580     -34.531     -34.543     -34.491     -34.469
      2400.00    5.00    0.00    0.00       -24.319     -27.376     -29.558     -32.468     -34.430     -24.245     -24.065     -24.447     -24.507     -24.432     -24.450     -27.375     -27.358     -27.377     -27.379     -27.382     -27.380     -29.570     -29.562     -29.538     -29.559     -29.556     -29.559     -32.473     -32.484     -32.483     -32.473     -32.477     -32.465     -34.408     -34.485     -34.441     -34.453     -34.407     -34.390
      2400.00    5.50    0.00    0.00       -23.973     -27.307     -29.720     -32.430     -34.517     -24.040     -23.479     -24.283     -24.351     -23.959     -23.920     -27.306     -27.289     -27.309     -27.310     -27.314     -27.311     -29.736     -29.725     -29.697     -29.721     -29.717     -29.722     -32.438     -32.449     -32.448     -32.439     -32.442     -32.430     -34.496     -34.566     -34.525     -34.536     -34.495     -34.482
      2500.00    2.50    0.00    0.00       -28.353     -29.249     -29.202     -32.855     -34.591     -28.344     -28.336     -28.371     -28.362     -28.354     -28.389     -29.252     -29.253     -29.245     -29.248     -29.248     -29.248     -29.208     -29.204     -29.187     -29.202     -29.199     -29.202     -32.852     -32.865     -32.863     -32.852     -32.856     -32.843     -34.565     -34.656     -34.607     -34.619     -34.565     -34.541
      2500.00    3.00    0.00    0.00       -28.015     -29.313     -29.611     -33.035     -34.665     -28.000     -28.001     -28.030     -28.023     -28.031     -28.068     -29.315     -29.310     -29.313     -29.314     -29.314     -29.315     -29.617     -29.613     -29.596     -29.611     -29.608     -29.611     -33.032     -33.045     -33.044     -33.033     -33.036     -33.024     -34.641     -34.724     -34.679     -34.690     -34.642     -34.620
      2500.00    3.50    0.00    0.00       -27.510     -29.275     -29.780     -33.107     -34.701     -27.485     -27.498     -27.519     -27.516     -27.547     -27.583     -29.275     -29.266     -29.277     -29.277     -29.278     -29.278     -29.786     -29.782     -29.766     -29.780     -29.777     -29.780     -33.105     -33.118     -33.117     -33.107     -33.109     -33.097     -34.678     -34.756     -34.714     -34.724     -34.679     -34.659
      2500.00    4.00    0.00    0.00       -26.842     -29.130     -29.717     -33.081     -34.711     -26.806     -26.827     -26.851     -26.855     -26.904     -26.935     -29.130     -29.118     -29.134     -29.134     -29.134     -29.134     -29.723     -29.719     -29.702     -29.717     -29.714     -29.717     -33.079     -33.093     -33.092     -33.081     -33.084     -33.072     -34.688     -34.765     -34.723     -34.734     -34.689     -34.670
      2500.00    4.50    0.00    0.00       -25.962     -28.888     -29.841     -33.056     -34.720     -25.903     -25.926     -25.985     -26.003     -26.075     -26.103     -28.888     -28.873     -28.892     -28.892     -28.893     -28.892     -29.848     -29.843     -29.826     -29.841     -29.839     -29.841     -33.056     -33.069     -33.069     -33.058     -33.060     -33.049     -34.698     -34.772     -34.731     -34.742     -34.698     -34.680
      2500.00    5.00    0.00    0.00       -25.140     -28.208     -29.949     -32.990     -34.755     -25.073     -25.007     -25.228     -25.272     -25.280     -25.303     -28.207     -28.191     -28.211     -28.212     -28.215     -28.213     -29.959     -29.953     -29.931     -29.951     -29.948     -29.951     -32.992     -33.005     -33.005     -32.994     -32.996     -32.985     -34.734     -34.805     -34.766     -34.776     -34.734     -34.719
      2500.00    5.50    0.00    0.00       -24.706     -28.443     -30.129     -32.939     -34.785     -24.714     -24.385     -24.925     -24.983     -24.772     -24.761     -28.443     -28.426     -28.446     -28.447     -28.448     -28.447     -30.140     -30.133     -30.111     -30.130     -30.127     -30.131     -32.944     -32.957     -32.957     -32.947     -32.948     -32.938     -34.766     -34.830     -34.794     -34.803     -34.766     -34.754
      2600.00    2.50    0.00    0.00       -28.762     -29.754     -29.684     -33.223     -34.847     -28.753     -28.745     -28.780     -28.771     -28.763     -28.799     -29.756     -29.757     -29.750     -29.753     -29.753     -29.754     -29.690     -29.686     -29.670     -29.684     -29.681     -29.684     -33.220     -33.232     -33.232     -33.221     -33.224     -33.211     -34.821     -34.907     -34.861     -34.872     -34.822     -34.800
      2600.00    3.00    0.00    0.00       -28.593     -29.928     -30.111     -33.444     -34.953     -28.579     -28.579     -28.608     -28.601     -28.605     -28.642     -29.929     -29.925     -29.927     -29.929     -29.929     -29.929     -30.117     -30.113     -30.098     -30.111     -30.109     -30.111     -33.440     -33.453     -33.453     -33.442     -33.444     -33.433     -34.930     -35.006     -34.966     -34.975     -34.932     -34.912
      2600.00    3.50    0.00    0.00       -28.207     -29.949     -30.370     -33.547     -34.996     -28.186     -28.195     -28.218     -28.213     -28.237     -28.275     -29.949     -29.941     -29.950     -29.951     -29.951     -29.951     -30.375     -30.371     -30.357     -30.369     -30.367     -30.370     -33.543     -33.557     -33.557     -33.546     -33.548     -33.537     -34.975     -35.044     -35.007     -35.016     -34.976     -34.959
      2600.00    4.00    0.00    0.00       -27.652     -29.834     -30.404     -33.556     -35.007     -27.620     -27.641     -27.660     -27.659     -27.705     -27.742     -29.833     -29.822     -29.837     -29.836     -29.837     -29.837     -30.410     -30.406     -30.392     -30.404     -30.402     -30.404     -33.552     -33.566     -33.566     -33.556     -33.557     -33.547     -34.987     -35.054     -35.018     -35.027     -34.988     -34.972
      2600.00    4.50    0.00    0.00       -26.805     -29.297     -30.404     -33.589     -35.082     -26.757     -26.796     -26.822     -26.830     -26.915     -26.945     -29.294     -29.282     -29.300     -29.300     -29.302     -29.301     -30.411     -30.406     -30.388     -30.403     -30.401     -30.404     -33.587     -33.600     -33.600     -33.591     -33.592     -33.582     -35.061     -35.130     -35.093     -35.102     -35.063     -35.045
      2600.00    5.00    0.00    0.00       -26.038     -28.999     -30.399     -33.467     -35.035     -25.976     -25.973     -26.086     -26.115     -26.172     -26.198     -28.997     -28.983     -29.002     -29.002     -29.005     -29.003     -30.407     -30.402     -30.383     -30.400     -30.398     -30.401     -33.467     -33.481     -33.481     -33.471     -33.472     -33.461     -35.016     -35.079     -35.045     -35.054     -35.017     -35.003
      2600.00    5.50    0.00    0.00       -25.410     -28.652     -30.460     -33.367     -35.049     -25.369     -25.222     -25.540     -25.591     -25.529     -25.546     -28.651     -28.635     -28.655     -28.656     -28.659     -28.657     -30.468     -30.463     -30.441     -30.461     -30.458     -30.462     -33.368     -33.383     -33.383     -33.373     -33.374     -33.363     -35.032     -35.090     -35.057     -35.066     -35.032     -35.020
      2700.00    2.50    0.00    0.00       -29.109     -30.190     -30.204     -33.543     -35.063     -29.100     -29.092     -29.128     -29.119     -29.111     -29.148     -30.192     -30.193     -30.187     -30.190     -30.190     -30.191     -30.210     -30.205     -30.190     -30.203     -30.201     -30.203     -33.539     -33.552     -33.552     -33.541     -33.544     -33.532     -35.039     -35.118     -35.076     -35.086     -35.040     -35.019
      2700.00    3.00    0.00    0.00       -29.095     -30.510     -30.668     -33.838     -35.225     -29.082     -29.081     -29.111     -29.103     -29.106     -29.144     -30.511     -30.507     -30.510     -30.511     -30.512     -30.512     -30.673     -30.670     -30.656     -30.668     -30.666     -30.668     -33.834     -33.847     -33.847     -33.837     -33.838     -33.828     -35.205     -35.273     -35.237     -35.245     -35.206     -35.189
      2700.00    3.50    0.00    0.00       -28.790     -30.545     -31.006     -33.945     -35.261     -28.770     -28.778     -28.802     -28.795     -28.816     -28.855     -30.544     -30.537     -30.546     -30.547     -30.548     -30.548     -31.011     -31.007     -30.994     -31.005     -31.004     -31.006     -33.940     -33.954     -33.954     -33.944     -33.945     -33.935     -35.243     -35.304     -35.272     -35.279     -35.244     -35.229
      2700.00    4.00    0.00    0.00       -28.349     -30.474     -31.045     -33.966     -35.276     -28.321     -28.339     -28.356     -28.353     -28.393     -28.431     -30.473     -30.463     -30.477     -30.476     -30.478     -30.477     -31.050     -31.046     -31.033     -31.045     -31.043     -31.045     -33.961     -33.976     -33.976     -33.966     -33.967     -33.957     -35.258     -35.317     -35.285     -35.293     -35.259     -35.245
      2700.00    4.50    0.00    0.00       -28.029     -30.577     -31.266     -34.103     -35.376     -27.991     -28.016     -28.034     -28.036     -28.095     -28.132     -30.576     -30.563     -30.580     -30.580     -30.581     -30.581     -31.271     -31.268     -31.255     -31.266     -31.264     -31.266     -34.099     -34.113     -34.114     -34.104     -34.104     -34.095     -35.359     -35.413     -35.384     -35.391     -35.361     -35.348
      2700.00    5.00    0.00    0.00       -26.996     -30.114     -31.016     -33.924     -35.295     -26.943     -26.962     -27.019     -27.034     -27.105     -27.136     -30.113     -30.098     -30.118     -30.118     -30.119     -30.118     -31.021     -31.017     -31.003     -31.016     -31.014     -31.016     -33.922     -33.937     -33.938     -33.928     -33.928     -33.918     -35.278     -35.333     -35.303     -35.311     -35.279     -35.267
      2700.00    5.50    0.00    0.00       -26.277     -29.435     -31.060     -33.957     -35.431     -26.239     -26.194     -26.378     -26.404     -26.434     -26.454     -29.433     -29.418     -29.438     -29.438     -29.442     -29.439     -31.068     -31.062     -31.043     -31.060     -31.057     -31.060     -33.957     -33.970     -33.971     -33.962     -33.962     -33.953     -35.413     -35.471     -35.440     -35.448     -35.416     -35.402
      2800.00    2.50    0.00    0.00       -29.375     -30.609     -30.759     -33.862     -35.268     -29.365     -29.359     -29.394     -29.385     -29.379     -29.418     -30.609     -30.609     -30.607     -30.609     -30.609     -30.609     -30.765     -30.761     -30.746     -30.759     -30.757     -30.759     -33.857     -33.870     -33.870     -33.860     -33.862     -33.851     -35.246     -35.319     -35.281     -35.290     -35.248     -35.229
      2800.00    3.00    0.00    0.00       -29.451     -30.921     -31.165     -34.128     -35.424     -29.439     -29.437     -29.467     -29.459     -29.462     -29.500     -30.921     -30.917     -30.921     -30.922     -30.923     -30.923     -31.170     -31.167     -31.153     -31.165     -31.163     -31.165     -34.122     -34.136     -34.136     -34.126     -34.127     -34.117     -35.405     -35.468     -35.435     -35.443     -35.407     -35.391
      2800.00    3.50    0.00    0.00       -29.296     -31.082     -31.557     -34.293     -35.501     -29.278     -29.284     -29.308     -29.301     -29.318     -29.357     -31.081     -31.074     -31.084     -31.084     -31.085     -31.085     -31.562     -31.559     -31.546     -31.557     -31.555     -31.557     -34.288     -34.302     -34.302     -34.292     -34.293     -34.284     -35.484     -35.539     -35.510     -35.517     -35.486     -35.472
      2800.00    4.00    0.00    0.00       -28.973     -31.077     -31.671     -34.344     -35.527     -28.948     -28.962     -28.981     -28.977     -29.010     -29.050     -31.076     -31.066     -31.080     -31.080     -31.081     -31.080     -31.676     -31.672     -31.660     -31.671     -31.669     -31.671     -34.339     -34.353     -34.353     -34.343     -34.344     -34.335     -35.511     -35.562     -35.535     -35.542     -35.513     -35.501
      2800.00    4.50    0.00    0.00       -28.385     -30.730     -31.778     -34.405     -35.575     -28.345     -28.378     -28.388     -28.387     -28.458     -28.498     -30.727     -30.716     -30.732     -30.732     -30.735     -30.733     -31.784     -31.780     -31.765     -31.778     -31.776     -31.778     -34.401     -34.414     -34.415     -34.406     -34.406     -34.398     -35.559     -35.610     -35.584     -35.590     -35.562     -35.549
      2800.00    5.00    0.00    0.00       -27.976     -30.917     -31.811     -34.387     -35.569     -27.926     -27.954     -27.980     -27.987     -28.062     -28.099     -30.916     -30.902     -30.921     -30.921     -30.923     -30.922     -31.816     -31.813     -31.800     -31.811     -31.810     -31.812     -34.384     -34.399     -34.400     -34.390     -34.389     -34.381     -35.556     -35.601     -35.577     -35.582     -35.557     -35.547
      2800.00    5.50    0.00    0.00       -27.117     -30.203     -31.620     -34.270     -35.566     -27.053     -27.049     -27.147     -27.172     -27.232     -27.265     -30.201     -30.187     -30.206     -30.206     -30.210     -30.208     -31.626     -31.622     -31.605     -31.621     -31.619     -31.621     -34.268     -34.284     -34.285     -34.275     -34.274     -34.266     -35.552     -35.597     -35.572     -35.578     -35.554     -35.545
      2900.00    2.50    0.00    0.00       -29.589     -30.970     -31.241     -34.132     -35.442     -29.578     -29.573     -29.608     -29.598     -29.595     -29.635     -30.970     -30.969     -30.969     -30.971     -30.971     -30.972     -31.247     -31.243     -31.229     -31.241     -31.239     -31.241     -34.126     -34.140     -34.140     -34.129     -34.131     -34.121     -35.422     -35.489     -35.454     -35.462     -35.423     -35.406
      2900.00    3.00    0.00    0.00       -29.730     -31.241     -31.454     -34.338     -35.583     -29.718     -29.716     -29.747     -29.738     -29.740     -29.777     -31.240     -31.237     -31.241     -31.242     -31.243     -31.243     -31.459     -31.455     -31.442     -31.453     -31.451     -31.453     -34.332     -34.346     -34.346     -34.336     -34.337     -34.327     -35.564     -35.625     -35.593     -35.600     -35.566     -35.551
      2900.00    3.50    0.00    0.00       -29.656     -31.441     -31.865     -34.523     -35.676     -29.640     -29.644     -29.669     -29.661     -29.675     -29.713     -31.440     -31.433     -31.442     -31.443     -31.444     -31.444     -31.870     -31.866     -31.854     -31.865     -31.863     -31.865     -34.517     -34.531     -34.532     -34.522     -34.522     -34.513     -35.660     -35.712     -35.685     -35.691     -35.662     -35.649
      2900.00    4.00    0.00    0.00       -29.439     -31.540     -32.147     -34.636     -35.731     -29.416     -29.428     -29.447     -29.442     -29.471     -29.510     -31.538     -31.529     -31.542     -31.542     -31.544     -31.543     -32.152     -32.149     -32.137     -32.147     -32.145     -32.147     -34.630     -34.644     -34.644     -34.635     -34.635     -34.626     -35.716     -35.763     -35.738     -35.744     -35.718     -35.707
      2900.00    4.50    0.00    0.00       -29.071     -31.525     -32.277     -34.682     -35.756     -29.038     -29.060     -29.073     -29.071     -29.122     -29.161     -31.523     -31.512     -31.528     -31.528     -31.529     -31.529     -32.281     -32.278     -32.267     -32.277     -32.275     -32.277     -34.676     -34.691     -34.691     -34.682     -34.682     -34.674     -35.742     -35.785     -35.763     -35.768     -35.744     -35.734
      2900.00    5.00    0.00    0.00       -28.452     -31.117     -32.256     -34.670     -35.776     -28.401     -28.435     -28.448     -28.453     -28.534     -28.573     -31.114     -31.102     -31.120     -31.120     -31.123     -31.121     -32.261     -32.258     -32.243     -32.256     -32.255     -32.257     -34.666     -34.681     -34.682     -34.672     -34.672     -34.664     -35.763     -35.804     -35.782     -35.787     -35.765     -35.756
      2900.00    5.50    0.00    0.00       -27.834     -30.849     -32.200     -34.633     -35.791     -27.768     -27.786     -27.841     -27.858     -27.936     -27.973     -30.847     -30.834     -30.853     -30.853     -30.856     -30.854     -32.206     -32.202     -32.186     -32.201     -32.199     -32.201     -34.630     -34.645     -34.647     -34.637     -34.636     -34.628     -35.779     -35.817     -35.796     -35.802     -35.780     -35.773
      3000.00    2.50    0.00    0.00       -29.798     -31.376     -31.807     -34.436     -35.631     -29.785     -29.782     -29.816     -29.806     -29.807     -29.849     -31.375     -31.372     -31.376     -31.377     -31.378     -31.378     -31.813     -31.809     -31.795     -31.807     -31.805     -31.807     -34.430     -34.443     -34.444     -34.434     -34.435     -34.426     -35.613     -35.672     -35.641     -35.648     -35.614     -35.600
      3000.00    3.00    0.00    0.00       -29.987     -31.644     -31.955     -34.617     -35.765     -29.974     -29.972     -30.003     -29.994     -29.997     -30.036     -31.643     -31.638     -31.645     -31.646     -31.646     -31.646     -31.961     -31.957     -31.945     -31.955     -31.953     -31.955     -34.611     -34.625     -34.626     -34.616     -34.616     -34.607     -35.748     -35.802     -35.774     -35.781     -35.750     -35.736
      3000.00    3.50    0.00    0.00       -30.037     -31.884     -32.278     -34.802     -35.876     -30.021     -30.024     -30.050     -30.042     -30.053     -30.091     -31.883     -31.876     -31.886     -31.887     -31.888     -31.887     -32.283     -32.279     -32.269     -32.278     -32.276     -32.278     -34.796     -34.810     -34.811     -34.801     -34.801     -34.793     -35.861     -35.908     -35.884     -35.889     -35.863     -35.852
      3000.00    4.00    0.00    0.00       -29.912     -32.012     -32.573     -34.921     -35.935     -29.892     -29.900     -29.921     -29.915     -29.938     -29.976     -32.010     -32.002     -32.015     -32.015     -32.016     -32.016     -32.577     -32.574     -32.564     -32.573     -32.571     -32.573     -34.915     -34.928     -34.929     -34.920     -34.920     -34.912     -35.922     -35.964     -35.942     -35.947     -35.924     -35.915
      3000.00    4.50    0.00    0.00       -29.629     -32.024     -32.745     -34.972     -35.955     -29.601     -29.617     -29.633     -29.629     -29.669     -29.708     -32.023     -32.012     -32.028     -32.027     -32.029     -32.028     -32.749     -32.746     -32.737     -32.745     -32.744     -32.745     -34.966     -34.980     -34.981     -34.971     -34.971     -34.963     -35.944     -35.981     -35.961     -35.966     -35.945     -35.937
      3000.00    5.00    0.00    0.00       -29.100     -31.685     -32.758     -34.982     -35.986     -29.057     -29.085     -29.095     -29.097     -29.166     -29.204     -31.682     -31.671     -31.689     -31.688     -31.691     -31.689     -32.763     -32.760     -32.746     -32.759     -32.757     -32.759     -34.977     -34.992     -34.993     -34.983     -34.983     -34.975     -35.975     -36.011     -35.992     -35.996     -35.977     -35.969
      3000.00    5.50    0.00    0.00       -28.468     -31.417     -32.676     -34.945     -35.995     -28.408     -28.434     -28.465     -28.476     -28.557     -28.594     -31.415     -31.402     -31.421     -31.421     -31.424     -31.422     -32.681     -32.678     -32.663     -32.677     -32.675     -32.677     -34.941     -34.956     -34.957     -34.948     -34.947     -34.939     -35.985     -36.018     -36.000     -36.005     -35.986     -35.979
      3100.00    2.50    0.00    0.00       -29.930     -31.833     -32.377     -34.746     -35.821     -29.913     -29.913     -29.947     -29.937     -29.944     -29.991     -31.832     -31.827     -31.834     -31.835     -31.836     -31.836     -32.384     -32.379     -32.367     -32.378     -32.376     -32.378     -34.740     -34.753     -34.753     -34.744     -34.745     -34.736     -35.805     -35.856     -35.830     -35.835     -35.807     -35.795
      3100.00    3.00    0.00    0.00       -30.179     -32.110     -32.534     -34.917     -35.950     -30.163     -30.163     -30.194     -30.185     -30.192     -30.236     -32.108     -32.103     -32.111     -32.112     -32.113     -32.113     -32.539     -32.535     -32.524     -32.534     -32.532     -32.534     -34.910     -34.923     -34.924     -34.915     -34.915     -34.907     -35.936     -35.982     -35.958     -35.964     -35.938     -35.927
      3100.00    3.50    0.00    0.00       -30.332     -32.364     -32.786     -35.089     -36.064     -30.315     -30.317     -30.345     -30.337     -30.348     -30.389     -32.362     -32.356     -32.367     -32.367     -32.368     -32.368     -32.790     -32.787     -32.777     -32.786     -32.784     -32.786     -35.083     -35.096     -35.097     -35.088     -35.087     -35.080     -36.051     -36.091     -36.071     -36.075     -36.053     -36.044
      3100.00    4.00    0.00    0.00       -30.289     -32.510     -33.121     -35.206     -36.116     -30.268     -30.274     -30.298     -30.291     -30.311     -30.352     -32.508     -32.500     -32.513     -32.513     -32.514     -32.514     -33.125     -33.122     -33.113     -33.121     -33.120     -33.121     -35.199     -35.212     -35.213     -35.204     -35.204     -35.197     -36.106     -36.140     -36.122     -36.126     -36.107     -36.100
      3100.00    4.50    0.00    0.00       -30.124     -32.597     -33.387     -35.288     -36.153     -30.097     -30.108     -30.129     -30.124     -30.157     -30.199     -32.595     -32.586     -32.600     -32.600     -32.602     -32.602     -33.391     -33.389     -33.380     -33.387     -33.386     -33.388     -35.282     -35.295     -35.296     -35.287     -35.286     -35.280     -36.143     -36.174     -36.158     -36.162     -36.145     -36.138
      3100.00    5.00    0.00    0.00       -29.786     -32.544     -33.416     -35.286     -36.153     -29.751     -29.767     -29.787     -29.784     -29.831     -29.875     -32.541     -32.531     -32.547     -32.547     -32.549     -32.548     -33.420     -33.418     -33.409     -33.417     -33.415     -33.417     -35.280     -35.294     -35.295     -35.286     -35.285     -35.279     -36.144     -36.173     -36.158     -36.162     -36.146     -36.140
      3100.00    5.50    0.00    0.00       -29.375     -32.482     -33.481     -35.294     -36.166     -29.327     -29.344     -29.372     -29.373     -29.435     -29.479     -32.480     -32.468     -32.486     -32.486     -32.488     -32.487     -33.485     -33.483     -33.474     -33.482     -33.481     -33.482     -35.288     -35.302     -35.304     -35.295     -35.294     -35.287     -36.157     -36.184     -36.169     -36.173     -36.158     -36.153
