<<<<<<< HEAD
J002133.47-661816.6  5.389458  -66.304611 1 1 1 1 1 1 1 1 1 4.50562E+03	7.88467E+01	4.08860E+03	3.76574E+01	1.80505E+03	4.48877E+01	1.12798E+03	4.88285E+01	7.34396E+02	1.55573E+01	3.53459E+02	8.84045E+00	1.90805E+02	3.51476E+00	3.58676E+01	6.27671E-01	1.60384E+01	9.74949E-01
J002155.14-672715.9  5.479750  -67.454417 1 1 1 1 1 1 1 1 1 8.00487E+01	1.25337E+00	1.80291E+02	9.96325E+00	3.97455E+02	8.41961E+00	4.09543E+02	1.77286E+01	2.93718E+02	5.68101E+00	1.54709E+02	3.13484E+00	8.34431E+01	1.53708E+00	4.22574E+01	6.61649E-01	1.82122E+01	1.09031E+00
J003140.76-014737.3  7.919833   -1.793694 1 1 1 1 1 1 1 1 1 5.52274E+03	5.08663E+01	5.34533E+03	4.92323E+01	2.72702E+03	4.77219E+01	1.79432E+03	3.96631E+01	1.17363E+03	2.27000E+01	5.67751E+02	1.73963E+01	2.99910E+02	5.24831E+00	6.18163E+01	9.67893E-01	3.88653E+01	1.75402E+00
J003412.66+540359.0  8.552750   54.066389 1 1 1 1 1 1 1 1 1 3.34930E+03	5.86116E+01	3.29590E+03	3.03564E+01	1.83016E+03	3.20271E+01	1.22433E+03	4.51061E+01	7.81143E+02	1.51086E+01	3.56749E+02	1.61938E+01	1.95430E+02	6.83990E+00	3.70769E+01	8.87875E-01	1.47898E+01	9.12667E-01
J003507.14+070625.0  8.779750    7.106944 0 0 1 1 1 1 1 1 1 4.00087E+06	0.00000E+00	3.59728E+06	0.00000E+00	8.82446E+02	1.54425E+01	1.33752E+03	3.81889E+01	1.08725E+03	2.00279E+01	5.19826E+02	1.59209E+01	2.59293E+02	5.01517E+00	1.45312E+02	2.00757E+00	8.97764E+01	2.89405E+00
J004826.42+020753.0 12.110083    2.131389 1 1 1 1 1 1 1 1 1 1.02083E+02	8.74406E+00	2.82081E+02	1.19511E+01	6.40455E+02	1.53369E+01	6.70347E+02	2.03746E+01	4.96970E+02	1.05277E+01	2.60664E+02	5.78641E+00	1.33349E+02	2.57920E+00	4.58673E+01	8.02661E-01	5.82857E+01	2.30837E+00
J005926.26+400918.2 14.859417   40.155056 1 1 1 1 1 1 1 1 1 3.33699E+03	6.14696E+01	3.49280E+03	3.21699E+01	2.16017E+03	3.58127E+01	1.33752E+03	5.78993E+01	8.93574E+02	1.72833E+01	4.31798E+02	1.24120E+01	2.31521E+02	4.26477E+00	4.28848E+01	6.31973E-01	1.82794E+01	9.09142E-01
J010652.55+743754.5 16.718958   74.631806 1 1 1 1 1 1 1 1 1 1.64496E+03	3.18163E+01	1.61724E+03	1.78744E+01	8.61566E+02	2.30124E+01	5.48909E+02	1.21335E+01	3.60687E+02	1.09628E+01	1.70262E+02	3.60679E+00	9.20853E+01	1.69627E+00	1.83951E+01	3.55793E-01	1.16617E+01	9.34452E-01
J011636.23+740136.6 19.150958   74.026833 1 1 1 1 1 1 1 1 1 5.85268E+03	1.02420E+02	5.44470E+03	5.01476E+01	3.13970E+03	1.61939E+02	2.14931E+03	6.73061E+01	1.54287E+03	2.84208E+01	7.10881E+02	2.57707E+01	4.32978E+02	7.14066E+00	9.68953E+01	1.33866E+00	3.46707E+01	1.21345E+00
J011743.47-523330.8 19.431125  -52.558556 1 1 1 1 1 1 1 1 1 1.23184E+02	9.75728E+00	1.80957E+02	8.83336E+00	1.57939E+02	3.49120E+00	1.37880E+02	2.92081E+00	1.25641E+02	2.43011E+00	1.03733E+02	2.10191E+00	8.32895E+01	1.61096E+00	2.72084E+02	3.75898E+00	8.80566E+02	1.62206E+01
