!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
!  GAIA filter system
!
!        Teff    Logg   [M/H]   [a/H]           F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
      5500.00    5.50    0.00    0.00       -37.122     -37.122     -37.125     -37.545     -37.728     -37.918     -38.684     -38.314     -38.493     -38.701     -38.876     -38.945     -39.013     -38.973     -39.067     -39.068     -38.364     -37.983     -38.907
      5600.00    2.50    0.00    0.00       -37.165     -37.165     -37.352     -37.683     -37.802     -38.053     -38.729     -38.384     -38.550     -38.745     -38.916     -38.983     -39.049     -39.011     -39.104     -39.109     -38.428     -38.073     -38.946
      5600.00    3.00    0.00    0.00       -37.259     -37.259     -37.366     -37.694     -37.813     -38.058     -38.735     -38.390     -38.556     -38.751     -38.922     -38.989     -39.056     -39.017     -39.108     -39.114     -38.435     -38.081     -38.951
      5600.00    3.50    0.00    0.00       -37.319     -37.319     -37.359     -37.691     -37.814     -38.055     -38.736     -38.390     -38.556     -38.751     -38.923     -38.991     -39.057     -39.018     -39.109     -39.116     -38.435     -38.081     -38.952
      5600.00    4.00    0.00    0.00       -37.356     -37.356     -37.350     -37.692     -37.823     -38.056     -38.743     -38.396     -38.563     -38.758     -38.929     -38.997     -39.063     -39.024     -39.113     -39.120     -38.441     -38.086     -38.958
      5600.00    4.50    0.00    0.00       -37.361     -37.361     -37.327     -37.684     -37.825     -38.049     -38.746     -38.396     -38.565     -38.761     -38.932     -38.999     -39.066     -39.027     -39.116     -39.122     -38.441     -38.084     -38.961
      5600.00    5.00    0.00    0.00       -37.355     -37.355     -37.308     -37.682     -37.836     -38.047     -38.757     -38.405     -38.575     -38.773     -38.943     -39.010     -39.076     -39.037     -39.125     -39.130     -38.450     -38.089     -38.972
      5600.00    5.50    0.00    0.00       -37.315     -37.315     -37.274     -37.670     -37.841     -38.033     -38.764     -38.408     -38.580     -38.780     -38.949     -39.016     -39.082     -39.043     -39.130     -39.134     -38.452     -38.087     -38.978
      5700.00    2.50    0.00    0.00       -37.321     -37.321     -37.497     -37.808     -37.920     -38.160     -38.809     -38.477     -38.636     -38.823     -38.987     -39.052     -39.116     -39.078     -39.166     -39.172     -38.516     -38.177     -39.015
      5700.00    3.00    0.00    0.00       -37.416     -37.416     -37.508     -37.816     -37.929     -38.164     -38.814     -38.482     -38.641     -38.829     -38.993     -39.058     -39.122     -39.084     -39.169     -39.177     -38.522     -38.184     -39.021
      5700.00    3.50    0.00    0.00       -37.484     -37.484     -37.502     -37.814     -37.930     -38.162     -38.816     -38.483     -38.642     -38.831     -38.996     -39.060     -39.125     -39.087     -39.171     -39.180     -38.523     -38.185     -39.023
      5700.00    4.00    0.00    0.00       -37.526     -37.526     -37.491     -37.811     -37.935     -38.161     -38.821     -38.486     -38.646     -38.836     -39.001     -39.065     -39.130     -39.091     -39.175     -39.184     -38.526     -38.187     -39.027
      5700.00    4.50    0.00    0.00       -37.536     -37.536     -37.468     -37.803     -37.936     -38.155     -38.823     -38.486     -38.648     -38.838     -39.003     -39.067     -39.132     -39.093     -39.176     -39.184     -38.526     -38.184     -39.029
      5700.00    5.00    0.00    0.00       -37.535     -37.535     -37.448     -37.800     -37.945     -38.153     -38.834     -38.494     -38.657     -38.849     -39.013     -39.077     -39.142     -39.103     -39.185     -39.193     -38.534     -38.189     -39.040
      5700.00    5.50    0.00    0.00       -37.465     -37.465     -37.387     -37.761     -37.920     -38.118     -38.825     -38.477     -38.644     -38.841     -39.007     -39.072     -39.137     -39.098     -39.181     -39.187     -38.519     -38.164     -39.034
      5800.00    2.50    0.00    0.00       -37.461     -37.461     -37.630     -37.922     -38.028     -38.256     -38.878     -38.559     -38.711     -38.891     -39.048     -39.110     -39.171     -39.135     -39.218     -39.229     -38.594     -38.271     -39.075
      5800.00    3.00    0.00    0.00       -37.565     -37.565     -37.646     -37.935     -38.042     -38.267     -38.891     -38.571     -38.723     -38.904     -39.062     -39.124     -39.186     -39.149     -39.229     -39.238     -38.606     -38.285     -39.088
      5800.00    3.50    0.00    0.00       -37.635     -37.635     -37.636     -37.929     -38.039     -38.262     -38.891     -38.569     -38.723     -38.905     -39.064     -39.126     -39.188     -39.151     -39.229     -39.239     -38.605     -38.282     -39.089
      5800.00    4.00    0.00    0.00       -37.684     -37.684     -37.626     -37.927     -38.043     -38.262     -38.896     -38.573     -38.727     -38.910     -39.069     -39.131     -39.194     -39.156     -39.233     -39.244     -38.609     -38.284     -39.094
      5800.00    4.50    0.00    0.00       -37.701     -37.701     -37.603     -37.917     -38.042     -38.255     -38.897     -38.572     -38.727     -38.911     -39.070     -39.132     -39.195     -39.157     -39.234     -39.245     -38.608     -38.281     -39.095
      5800.00    5.00    0.00    0.00       -37.703     -37.703     -37.582     -37.913     -38.050     -38.254     -38.907     -38.579     -38.736     -38.922     -39.080     -39.142     -39.205     -39.166     -39.243     -39.252     -38.615     -38.285     -39.105
      5800.00    5.50    0.00    0.00       -37.679     -37.679     -37.555     -37.905     -38.055     -38.247     -38.915     -38.584     -38.743     -38.930     -39.088     -39.150     -39.212     -39.174     -39.250     -39.258     -38.620     -38.285     -39.113
      5900.00    2.50    0.00    0.00       -37.600     -37.600     -37.769     -38.041     -38.141     -38.358     -38.953     -38.647     -38.792     -38.965     -39.115     -39.174     -39.233     -39.198     -39.277     -39.290     -38.677     -38.371     -39.140
      5900.00    3.00    0.00    0.00       -37.705     -37.705     -37.780     -38.051     -38.152     -38.366     -38.964     -38.657     -38.803     -38.977     -39.128     -39.187     -39.247     -39.211     -39.286     -39.296     -38.688     -38.382     -39.152
      5900.00    3.50    0.00    0.00       -37.779     -37.779     -37.768     -38.043     -38.147     -38.360     -38.964     -38.655     -38.802     -38.977     -39.130     -39.189     -39.250     -39.213     -39.285     -39.298     -38.687     -38.378     -39.153
      5900.00    4.00    0.00    0.00       -37.833     -37.833     -37.756     -38.039     -38.148     -38.359     -38.968     -38.656     -38.805     -38.981     -39.134     -39.194     -39.255     -39.217     -39.289     -39.303     -38.689     -38.379     -39.157
      5900.00    4.50    0.00    0.00       -37.860     -37.860     -37.735     -38.030     -38.147     -38.354     -38.972     -38.658     -38.807     -38.985     -39.139     -39.198     -39.260     -39.222     -39.293     -39.305     -38.690     -38.377     -39.162
      5900.00    5.00    0.00    0.00       -37.864     -37.864     -37.713     -38.023     -38.151     -38.351     -38.978     -38.662     -38.813     -38.992     -39.145     -39.205     -39.266     -39.228     -39.299     -39.310     -38.694     -38.378     -39.168
      5900.00    5.50    0.00    0.00       -37.851     -37.851     -37.690     -38.018     -38.159     -38.348     -38.987     -38.668     -38.821     -39.002     -39.154     -39.213     -39.274     -39.236     -39.306     -39.317     -38.700     -38.380     -39.177
      6000.00    2.50    0.00    0.00       -37.759     -37.759     -37.920     -38.170     -38.264     -38.464     -39.026     -38.736     -38.873     -39.037     -39.179     -39.235     -39.290     -39.258     -39.332     -39.346     -38.762     -38.475     -39.202
      6000.00    3.00    0.00    0.00       -37.849     -37.849     -37.913     -38.164     -38.259     -38.460     -39.030     -38.737     -38.875     -39.042     -39.186     -39.242     -39.299     -39.265     -39.335     -39.350     -38.764     -38.474     -39.208
      6000.00    3.50    0.00    0.00       -37.934     -37.934     -37.906     -38.161     -38.259     -38.460     -39.036     -38.740     -38.880     -39.048     -39.194     -39.251     -39.309     -39.273     -39.340     -39.356     -38.768     -38.476     -39.216
      6000.00    4.00    0.00    0.00       -37.979     -37.979     -37.883     -38.147     -38.250     -38.451     -39.035     -38.736     -38.878     -39.048     -39.195     -39.252     -39.311     -39.274     -39.340     -39.356     -38.765     -38.469     -39.216
      6000.00    4.50    0.00    0.00       -38.010     -38.010     -37.858     -38.135     -38.245     -38.444     -39.039     -38.736     -38.880     -39.052     -39.200     -39.257     -39.317     -39.280     -39.345     -39.361     -38.765     -38.465     -39.221
      6000.00    5.00    0.00    0.00       -38.018     -38.018     -37.835     -38.126     -38.246     -38.440     -39.044     -38.738     -38.884     -39.058     -39.206     -39.263     -39.322     -39.285     -39.350     -39.365     -38.767     -38.464     -39.227
      6000.00    5.50    0.00    0.00       -38.007     -38.007     -37.811     -38.120     -38.252     -38.437     -39.052     -38.744     -38.891     -39.066     -39.214     -39.271     -39.330     -39.293     -39.358     -39.371     -38.773     -38.466     -39.235
      6100.00    2.50    0.00    0.00       -37.891     -37.891     -38.058     -38.287     -38.373     -38.561     -39.095     -38.819     -38.949     -39.106     -39.241     -39.294     -39.346     -39.316     -39.386     -39.402     -38.842     -38.572     -39.263
      6100.00    3.00    0.00    0.00       -37.975     -37.975     -38.041     -38.275     -38.363     -38.554     -39.099     -38.818     -38.950     -39.110     -39.248     -39.302     -39.356     -39.323     -39.389     -39.405     -38.842     -38.567     -39.269
      6100.00    3.50    0.00    0.00       -38.061     -38.061     -38.032     -38.271     -38.362     -38.554     -39.105     -38.822     -38.956     -39.117     -39.256     -39.311     -39.366     -39.331     -39.394     -39.411     -38.846     -38.569     -39.277
      6100.00    4.00    0.00    0.00       -38.115     -38.115     -38.007     -38.254     -38.350     -38.542     -39.103     -38.815     -38.951     -39.115     -39.257     -39.311     -39.368     -39.332     -39.393     -39.411     -38.841     -38.559     -39.276
      6100.00    4.50    0.00    0.00       -38.150     -38.150     -37.980     -38.238     -38.340     -38.533     -39.104     -38.812     -38.950     -39.117     -39.260     -39.315     -39.372     -39.336     -39.396     -39.414     -38.838     -38.552     -39.279
      6100.00    5.00    0.00    0.00       -38.166     -38.166     -37.957     -38.230     -38.341     -38.530     -39.111     -38.816     -38.956     -39.124     -39.267     -39.322     -39.380     -39.343     -39.404     -39.420     -38.842     -38.552     -39.287
      6100.00    5.50    0.00    0.00       -38.160     -38.160     -37.933     -38.221     -38.344     -38.526     -39.117     -38.820     -38.961     -39.131     -39.274     -39.329     -39.386     -39.350     -39.410     -39.425     -38.845     -38.552     -39.293
      6200.00    2.50    0.00    0.00       -38.004     -38.004     -38.182     -38.395     -38.476     -38.653     -39.161     -38.899     -39.022     -39.172     -39.300     -39.350     -39.399     -39.371     -39.438     -39.454     -38.918     -38.662     -39.321
      6200.00    3.00    0.00    0.00       -38.091     -38.091     -38.163     -38.382     -38.465     -38.645     -39.165     -38.897     -39.023     -39.176     -39.308     -39.359     -39.410     -39.379     -39.440     -39.457     -38.918     -38.657     -39.327
      6200.00    3.50    0.00    0.00       -38.171     -38.171     -38.144     -38.369     -38.455     -38.639     -39.168     -38.896     -39.024     -39.180     -39.313     -39.365     -39.418     -39.384     -39.442     -39.460     -38.917     -38.652     -39.331
      6200.00    4.00    0.00    0.00       -38.241     -38.241     -38.126     -38.356     -38.446     -38.630     -39.168     -38.892     -39.022     -39.180     -39.316     -39.368     -39.423     -39.388     -39.443     -39.463     -38.914     -38.646     -39.334
      6200.00    4.50    0.00    0.00       -38.283     -38.283     -38.099     -38.341     -38.437     -38.622     -39.170     -38.889     -39.022     -39.183     -39.320     -39.373     -39.428     -39.393     -39.448     -39.467     -38.913     -38.640     -39.338
      6200.00    5.00    0.00    0.00       -38.305     -38.305     -38.075     -38.330     -38.434     -38.616     -39.174     -38.890     -39.025     -39.187     -39.325     -39.378     -39.434     -39.398     -39.453     -39.472     -38.913     -38.636     -39.343
      6200.00    5.50    0.00    0.00       -38.304     -38.304     -38.050     -38.319     -38.433     -38.611     -39.180     -38.892     -39.029     -39.194     -39.332     -39.385     -39.441     -39.405     -39.460     -39.478     -38.916     -38.635     -39.349
      6300.00    2.50    0.00    0.00       -38.101     -38.101     -38.297     -38.497     -38.574     -38.741     -39.225     -38.976     -39.092     -39.235     -39.357     -39.404     -39.450     -39.424     -39.489     -39.504     -38.991     -38.749     -39.376
      6300.00    3.00    0.00    0.00       -38.199     -38.199     -38.282     -38.485     -38.563     -38.734     -39.230     -38.974     -39.094     -39.241     -39.365     -39.414     -39.462     -39.432     -39.491     -39.508     -38.991     -38.745     -39.383
      6300.00    3.50    0.00    0.00       -38.287     -38.287     -38.260     -38.469     -38.549     -38.724     -39.230     -38.969     -39.091     -39.241     -39.369     -39.418     -39.468     -39.436     -39.490     -39.509     -38.987     -38.736     -39.385
      6300.00    4.00    0.00    0.00       -38.358     -38.358     -38.240     -38.456     -38.540     -38.716     -39.231     -38.966     -39.091     -39.243     -39.373     -39.423     -39.475     -39.441     -39.492     -39.512     -38.986     -38.730     -39.389
      6300.00    4.50    0.00    0.00       -38.407     -38.407     -38.212     -38.438     -38.527     -38.705     -39.232     -38.961     -39.089     -39.244     -39.376     -39.427     -39.480     -39.446     -39.496     -39.517     -38.982     -38.722     -39.392
      6300.00    5.00    0.00    0.00       -38.437     -38.437     -38.189     -38.427     -38.524     -38.700     -39.236     -38.963     -39.092     -39.249     -39.382     -39.433     -39.487     -39.452     -39.502     -39.523     -38.983     -38.719     -39.398
      6300.00    5.50    0.00    0.00       -38.442     -38.442     -38.164     -38.416     -38.523     -38.695     -39.242     -38.965     -39.096     -39.255     -39.389     -39.440     -39.493     -39.458     -39.508     -39.528     -38.985     -38.717     -39.405
      6400.00    2.50    0.00    0.00       -38.198     -38.198     -38.411     -38.599     -38.672     -38.829     -39.288     -39.051     -39.161     -39.297     -39.412     -39.456     -39.499     -39.475     -39.538     -39.553     -39.064     -38.836     -39.430
      6400.00    3.00    0.00    0.00       -38.301     -38.301     -38.396     -38.586     -38.660     -38.822     -39.293     -39.050     -39.164     -39.304     -39.422     -39.468     -39.513     -39.485     -39.540     -39.555     -39.064     -38.831     -39.438
      6400.00    3.50    0.00    0.00       -38.393     -38.393     -38.375     -38.570     -38.645     -38.810     -39.292     -39.044     -39.160     -39.303     -39.425     -39.472     -39.519     -39.489     -39.538     -39.557     -39.059     -38.822     -39.440
      6400.00    4.00    0.00    0.00       -38.467     -38.467     -38.350     -38.552     -38.631     -38.799     -39.292     -39.039     -39.158     -39.304     -39.428     -39.476     -39.526     -39.493     -39.539     -39.561     -39.055     -38.813     -39.443
      6400.00    4.50    0.00    0.00       -38.524     -38.524     -38.323     -38.535     -38.619     -38.789     -39.294     -39.035     -39.157     -39.306     -39.433     -39.481     -39.532     -39.498     -39.543     -39.567     -39.052     -38.804     -39.447
      6400.00    5.00    0.00    0.00       -38.559     -38.559     -38.297     -38.520     -38.611     -38.781     -39.296     -39.033     -39.157     -39.309     -39.437     -39.486     -39.538     -39.503     -39.548     -39.571     -39.051     -38.799     -39.451
      6400.00    5.50    0.00    0.00       -38.573     -38.573     -38.273     -38.509     -38.609     -38.776     -39.301     -39.035     -39.161     -39.314     -39.443     -39.492     -39.544     -39.510     -39.555     -39.577     -39.052     -38.796     -39.457
      6500.00    2.50    0.00    0.00       -38.291     -38.291     -38.529     -38.703     -38.772     -38.918     -39.350     -39.127     -39.230     -39.359     -39.466     -39.508     -39.547     -39.526     -39.587     -39.601     -39.137     -38.923     -39.484
      6500.00    3.00    0.00    0.00       -38.394     -38.394     -38.506     -38.684     -38.754     -38.906     -39.353     -39.123     -39.230     -39.363     -39.475     -39.518     -39.560     -39.534     -39.587     -39.603     -39.133     -38.914     -39.490
      6500.00    3.50    0.00    0.00       -38.485     -38.485     -38.479     -38.663     -38.734     -38.891     -39.351     -39.114     -39.225     -39.361     -39.477     -39.522     -39.567     -39.537     -39.584     -39.603     -39.127     -38.901     -39.491
      6500.00    4.00    0.00    0.00       -38.571     -38.571     -38.457     -38.647     -38.721     -38.881     -39.352     -39.110     -39.223     -39.363     -39.482     -39.528     -39.575     -39.543     -39.585     -39.608     -39.124     -38.893     -39.495
      6500.00    4.50    0.00    0.00       -38.636     -38.636     -38.430     -38.626     -38.704     -38.867     -39.351     -39.103     -39.220     -39.363     -39.486     -39.532     -39.581     -39.548     -39.588     -39.614     -39.118     -38.882     -39.498
      6500.00    5.00    0.00    0.00       -38.676     -38.676     -38.403     -38.611     -38.696     -38.859     -39.353     -39.101     -39.220     -39.366     -39.490     -39.537     -39.586     -39.553     -39.593     -39.618     -39.117     -38.876     -39.503
      6500.00    5.50    0.00    0.00       -38.697     -38.697     -38.379     -38.600     -38.693     -38.854     -39.358     -39.102     -39.223     -39.372     -39.496     -39.543     -39.593     -39.560     -39.600     -39.624     -39.118     -38.873     -39.509
      6600.00    2.50    0.00    0.00       -38.362     -38.362     -38.618     -38.789     -38.859     -38.996     -39.407     -39.197     -39.294     -39.415     -39.516     -39.555     -39.591     -39.571     -39.630     -39.641     -39.202     -39.000     -39.532
      6600.00    3.00    0.00    0.00       -38.484     -38.484     -38.612     -38.780     -38.846     -38.989     -39.412     -39.194     -39.295     -39.421     -39.527     -39.567     -39.606     -39.582     -39.632     -39.648     -39.202     -38.995     -39.541
      6600.00    3.50    0.00    0.00       -38.584     -38.584     -38.590     -38.760     -38.827     -38.975     -39.411     -39.187     -39.291     -39.421     -39.531     -39.573     -39.615     -39.588     -39.630     -39.651     -39.196     -38.984     -39.544
      6600.00    4.00    0.00    0.00       -38.671     -38.671     -38.563     -38.740     -38.809     -38.961     -39.410     -39.179     -39.287     -39.421     -39.535     -39.578     -39.622     -39.592     -39.630     -39.654     -39.191     -38.972     -39.546
      6600.00    4.50    0.00    0.00       -38.739     -38.739     -38.532     -38.716     -38.789     -38.945     -39.409     -39.171     -39.283     -39.421     -39.538     -39.582     -39.629     -39.597     -39.632     -39.659     -39.184     -38.959     -39.549
      6600.00    5.00    0.00    0.00       -38.787     -38.787     -38.505     -38.699     -38.778     -38.936     -39.410     -39.168     -39.282     -39.422     -39.542     -39.586     -39.634     -39.601     -39.637     -39.664     -39.181     -38.951     -39.553
      6600.00    5.50    0.00    0.00       -38.815     -38.815     -38.481     -38.687     -38.774     -38.930     -39.414     -39.168     -39.284     -39.428     -39.548     -39.593     -39.641     -39.608     -39.643     -39.671     -39.182     -38.948     -39.559
      6700.00    2.50    0.00    0.00       -38.423     -38.423     -38.705     -38.875     -38.947     -39.076     -39.469     -39.271     -39.362     -39.477     -39.571     -39.608     -39.640     -39.622     -39.679     -39.687     -39.270     -39.078     -39.586
      6700.00    3.00    0.00    0.00       -38.571     -38.571     -38.717     -38.874     -38.936     -39.070     -39.469     -39.264     -39.359     -39.478     -39.577     -39.615     -39.650     -39.629     -39.677     -39.691     -39.269     -39.075     -39.590
      6700.00    3.50    0.00    0.00       -38.672     -38.672     -38.688     -38.849     -38.913     -39.053     -39.470     -39.256     -39.355     -39.480     -39.584     -39.624     -39.662     -39.637     -39.677     -39.697     -39.263     -39.061     -39.595
      6700.00    4.00    0.00    0.00       -38.761     -38.761     -38.659     -38.827     -38.893     -39.038     -39.466     -39.247     -39.349     -39.477     -39.585     -39.626     -39.668     -39.639     -39.672     -39.697     -39.255     -39.048     -39.595
      6700.00    4.50    0.00    0.00       -38.835     -38.835     -38.631     -38.804     -38.873     -39.021     -39.463     -39.237     -39.343     -39.475     -39.587     -39.629     -39.673     -39.642     -39.673     -39.702     -39.247     -39.034     -39.597
      6700.00    5.00    0.00    0.00       -38.890     -38.890     -38.601     -38.784     -38.858     -39.010     -39.464     -39.232     -39.342     -39.477     -39.592     -39.635     -39.680     -39.648     -39.679     -39.708     -39.243     -39.025     -39.601
      6700.00    5.50    0.00    0.00       -38.925     -38.925     -38.578     -38.772     -38.852     -39.003     -39.468     -39.232     -39.344     -39.481     -39.597     -39.641     -39.687     -39.655     -39.685     -39.715     -39.243     -39.020     -39.607
      6800.00    2.50    0.00    0.00       -38.492     -38.492     -38.791     -38.960     -39.034     -39.156     -39.532     -39.344     -39.430     -39.539     -39.627     -39.661     -39.690     -39.674     -39.729     -39.736     -39.339     -39.156     -39.641
      6800.00    3.00    0.00    0.00       -38.655     -38.655     -38.821     -38.968     -39.027     -39.151     -39.524     -39.333     -39.421     -39.533     -39.625     -39.661     -39.692     -39.673     -39.720     -39.733     -39.335     -39.155     -39.637
      6800.00    3.50    0.00    0.00       -38.756     -38.756     -38.789     -38.941     -39.002     -39.134     -39.526     -39.325     -39.418     -39.536     -39.634     -39.671     -39.707     -39.683     -39.720     -39.739     -39.329     -39.140     -39.644
      6800.00    4.00    0.00    0.00       -38.848     -38.848     -38.756     -38.915     -38.978     -39.115     -39.522     -39.314     -39.411     -39.533     -39.635     -39.674     -39.712     -39.685     -39.715     -39.740     -39.319     -39.124     -39.644
      6800.00    4.50    0.00    0.00       -38.927     -38.927     -38.727     -38.891     -38.956     -39.098     -39.517     -39.303     -39.404     -39.530     -39.636     -39.676     -39.718     -39.688     -39.715     -39.743     -39.311     -39.109     -39.644
      6800.00    5.00    0.00    0.00       -38.989     -38.989     -38.697     -38.869     -38.938     -39.083     -39.518     -39.297     -39.401     -39.531     -39.641     -39.682     -39.725     -39.694     -39.720     -39.751     -39.305     -39.097     -39.649
      6800.00    5.50    0.00    0.00       -39.029     -39.029     -38.671     -38.853     -38.929     -39.074     -39.520     -39.294     -39.401     -39.534     -39.646     -39.687     -39.731     -39.700     -39.726     -39.757     -39.303     -39.090     -39.653
      6900.00    2.50    0.00    0.00       -38.611     -38.611     -38.929     -39.069     -39.130     -39.239     -39.578     -39.406     -39.484     -39.585     -39.666     -39.698     -39.723     -39.711     -39.767     -39.771     -39.403     -39.239     -39.680
      6900.00    3.00    0.00    0.00       -38.738     -38.738     -38.917     -39.055     -39.113     -39.228     -39.576     -39.399     -39.480     -39.584     -39.671     -39.704     -39.731     -39.715     -39.760     -39.771     -39.398     -39.230     -39.682
      6900.00    3.50    0.00    0.00       -38.835     -38.835     -38.886     -39.030     -39.088     -39.212     -39.580     -39.392     -39.479     -39.590     -39.682     -39.717     -39.748     -39.727     -39.761     -39.778     -39.394     -39.216     -39.690
      6900.00    4.00    0.00    0.00       -38.933     -38.933     -38.852     -39.001     -39.061     -39.191     -39.576     -39.380     -39.471     -39.587     -39.684     -39.721     -39.756     -39.731     -39.757     -39.781     -39.383     -39.198     -39.691
      6900.00    4.50    0.00    0.00       -39.011     -39.011     -38.818     -38.973     -39.036     -39.170     -39.570     -39.367     -39.462     -39.582     -39.684     -39.722     -39.760     -39.732     -39.754     -39.784     -39.372     -39.180     -39.690
      6900.00    5.00    0.00    0.00       -39.081     -39.081     -38.788     -38.950     -39.016     -39.154     -39.569     -39.358     -39.458     -39.582     -39.687     -39.726     -39.767     -39.738     -39.758     -39.791     -39.365     -39.167     -39.694
      6900.00    5.50    0.00    0.00       -39.128     -39.128     -38.762     -38.932     -39.002     -39.143     -39.571     -39.354     -39.457     -39.585     -39.693     -39.733     -39.775     -39.744     -39.766     -39.799     -39.362     -39.159     -39.699
      7000.00    2.50    0.00    0.00       -38.696     -38.696     -39.031     -39.159     -39.216     -39.315     -39.630     -39.469     -39.542     -39.636     -39.711     -39.740     -39.762     -39.752     -39.809     -39.814     -39.466     -39.314     -39.724
      7000.00    3.00    0.00    0.00       -38.815     -38.815     -39.012     -39.141     -39.197     -39.303     -39.628     -39.462     -39.538     -39.635     -39.716     -39.746     -39.771     -39.756     -39.801     -39.809     -39.460     -39.303     -39.726
      7000.00    3.50    0.00    0.00       -38.909     -38.909     -38.979     -39.115     -39.171     -39.286     -39.631     -39.456     -39.537     -39.641     -39.727     -39.759     -39.787     -39.768     -39.800     -39.816     -39.455     -39.289     -39.734
      7000.00    4.00    0.00    0.00       -39.006     -39.006     -38.946     -39.087     -39.144     -39.267     -39.629     -39.445     -39.531     -39.640     -39.732     -39.765     -39.797     -39.774     -39.797     -39.820     -39.445     -39.272     -39.737
      7000.00    4.50    0.00    0.00       -39.094     -39.094     -38.909     -39.057     -39.116     -39.245     -39.623     -39.432     -39.522     -39.636     -39.732     -39.768     -39.804     -39.777     -39.794     -39.824     -39.434     -39.253     -39.737
      7000.00    5.00    0.00    0.00       -39.165     -39.165     -38.875     -39.029     -39.092     -39.225     -39.620     -39.421     -39.515     -39.634     -39.735     -39.772     -39.811     -39.782     -39.798     -39.831     -39.425     -39.237     -39.739
      7000.00    5.50    0.00    0.00       -39.221     -39.221     -38.849     -39.010     -39.076     -39.211     -39.621     -39.414     -39.512     -39.635     -39.739     -39.777     -39.817     -39.788     -39.804     -39.840     -39.420     -39.226     -39.744
