!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
!  GAIA filter system
!
!        Teff    Logg   [M/H]   [a/H]           F33        F33B         F41        F45B         F47         F51         FHa         F57        F63B         F67         F75         F78         F82        F82B         F89       G_RSV           G        G_BP        G_RP
      2250.00    3.50    0.00    0.00       -25.287     -25.287     -25.707     -26.798     -26.837     -27.722     -29.674     -27.853     -29.342     -30.187     -32.278     -32.267     -33.492     -33.240     -34.398     -33.280     -31.608     -27.670     -33.232
      2250.00    4.00    0.00    0.00       -24.278     -24.278     -24.694     -26.598     -26.736     -27.648     -29.850     -27.981     -29.473     -30.308     -32.244     -32.258     -33.542     -33.279     -34.446     -33.368     -31.657     -27.751     -33.282
      2250.00    4.50    0.00    0.00       -22.886     -22.886     -23.838     -26.199     -26.335     -27.325     -29.985     -28.008     -29.548     -30.378     -32.097     -32.169     -33.498     -33.237     -34.422     -33.429     -31.632     -27.751     -33.260
      2250.00    5.00    0.00    0.00       -21.753     -21.753     -23.226     -25.615     -25.717     -26.797     -29.958     -27.829     -29.483     -30.321     -31.862     -32.002     -33.339     -33.105     -34.307     -33.449     -31.518     -27.588     -33.152
      2300.00    2.50    0.00    0.00       -27.428     -27.428     -27.943     -27.835     -27.416     -28.151     -29.654     -27.894     -29.369     -30.222     -32.461     -32.407     -33.618     -33.367     -34.525     -33.319     -31.732     -28.023     -33.352
      2300.00    3.00    0.00    0.00       -26.888     -26.888     -27.337     -27.631     -27.465     -28.241     -29.759     -28.008     -29.471     -30.321     -32.545     -32.482     -33.691     -33.436     -34.574     -33.419     -31.792     -28.017     -33.408
      2300.00    3.50    0.00    0.00       -25.802     -25.802     -26.242     -27.211     -27.238     -28.097     -29.935     -28.191     -29.606     -30.436     -32.532     -32.495     -33.674     -33.426     -34.545     -33.483     -31.783     -28.002     -33.394
      2300.00    4.00    0.00    0.00       -24.806     -24.806     -25.194     -26.903     -27.034     -27.922     -29.994     -28.183     -29.634     -30.466     -32.479     -32.450     -33.687     -33.430     -34.562     -33.534     -31.794     -27.946     -33.410
      2300.00    4.50    0.00    0.00       -23.907     -23.907     -24.511     -26.556     -26.853     -27.453     -30.346     -28.360     -29.982     -30.827     -32.659     -32.591     -33.896     -33.667     -34.849     -33.855     -32.047     -28.094     -33.671
      2300.00    5.00    0.00    0.00       -26.378     -26.378     -24.372     -26.214     -26.458     -27.160     -30.338     -28.241     -29.844     -30.676     -32.277     -32.368     -33.723     -33.461     -34.620     -33.783     -31.854     -28.011     -33.477
      2300.00    5.50    0.00    0.00       -22.506     -22.506     -23.961     -26.186     -26.536     -27.029     -30.702     -27.823     -30.168     -31.056     -32.228     -32.316     -33.825     -33.681     -35.002     -34.210     -32.128     -28.048     -33.780
      2350.00    2.50    0.00    0.00       -27.072     -27.072     -27.765     -27.707     -27.318     -28.079     -29.566     -27.751     -29.316     -30.194     -32.535     -32.459     -33.667     -33.421     -34.571     -33.405     -31.777     -27.892     -33.400
      2350.00    3.00    0.00    0.00       -27.289     -27.289     -27.856     -28.068     -27.880     -28.612     -29.981     -28.281     -29.724     -30.575     -32.871     -32.771     -33.934     -33.687     -34.780     -33.717     -32.027     -28.338     -33.632
      2350.00    3.50    0.00    0.00       -26.441     -26.441     -26.959     -27.730     -27.738     -28.532     -30.113     -28.403     -29.827     -30.668     -32.894     -32.799     -33.954     -33.708     -34.786     -33.784     -32.046     -28.293     -33.648
      2350.00    4.00    0.00    0.00       -25.622     -25.622     -26.017     -27.495     -27.627     -28.453     -30.237     -28.498     -29.913     -30.746     -32.882     -32.792     -33.988     -33.733     -34.815     -33.844     -32.075     -28.303     -33.678
      2350.00    4.50    0.00    0.00       -24.317     -24.317     -24.960     -27.106     -27.275     -28.164     -30.330     -28.502     -29.952     -30.782     -32.775     -32.714     -33.967     -33.705     -34.799     -33.898     -32.056     -28.242     -33.663
      2350.00    5.00    0.00    0.00       -23.334     -23.334     -24.432     -26.889     -27.074     -27.968     -30.523     -28.484     -30.049     -30.882     -32.605     -32.611     -33.990     -33.717     -34.854     -34.016     -32.091     -28.288     -33.708
      2400.00    2.50    0.00    0.00       -28.062     -28.062     -28.687     -28.537     -28.104     -28.781     -30.028     -28.345     -29.782     -30.634     -32.970     -32.851     -34.011     -33.765     -34.860     -33.757     -32.108     -28.578     -33.710
      2400.00    3.00    0.00    0.00       -27.602     -27.602     -28.183     -28.364     -28.165     -28.885     -30.225     -28.575     -29.965     -30.803     -33.086     -32.969     -34.090     -33.848     -34.906     -33.899     -32.181     -28.620     -33.773
      2400.00    3.50    0.00    0.00       -27.016     -27.016     -27.545     -28.187     -28.173     -28.936     -30.451     -28.828     -30.161     -30.980     -33.180     -33.068     -34.153     -33.917     -34.941     -34.025     -32.244     -28.705     -33.828
      2400.00    4.00    0.00    0.00       -26.130     -26.130     -26.562     -27.877     -28.001     -28.797     -30.463     -28.796     -30.148     -30.969     -33.125     -33.009     -34.155     -33.906     -34.948     -34.033     -32.238     -28.602     -33.828
      2400.00    4.50    0.00    0.00       -24.955     -24.955     -25.441     -27.209     -27.501     -28.057     -30.653     -28.795     -30.327     -31.166     -33.168     -33.010     -34.213     -33.992     -35.091     -34.188     -32.341     -28.493     -33.943
      2400.00    5.00    0.00    0.00       -23.811     -23.811     -24.717     -26.853     -27.165     -27.754     -30.703     -28.722     -30.238     -31.067     -32.875     -32.863     -34.166     -33.892     -34.978     -34.199     -32.244     -28.442     -33.849
      2400.00    5.50    0.00    0.00       -23.289     -23.289     -24.524     -26.784     -27.131     -27.642     -30.949     -28.481     -30.352     -31.212     -32.736     -32.790     -34.209     -33.935     -35.049     -34.400     -32.302     -28.468     -33.915
      2500.00    2.50    0.00    0.00       -28.662     -28.662     -29.351     -29.180     -28.747     -29.378     -30.502     -28.917     -30.269     -31.102     -33.454     -33.292     -34.381     -34.145     -35.172     -34.181     -32.473     -29.170     -34.052
      2500.00    3.00    0.00    0.00       -28.351     -28.351     -29.012     -29.118     -28.898     -29.570     -30.834     -29.306     -30.576     -31.383     -33.641     -33.489     -34.501     -34.276     -35.240     -34.389     -32.592     -29.333     -34.154
      2500.00    3.50    0.00    0.00       -27.870     -27.870     -28.490     -28.967     -28.926     -29.625     -30.978     -29.472     -30.705     -31.501     -33.711     -33.565     -34.557     -34.334     -35.272     -34.488     -32.645     -29.370     -34.200
      2500.00    4.00    0.00    0.00       -27.229     -27.229     -27.748     -28.731     -28.834     -29.548     -30.935     -29.397     -30.656     -31.459     -33.677     -33.519     -34.564     -34.330     -35.280     -34.499     -32.638     -29.251     -34.201
      2500.00    4.50    0.00    0.00       -26.298     -26.298     -26.783     -28.418     -28.608     -29.362     -31.018     -29.424     -30.690     -31.489     -33.629     -33.473     -34.567     -34.323     -35.283     -34.535     -32.636     -29.182     -34.202
      2500.00    5.00    0.00    0.00       -25.139     -25.139     -25.769     -27.702     -28.036     -28.534     -31.102     -29.305     -30.684     -31.498     -33.484     -33.390     -34.585     -34.316     -35.309     -34.615     -32.635     -28.981     -34.215
      2500.00    5.50    0.00    0.00       -24.486     -24.486     -25.503     -27.925     -28.164     -28.946     -31.303     -29.337     -30.787     -31.598     -33.370     -33.310     -34.589     -34.314     -35.324     -34.734     -32.649     -29.137     -34.230
      2600.00    2.50    0.00    0.00       -29.075     -29.075     -29.837     -29.674     -29.263     -29.865     -30.944     -29.438     -30.708     -31.520     -33.852     -33.661     -34.684     -34.459     -35.424     -34.531     -32.778     -29.666     -34.336
      2600.00    3.00    0.00    0.00       -28.938     -28.938     -29.665     -29.740     -29.519     -30.147     -31.305     -29.871     -31.052     -31.836     -34.075     -33.902     -34.845     -34.631     -35.526     -34.776     -32.938     -29.910     -34.475
      2600.00    3.50    0.00    0.00       -28.577     -28.577     -29.278     -29.661     -29.603     -30.255     -31.518     -30.121     -31.245     -32.009     -34.171     -34.017     -34.916     -34.708     -35.563     -34.901     -33.012     -30.015     -34.536
      2600.00    4.00    0.00    0.00       -28.050     -28.050     -28.680     -29.461     -29.539     -30.206     -31.549     -30.141     -31.263     -32.025     -34.175     -34.018     -34.933     -34.720     -35.572     -34.934     -33.021     -29.958     -34.547
      2600.00    4.50    0.00    0.00       -27.196     -27.196     -27.702     -28.864     -29.124     -29.566     -31.589     -29.982     -31.313     -32.118     -34.225     -34.000     -34.962     -34.765     -35.654     -35.007     -33.065     -29.691     -34.607
      2600.00    5.00    0.00    0.00       -26.299     -26.299     -26.854     -28.514     -28.849     -29.284     -31.550     -29.901     -31.164     -31.957     -34.023     -33.891     -34.949     -34.698     -35.590     -35.002     -32.992     -29.564     -34.544
      2600.00    5.50    0.00    0.00       -25.341     -25.341     -26.109     -28.138     -28.495     -28.959     -31.603     -29.796     -31.129     -31.928     -33.843     -33.776     -34.938     -34.664     -35.593     -35.062     -32.967     -29.466     -34.530
      2700.00    2.50    0.00    0.00       -29.430     -29.430     -30.242     -30.097     -29.716     -30.294     -31.391     -29.954     -31.134     -31.918     -34.190     -33.986     -34.944     -34.730     -35.637     -34.830     -33.046     -30.125     -34.581
      2700.00    3.00    0.00    0.00       -29.449     -29.449     -30.243     -30.317     -30.114     -30.706     -31.807     -30.465     -31.551     -32.303     -34.485     -34.304     -35.172     -34.970     -35.794     -35.145     -33.276     -30.486     -34.784
      2700.00    3.50    0.00    0.00       -29.169     -29.169     -29.927     -30.265     -30.207     -30.822     -32.076     -30.770     -31.787     -32.511     -34.575     -34.428     -35.240     -35.045     -35.824     -35.265     -33.354     -30.633     -34.844
      2700.00    4.00    0.00    0.00       -28.759     -28.759     -29.457     -30.121     -30.187     -30.809     -32.114     -30.811     -31.816     -32.538     -34.591     -34.448     -35.264     -35.066     -35.835     -35.308     -33.370     -30.605     -34.861
      2700.00    4.50    0.00    0.00       -28.469     -28.469     -29.131     -30.164     -30.330     -30.948     -32.320     -31.031     -32.002     -32.710     -34.720     -34.583     -35.389     -35.189     -35.930     -35.463     -33.492     -30.763     -34.974
      2700.00    5.00    0.00    0.00       -27.411     -27.411     -28.030     -29.642     -29.884     -30.536     -32.109     -30.704     -31.754     -32.489     -34.526     -34.372     -35.282     -35.059     -35.847     -35.364     -33.354     -30.399     -34.861
      2700.00    5.50    0.00    0.00       -26.458     -26.458     -27.166     -28.939     -29.293     -29.718     -32.201     -30.491     -31.845     -32.641     -34.547     -34.338     -35.329     -35.129     -35.997     -35.511     -33.431     -30.138     -34.962
      2800.00    2.50    0.00    0.00       -29.702     -29.702     -30.577     -30.485     -30.160     -30.729     -31.866     -30.501     -31.589     -32.339     -34.518     -34.313     -35.197     -34.996     -35.839     -35.130     -33.313     -30.584     -34.821
      2800.00    3.00    0.00    0.00       -29.813     -29.813     -30.644     -30.724     -30.538     -31.104     -32.234     -30.946     -31.955     -32.677     -34.779     -34.598     -35.410     -35.218     -35.990     -35.406     -33.531     -30.926     -35.013
      2800.00    3.50    0.00    0.00       -29.686     -29.686     -30.490     -30.807     -30.755     -31.336     -32.565     -31.337     -32.264     -32.953     -34.923     -34.787     -35.529     -35.345     -36.058     -35.582     -33.664     -31.180     -35.122
      2800.00    4.00    0.00    0.00       -29.394     -29.394     -30.150     -30.737     -30.798     -31.382     -32.665     -31.455     -32.354     -33.032     -34.963     -34.844     -35.571     -35.387     -36.080     -35.648     -33.705     -31.226     -35.158
      2800.00    4.50    0.00    0.00       -28.827     -28.827     -29.515     -30.341     -30.547     -30.961     -32.782     -31.439     -32.469     -33.182     -35.027     -34.881     -35.602     -35.433     -36.132     -35.718     -33.751     -31.105     -35.210
      2800.00    5.00    0.00    0.00       -28.438     -28.438     -29.122     -30.468     -30.704     -31.301     -32.805     -31.547     -32.439     -33.112     -34.984     -34.879     -35.631     -35.434     -36.115     -35.752     -33.748     -31.209     -35.202
      2800.00    5.50    0.00    0.00       -27.461     -27.461     -28.148     -29.724     -30.081     -30.460     -32.664     -31.173     -32.220     -32.944     -34.824     -34.747     -35.610     -35.379     -36.108     -35.752     -33.669     -30.783     -35.160
      2900.00    2.50    0.00    0.00       -29.923     -29.923     -30.851     -30.818     -30.550     -31.108     -32.280     -30.973     -31.984     -32.705     -34.790     -34.590     -35.412     -35.221     -36.009     -35.379     -33.545     -30.985     -35.027
      2900.00    3.00    0.00    0.00       -30.100     -30.100     -30.964     -31.045     -30.874     -31.405     -32.493     -31.244     -32.211     -32.918     -34.997     -34.806     -35.594     -35.405     -36.147     -35.591     -33.723     -31.233     -35.190
      2900.00    3.50    0.00    0.00       -30.059     -30.059     -30.880     -31.174     -31.127     -31.669     -32.845     -31.660     -32.545     -33.217     -35.158     -35.016     -35.731     -35.551     -36.232     -35.785     -33.878     -31.517     -35.318
      2900.00    4.00    0.00    0.00       -29.874     -29.874     -30.657     -31.208     -31.273     -31.822     -33.086     -31.940     -32.767     -33.412     -35.248     -35.145     -35.814     -35.638     -36.280     -35.905     -33.975     -31.698     -35.396
      2900.00    4.50    0.00    0.00       -29.539     -29.539     -30.275     -31.137     -31.297     -31.851     -33.202     -32.060     -32.862     -33.497     -35.280     -35.198     -35.852     -35.676     -36.301     -35.967     -34.016     -31.751     -35.431
      2900.00    5.00    0.00    0.00       -28.935     -28.935     -29.597     -30.692     -30.985     -31.345     -33.203     -31.929     -32.810     -33.474     -35.248     -35.188     -35.875     -35.684     -36.318     -36.007     -34.004     -31.545     -35.439
      2900.00    5.50    0.00    0.00       -28.266     -28.266     -28.948     -30.387     -30.742     -31.090     -33.182     -31.796     -32.734     -33.417     -35.191     -35.140     -35.887     -35.676     -36.330     -36.040     -33.983     -31.393     -35.435
      3000.00    2.50    0.00    0.00       -30.141     -30.141     -31.122     -31.182     -30.990     -31.547     -32.769     -31.535     -32.457     -33.139     -35.087     -34.908     -35.651     -35.473     -36.191     -35.662     -33.811     -31.452     -35.258
      3000.00    3.00    0.00    0.00       -30.363     -30.363     -31.285     -31.424     -31.301     -31.817     -32.929     -31.745     -32.634     -33.307     -35.269     -35.097     -35.818     -35.640     -36.323     -35.846     -33.973     -31.674     -35.409
      3000.00    3.50    0.00    0.00       -30.450     -30.450     -31.315     -31.615     -31.588     -32.095     -33.219     -32.100     -32.919     -33.563     -35.434     -35.302     -35.969     -35.795     -36.427     -36.036     -34.138     -31.951     -35.549
      3000.00    4.00    0.00    0.00       -30.360     -30.360     -31.176     -31.689     -31.758     -32.268     -33.473     -32.396     -33.154     -33.769     -35.527     -35.439     -36.056     -35.888     -36.480     -36.158     -34.245     -32.154     -35.634
      3000.00    4.50    0.00    0.00       -30.111     -30.111     -30.877     -31.652     -31.807     -32.322     -33.622     -32.557     -33.281     -33.879     -35.558     -35.501     -36.091     -35.925     -36.496     -36.219     -34.292     -32.242     -35.669
      3000.00    5.00    0.00    0.00       -29.616     -29.616     -30.291     -31.279     -31.564     -31.891     -33.655     -32.466     -33.260     -33.885     -35.550     -35.519     -36.126     -35.949     -36.524     -36.269     -34.295     -32.081     -35.693
      3000.00    5.50    0.00    0.00       -28.978     -28.978     -29.617     -30.968     -31.332     -31.631     -33.617     -32.312     -33.166     -33.815     -35.501     -35.474     -36.131     -35.938     -36.531     -36.291     -34.265     -31.909     -35.683
      3100.00    2.50    0.00    0.00       -30.290     -30.290     -31.433     -31.597     -31.484     -32.024     -33.258     -32.127     -32.948     -33.586     -35.376     -35.241     -35.895     -35.730     -36.372     -35.951     -34.092     -31.958     -35.497
      3100.00    3.00    0.00    0.00       -30.573     -30.573     -31.653     -31.861     -31.793     -32.286     -33.420     -32.339     -33.124     -33.750     -35.544     -35.420     -36.054     -35.888     -36.499     -36.123     -34.251     -32.187     -35.641
      3100.00    3.50    0.00    0.00       -30.763     -30.763     -31.779     -32.087     -32.083     -32.553     -33.655     -32.637     -33.364     -33.965     -35.700     -35.607     -36.201     -36.038     -36.608     -36.296     -34.411     -32.448     -35.779
      3100.00    4.00    0.00    0.00       -30.752     -30.752     -31.735     -32.195     -32.262     -32.734     -33.943     -32.962     -33.627     -34.194     -35.784     -35.742     -36.279     -36.124     -36.654     -36.406     -34.525     -32.682     -35.863
      3100.00    4.50    0.00    0.00       -30.623     -30.623     -31.622     -32.249     -32.384     -32.849     -34.172     -33.208     -33.829     -34.371     -35.840     -35.838     -36.332     -36.183     -36.686     -36.481     -34.611     -32.857     -35.925
      3100.00    5.00    0.00    0.00       -30.326     -30.326     -31.367     -32.167     -32.365     -32.809     -34.205     -33.231     -33.839     -34.375     -35.830     -35.839     -36.336     -36.184     -36.684     -36.497     -34.610     -32.846     -35.925
      3100.00    5.50    0.00    0.00       -29.944     -29.944     -31.059     -32.077     -32.343     -32.759     -34.277     -33.269     -33.872     -34.403     -35.826     -35.847     -36.351     -36.194     -36.695     -36.528     -34.622     -32.850     -35.937
      3200.00    2.50    0.00    0.00       -30.488     -30.488     -31.668     -31.922     -31.871     -32.390     -33.584     -32.520     -33.284     -33.896     -35.604     -35.487     -36.091     -35.933     -36.525     -36.166     -34.313     -32.318     -35.688
      3200.00    3.00    0.00    0.00       -30.785     -30.785     -31.893     -32.182     -32.168     -32.643     -33.764     -32.748     -33.473     -34.069     -35.757     -35.657     -36.238     -36.080     -36.644     -36.325     -34.468     -32.554     -35.826
      3200.00    3.50    0.00    0.00       -31.031     -31.031     -32.056     -32.421     -32.456     -32.905     -33.996     -33.038     -33.708     -34.279     -35.911     -35.840     -36.384     -36.230     -36.757     -36.490     -34.632     -32.816     -35.966
      3200.00    4.00    0.00    0.00       -31.081     -31.081     -32.059     -32.553     -32.646     -33.094     -34.288     -33.362     -33.975     -34.513     -36.001     -35.978     -36.467     -36.321     -36.811     -36.600     -34.757     -33.060     -36.058
      3200.00    4.50    0.00    0.00       -31.022     -31.022     -31.986     -32.630     -32.781     -33.228     -34.545     -33.635     -34.203     -34.714     -36.058     -36.079     -36.519     -36.380     -36.840     -36.673     -34.854     -33.262     -36.124
      3200.00    5.00    0.00    0.00       -30.808     -30.808     -31.793     -32.582     -32.785     -33.217     -34.613     -33.696     -34.247     -34.747     -36.056     -36.095     -36.525     -36.387     -36.841     -36.691     -34.867     -33.287     -36.131
      3200.00    5.50    0.00    0.00       -30.536     -30.536     -31.572     -32.547     -32.810     -33.218     -34.727     -33.786     -34.327     -34.820     -36.074     -36.132     -36.551     -36.413     -36.861     -36.731     -34.905     -33.343     -36.161
      3300.00    2.50    0.00    0.00       -30.713     -30.713     -31.927     -32.281     -32.294     -32.782     -33.898     -32.921     -33.623     -34.207     -35.838     -35.745     -36.298     -36.146     -36.687     -36.391     -34.549     -32.693     -35.890
      3300.00    3.00    0.00    0.00       -30.989     -30.989     -32.126     -32.506     -32.547     -33.000     -34.106     -33.162     -33.825     -34.389     -35.962     -35.890     -36.416     -36.267     -36.782     -36.519     -34.687     -32.924     -36.007
      3300.00    3.50    0.00    0.00       -31.257     -31.257     -32.299     -32.729     -32.803     -33.231     -34.322     -33.422     -34.038     -34.579     -36.100     -36.052     -36.548     -36.402     -36.890     -36.663     -34.839     -33.163     -36.137
      3300.00    4.00    0.00    0.00       -31.373     -31.373     -32.351     -32.890     -33.011     -33.440     -34.635     -33.764     -34.326     -34.834     -36.201     -36.201     -36.640     -36.503     -36.954     -36.779     -34.984     -33.432     -36.243
      3300.00    4.50    0.00    0.00       -31.370     -31.370     -32.310     -32.970     -33.138     -33.563     -34.860     -34.000     -34.524     -35.007     -36.254     -36.292     -36.689     -36.559     -36.985     -36.843     -35.076     -33.612     -36.306
      3300.00    5.00    0.00    0.00       -31.239     -31.239     -32.182     -32.971     -33.184     -33.596     -34.979     -34.114     -34.617     -35.088     -36.274     -36.334     -36.710     -36.584     -36.999     -36.875     -35.118     -33.689     -36.334
      3300.00    5.50    0.00    0.00       -31.020     -31.020     -31.993     -32.938     -33.200     -33.597     -35.088     -34.201     -34.696     -35.159     -36.282     -36.363     -36.722     -36.598     -37.006     -36.900     -35.149     -33.743     -36.354
      3400.00    2.50    0.00    0.00       -30.972     -30.972     -32.216     -32.681     -32.762     -33.212     -34.235     -33.373     -33.996     -34.541     -36.079     -36.023     -36.515     -36.372     -36.860     -36.627     -34.807     -33.108     -36.107
      3400.00    3.00    0.00    0.00       -31.215     -31.215     -32.377     -32.850     -32.945     -33.371     -34.446     -33.589     -34.185     -34.714     -36.167     -36.129     -36.597     -36.457     -36.926     -36.714     -34.918     -33.307     -36.195
      3400.00    3.50    0.00    0.00       -31.499     -31.499     -32.550     -33.036     -33.147     -33.548     -34.606     -33.773     -34.336     -34.848     -36.281     -36.254     -36.708     -36.569     -37.021     -36.828     -35.041     -33.488     -36.303
      3400.00    4.00    0.00    0.00       -31.632     -31.632     -32.613     -33.207     -33.358     -33.768     -34.966     -34.151     -34.665     -35.143     -36.386     -36.410     -36.800     -36.673     -37.086     -36.943     -35.204     -33.787     -36.418
      3400.00    4.50    0.00    0.00       -31.689     -31.689     -32.615     -33.304     -33.490     -33.896     -35.189     -34.379     -34.860     -35.316     -36.446     -36.503     -36.853     -36.733     -37.124     -37.007     -35.304     -33.969     -36.488
      3400.00    5.00    0.00    0.00       -31.604     -31.604     -32.508     -33.296     -33.515     -33.917     -35.295     -34.475     -34.941     -35.386     -36.452     -36.531     -36.860     -36.745     -37.126     -37.024     -35.336     -34.033     -36.505
      3400.00    5.50    0.00    0.00       -31.481     -31.481     -32.398     -33.318     -33.581     -33.966     -35.433     -34.600     -35.053     -35.488     -36.489     -36.587     -36.894     -36.783     -37.154     -37.066     -35.397     -34.129     -36.550
      3500.00    2.50    0.00    0.00       -31.252     -31.252     -32.522     -33.101     -33.244     -33.655     -34.601     -33.874     -34.404     -34.900     -36.316     -36.304     -36.727     -36.596     -37.030     -36.856     -35.079     -33.556     -36.327
      3500.00    3.00    0.00    0.00       -31.445     -31.445     -32.633     -33.227     -33.383     -33.780     -34.847     -34.095     -34.610     -35.091     -36.378     -36.388     -36.781     -36.656     -37.071     -36.915     -35.179     -33.748     -36.397
      3500.00    3.50    0.00    0.00       -31.647     -31.647     -32.744     -33.378     -33.550     -33.945     -35.108     -34.351     -34.843     -35.307     -36.471     -36.506     -36.865     -36.746     -37.138     -37.005     -35.313     -33.969     -36.498
      3500.00    4.00    0.00    0.00       -31.867     -31.867     -32.855     -33.509     -33.691     -34.078     -35.276     -34.519     -34.985     -35.433     -36.558     -36.606     -36.948     -36.831     -37.209     -37.092     -35.417     -34.123     -36.584
      3500.00    4.50    0.00    0.00       -31.963     -31.963     -32.877     -33.594     -33.797     -34.188     -35.476     -34.711     -35.157     -35.588     -36.611     -36.684     -36.994     -36.884     -37.245     -37.147     -35.509     -34.282     -36.648
      3500.00    5.00    0.00    0.00       -31.944     -31.944     -32.820     -33.614     -33.843     -34.229     -35.594     -34.817     -35.249     -35.671     -36.632     -36.723     -37.013     -36.907     -37.258     -37.173     -35.555     -34.363     -36.678
      3500.00    5.50    0.00    0.00       -31.856     -31.856     -32.729     -33.630     -33.893     -34.268     -35.711     -34.921     -35.343     -35.757     -36.660     -36.768     -37.038     -36.936     -37.278     -37.204     -35.606     -34.442     -36.714
      3600.00    2.50    0.00    0.00       -31.531     -31.531     -32.816     -33.549     -33.759     -34.143     -35.112     -34.523     -34.946     -35.376     -36.553     -36.609     -36.930     -36.821     -37.191     -37.079     -35.402     -34.106     -36.565
      3600.00    3.00    0.00    0.00       -31.707     -31.707     -32.907     -33.621     -33.831     -34.200     -35.262     -34.621     -35.053     -35.483     -36.588     -36.647     -36.961     -36.852     -37.215     -37.107     -35.459     -34.207     -36.606
      3600.00    3.50    0.00    0.00       -31.879     -31.879     -32.986     -33.705     -33.919     -34.285     -35.435     -34.757     -35.189     -35.615     -36.646     -36.712     -37.014     -36.907     -37.260     -37.158     -35.542     -34.335     -36.669
      3600.00    4.00    0.00    0.00       -32.094     -32.094     -33.089     -33.802     -34.016     -34.378     -35.573     -34.874     -35.295     -35.713     -36.720     -36.790     -37.086     -36.980     -37.326     -37.230     -35.627     -34.449     -36.744
      3600.00    4.50    0.00    0.00       -32.229     -32.229     -33.136     -33.889     -34.112     -34.483     -35.768     -35.050     -35.459     -35.866     -36.778     -36.866     -37.136     -37.036     -37.366     -37.286     -35.722     -34.600     -36.812
      3600.00    5.00    0.00    0.00       -32.262     -32.262     -33.120     -33.928     -34.169     -34.536     -35.884     -35.151     -35.551     -35.950     -36.812     -36.913     -37.167     -37.070     -37.392     -37.320     -35.778     -34.685     -36.853
      3600.00    5.50    0.00    0.00       -32.214     -32.214     -33.046     -33.931     -34.195     -34.561     -35.983     -35.233     -35.629     -36.024     -36.826     -36.942     -37.178     -37.086     -37.401     -37.337     -35.816     -34.747     -36.877
      3700.00    2.50    0.00    0.00       -31.802     -31.802     -33.087     -33.940     -34.194     -34.563     -35.585     -35.083     -35.437     -35.815     -36.752     -36.856     -37.092     -37.003     -37.322     -37.247     -35.701     -34.594     -36.774
      3700.00    3.00    0.00    0.00       -31.791     -31.791     -33.002     -33.745     -33.970     -34.327     -35.389     -34.776     -35.187     -35.603     -36.651     -36.721     -37.013     -36.909     -37.258     -37.159     -35.546     -34.347     -36.668
      3700.00    3.50    0.00    0.00       -32.130     -32.130     -33.234     -34.023     -34.270     -34.609     -35.749     -35.144     -35.522     -35.912     -36.812     -36.904     -37.154     -37.059     -37.377     -37.299     -35.769     -34.686     -36.836
      3700.00    4.00    0.00    0.00       -32.324     -32.324     -33.319     -34.081     -34.320     -34.659     -35.849     -35.204     -35.585     -35.975     -36.871     -36.959     -37.214     -37.118     -37.435     -37.357     -35.828     -34.753     -36.895
      3700.00    4.50    0.00    0.00       -32.476     -32.476     -33.378     -34.163     -34.405     -34.756     -36.032     -35.358     -35.736     -36.120     -36.933     -37.033     -37.268     -37.177     -37.481     -37.414     -35.923     -34.892     -36.966
      3700.00    5.00    0.00    0.00       -32.558     -32.558     -33.397     -34.217     -34.470     -34.822     -36.159     -35.465     -35.839     -36.218     -36.976     -37.086     -37.307     -37.219     -37.514     -37.454     -35.990     -34.988     -37.017
      3700.00    5.50    0.00    0.00       -32.558     -32.558     -33.356     -34.231     -34.498     -34.851     -36.249     -35.538     -35.910     -36.287     -36.996     -37.116     -37.323     -37.238     -37.528     -37.473     -36.030     -35.047     -37.045
      3800.00    2.50    0.00    0.00       -32.117     -32.117     -33.379     -34.276     -34.547     -34.905     -35.955     -35.494     -35.808     -36.155     -36.931     -37.052     -37.242     -37.166     -37.452     -37.393     -35.957     -34.976     -36.960
      3800.00    3.00    0.00    0.00       -32.279     -32.279     -33.452     -34.311     -34.581     -34.917     -36.005     -35.502     -35.826     -36.178     -36.952     -37.066     -37.265     -37.185     -37.472     -37.412     -35.977     -35.003     -36.981
      3800.00    3.50    0.00    0.00       -32.399     -32.399     -33.492     -34.325     -34.595     -34.913     -36.045     -35.495     -35.832     -36.190     -36.971     -37.079     -37.288     -37.205     -37.493     -37.430     -35.990     -35.013     -36.999
      3800.00    4.00    0.00    0.00       -32.559     -32.559     -33.552     -34.356     -34.618     -34.934     -36.115     -35.518     -35.864     -36.228     -37.019     -37.119     -37.339     -37.252     -37.542     -37.477     -36.029     -35.049     -37.044
      3800.00    4.50    0.00    0.00       -32.704     -32.704     -33.598     -34.411     -34.669     -35.002     -36.268     -35.632     -35.984     -36.349     -37.071     -37.179     -37.386     -37.302     -37.583     -37.526     -36.107     -35.154     -37.106
