Name,WISE_ID,RA,DEC
AWI0005wql,J054044.17-080734.8,85.1840537,-8.126357
AWI0005wqn,J054045.12-072225.1,85.1880096,-7.3736396
AWI0005wqp,J054048.52-092346.7,85.2021698,-9.3963238
AWI0005wqv,J054053.88-090604.3,85.2245362,-9.1012132
AWI0002d87,J054054.76+410444.1,85.228208,41.078892
AWI0005wqy,J054058.24-011704.7,85.2427022,-1.2846533
AWI0000zlj,J054059.87+335728.8,85.24948824,33.95801204
AWI0005wr1,J054102.71-091229.0,85.2613081,-9.2080611
AWI0005wr2,J054103.24-093651.7,85.26352728,-9.614388692
AWI0005wr4,J054105.48-074707.5,85.2728662,-7.7854399
AWI0005wr7,J054114.02-080757.4,85.3084526,-8.1326224
AWI0005wrb,J054116.18-093017.0,85.3174277,-9.5047369
AWI0005wrc,J054118.52-072621.2,85.3271861,-7.4392405
AWI0004ylk,J054122.48+311612.8,85.3436838,31.2702334
AWI00019zv,J054122.69+342046.5,85.3446611,34.3462958
AWI0005wrf,J054123.22-085942.8,85.3467846,-8.995239
AWI0005wrg,J054124.50-022236.3,85.35210102,-2.376730916
AWI0005wrm,J054127.71-093141.3,85.3654835,-9.5281603
AWI0005wrr,J054136.71-093046.2,85.4029662,-9.5128484
AWI0005ws5,J054200.09-100111.2,85.5003736,-10.0197636
AWI0005ws9,J054205.46-083828.5,85.522782,-8.6412506
AWI0005wsc,J054210.39-095838.1,85.5433118,-9.9772596
AWI0005wsg,J054219.57+000436.3,85.5816253,0.0767636
AWI0005e71,J054226.17+471020.0,85.60902684,47.17222855
AWI0005wsn,J054229.84-094639.1,85.6243612,-9.7775397
AWI0003lz6,J054230.58+250237.5,85.6274269,25.0437752
AWI0005wso,J054231.65-095741.3,85.6318799,-9.9614743
AWI0005wsv,J054237.69-082515.5,85.6570676,-8.4209797
AWI0005wt0,J054239.82-092146.0,85.6659478,-9.362805
AWI0005wt1,J054240.81-084008.6,85.670046,-8.6690792
AWI0005wt4,J054242.41-084813.9,85.6767332,-8.8038818
AWI0005wt5,J054242.62-094503.5,85.677592,-9.7509752
AWI0005wt7,J054243.98-080926.7,85.6832779,-8.1574216
AWI0005wt8,J054244.45-100318.6,85.6852234,-10.055183
AWI0005wti,J054251.74-095741.0,85.715612,-9.9613955
AWI0005wtm,J054253.75-085727.8,85.7239937,-8.9577453
AWI0005wto,J054259.13-080923.6,85.7463818,-8.1565604
AWI0005e72,J054259.80+445105.2,85.74916543,44.85145659
AWI0005wtu,J054303.92-083909.4,85.7663401,-8.6526296
AWI0005wtv,J054304.40-081810.6,85.7683722,-8.3029603
AWI0005wty,J054305.06-100102.5,85.7710856,-10.0173747
AWI00062up,J054312.57+091701.7,85.8023916,9.2838058 
AWI0002d89,J054317.44+395821.1,85.82272674,39.97254413
AWI0005wua,J054339.00-050402.8,85.91253878,-5.067472348
AWI0004294,J054339.86+225919.4,85.91351585,22.98703089
AWI00055xn,J054343.12+571219.9,85.9296947,57.2055506
AWI0005wub,J054343.62-083416.4,85.9317886,-8.5712398
AWI00062ui,J054350.67+091224.9,85.9611206,9.2069158
AWI0005wug,J054403.63-021637.2,86.0151515,-2.2770204
AWI0005wuh,J054406.70-015115.5,86.0279416,-1.8543111
AWI0001qsu,J054409.06+363354.3,86.0377544,36.5650994
AWI00062uj,J054414.87+090808.1,86.06197,9.135595
AWI0000xea,J054421.72+311622.0,86.09052936,31.27278471
AWI0004ek8,J054426.50+195939.9,86.1103628,19.9944517
AWI0000xeb,J054431.30+302441.4,86.1304514,30.4115042
AWI0005c2t,J054432.98+743420.8,86.13751175,74.57246357
AWI0005wuq,J054443.52-083653.7,86.1813423,-8.6149411
AWI0005wur,J054444.05-013639.8,86.1835639,-1.6110806
AWI00062u9,J054444.65+092318.7,86.18603,9.388567
AWI0002vej,J054445.15+271129.6,86.1881397,27.191575
AWI0005wuu,J054504.83-082209.9,86.2701615,-8.3694328
AWI00062tw,J054526.16+000637.8,86.3589978,0.1105303
AWI0002p1f,J054536.45+281403.1,86.4018975,28.2341998
AWI00062tt,J054544.37+002258.2,86.484636,0.119103
AWI0005wv0,J054545.49-075401.7,86.439567,-7.9004893
AWI0005n1b,J054550.99+100228.0,86.46249645,10.04110629
AWI0001a00,J054553.88+342537.2,86.4745028,34.42702792
AWI0002d8a,J054556.16+421812.6,86.48405565,42.30348532
AWI00062tj,J054609.28+001332.4,86.538705,0.225714
AWI0005n1d,J054634.02+095451.7,86.64178287,9.914370242
AWI0005n1f,J054649.18+085814.5,86.70493555,8.970681286
AWI00062t3,J054657.10+081225.0,86.73794,8.20697
AWI00062t1,J054703.22+081611.1,86.7634342,8.2697689
AWI00062sz,J054704.65-003922.6,86.7694083,-0.6562861 
AWI0002p1g,J054712.01+274505.2,86.8000467,27.7514496
AWI00062su,J054717.27+003821.3,86.822012,0.639333
AWI0000zsj,J054731.84+303637.4,86.88270643,30.61037854
AWI0003lzb,J054745.78+224829.2,86.9407686,22.8081173
AWI00062sq,J054748.36+004058.9,86.951567,0.683123
AWI0002d8c,J054751.26+383439.9,86.96365008,38.57777819
AWI00062so,J054801.06+003430.5,87.004468,0.575136
AWI0005n1m,J054805.45+083530.6,87.0227389,8.591861
AWI0005wva,J054854.24-070928.0,87.2260442,-7.1577986
AWI0003lze,J054914.99+223550.5,87.3124764,22.5973681
AWI00062se,J054916.37+055514.0,87.31827,5.920685
AWI0002p1i,J054934.59+270527.4,87.3940969,27.0909567
AWI0003lzg,J054943.99+231947.2,87.4333249,23.3297873
AWI000429f,J054954.86+201739.7,87.4785934,20.2943834
AWI00023pd,J054959.03+353619.7,87.4959873,35.6054989
AWI0005n1q,J055016.98+081524.0,87.57067956,8.256740251
AWI0006371,J055023.56+025237.9,87.5982089,2.8772203
AWI0005n1u,J055105.95+082234.4,87.7748257,8.3762373
AWI0005n1w,J055150.35+082106.6,87.9586817,8.351658205
AWI0002d8g,J055202.60+393541.5,88.011218,39.595119
AWI0005wve,J055207.72-090230.4,88.03219318,-9.04176716
AWI0004ylo,J055251.74+264730.0,88.2156132,26.7916937
AWI0005wvf,J055301.19-073335.1,88.25498979,-7.559779915
AWI00062rt,J055332.99+021720.1,88.3874706,2.2889225
AWI0003lzj,J055333.70+202346.9,88.3904373,20.3963879
AWI00062rw,J055407.18+013900.7,88.529915,1.650483
AWI0006375,J055416.95+043503.5,88.570539,4.584401
AWI0005zil,J055417.57-383951.1,88.57321442,-38.66422651
AWI0000zsk,J055459.06+274433.9,88.746128,27.74272
AWI0000zsm,J055532.75+271856.6,88.8864747,27.3157456
AWI0005zim,J055606.26-381649.2,89.026116,-38.280344
AWI0005yse,J055631.87-242600.8,89.13280145,-24.43355875
AWI000429n,J055641.37+170117.0,89.17247,17.021359
AWI0005wvp,J055650.31-121440.6,89.2096355,-12.2446224
AWI0005wvu,J055739.96-143755.2,89.4165361,-14.6320179
AWI0005wvv,J055740.52-134853.6,89.4188633,-13.8149161
AWI0005ww0,J055754.19-093813.2,89.4758,-9.63702
AWI0005ww1,J055804.52-141457.4,89.51887591,-14.24929369
AWI0005ww9,J055839.15-134501.3,89.66314796,-13.75043083
AWI0005wwi,J055924.43-145421.8,89.8518206,-14.90605209
AWI0003cv1,J055931.29+201959.7,89.8804129,20.3332717
AWI0005wwx,J060103.39-084451.1,90.2641338,-8.7475342
AWI0005wwy,J060103.99-095942.3,90.2666544,-9.9951136
AWI0005n29,J060104.90+065005.9,90.27043727,6.834976101
AWI0005wx1,J060112.05-095712.3,90.3002399,-9.9534419
AWI0005wx6,J060140.88-100329.4,90.4203575,-10.058184
AWI0005wx7,J060141.51-095911.7,90.4229664,-9.9866024
AWI0005wx8,J060144.67-095938.6,90.43616909,-9.994060999
AWI0005wx9,J060144.91-085856.8,90.4371401,-8.9824595
AWI0005wxa,J060145.11-090058.3,90.4379857,-9.0162061
AWI0005wxb,J060145.14-141333.7,90.43811908,-14.2260656
AWI0005zjc,J060210.78-570142.1,90.54493,-57.0284
AWI0005wxn,J060231.81-094651.0,90.632556,-9.7808606
AWI0003lzt,J060247.29+164904.1,90.69704229,16.81780765
AWI0005wxq,J060248.13-094257.6,90.7005472,-9.7160202
AWI00055y4,J060248.62+495420.0,90.7026172,49.9055776
AWI00055y4,J060248.62+495420.0,90.7025919,49.9055111 
AWI0005wxr,J060251.71-094111.8,90.715462,-9.6866205
AWI0004nje,J060334.24+093954.6,90.89450844,9.667891336
AWI00062qy,J060351.84-040819.0,90.965986,-4.138494
AWI00062qw,J060413.65-071148.3,91.056922,-7.196779
AWI0005n2k,J060430.20+023109.7,91.1258333,2.5193436
AWI0003lzv,J060439.30+165458.8,91.1637858,16.9163572
AWI0005wxv,J060449.25-151357.5,91.20523,-15.2327
AWI00062qq,J060456.23-052035.4,91.234368,-5.343163
AWI0005wxz,J060548.34-165733.6,91.45137923,-16.95937512
AWI00062ql,J060601.33-061104.3,91.505598,-6.184329
AWI00062qe,J060639.74-061642.3,91.6655861,-6.2784239
AWI0005zkb,J060722.97-413357.6,91.845737,-41.566021
AWI00023pv,J060757.59+293141.1,91.9899767,29.5281103
AWI00062pp,J060802.75-093715.9,92.0114964,-9.6211053
AWI00062pn,J060804.45-092910.5,92.0185463,-9.4862933 
AWI00023px,J060806.31+293726.9,92.0263081,29.6241492
AWI0005wy4,J060823.87-153556.6,92.09945708,-15.59907584
AWI00062pi,J060827.12-063601.9,92.1130308,-6.6005072
AWI00062pf,J060837.23-062257.0,92.1551419,-6.3824814
AWI0005wy5,J060902.18-134948.9,92.25911508,-13.83026742
AWI0002d8u,J060908.44+303057.4,92.28520901,30.51595909
AWI0003m05,J060916.99+143648.5,92.3208128,14.6135108
AWI0005wy8,J060917.00-150808.5,92.320852,-15.13571531
AWI0005wy9,J060920.20-180735.1,92.33417659,-18.12647662
AWI0000xet,J060923.60+210235.7,92.3483719,21.0432633
AWI00062p9,J060923.70-100954.9,92.348682,-10.165258
AWI00062p8,J060944.49-082056.1,92.435395,-8.3489361
AWI0006376,J060952.41-074808.7,92.4684008,-7.8024594
AWI0006378,J061006.32-101013.4,92.52640982,-10.1703906
AWI0000xew,J061013.93+205511.7,92.55804879,20.9199336
AWI0003m0a,J061035.09+141343.7,92.6462561,14.2288086
AWI000637c,J061044.94-100621.1,92.6872517,-10.1058925
AWI0000xf1,J061141.94+203339.3,92.92475956,20.56093122
AWI0005wyg,J061204.17-205438.9,93.0174162,-20.91082195
AWI000637k,J061214.96-090949.2,93.0623496,-9.1636888
AWI0005ysz,J061237.83-321324.9,93.15764139,-32.22360304
AWI0004njp,J061303.76+033032.5,93.265589,3.509
AWI0001a0h,J061309.47+223038.6,93.2894996,22.5107125
AWI000637p,J061313.97-061439.2,93.3082244,-6.2442231
AWI000637r,J061318.68-061341.8,93.3278556,-6.2282703
AWI000637s,J061337.25-062501.7,93.405235,-6.417147
AWI000637t,J061341.92-062321.1,93.4246917,-6.3892064
AWI000637x,J061418.67-092019.4,93.5777955,-9.3387442
AWI00055yl,J061420.39+394022.1,93.5849978,39.67278443
AWI0006383,J061503.39-062517.8,93.7641264,-6.4216242
AWI0006388,J061519.49-063257.6,93.831214,-6.5493463
AWI0001a0n,J061525.67+211258.8,93.8570004,21.2163444
AWI0006389,J061535.50-064519.5,93.89792409,-6.755410955
AWI0001a0p,J061616.07+210130.7,94.06624704,21.02199353
AWI000638d,J061636.48-062505.5,94.1520112,-6.4181961 
AWI0005wyn,J061707.93-222227.8,94.28306255,-22.37443803
AWI0000zt7,J061757.82+181304.0,94.4909476,18.2178031
AWI0001a0v,J061849.69+210628.6,94.7070539,21.1079694
AWI0001a0x,J061902.07+203347.6,94.7586575,20.5632355
AWI0005zm0,J061903.93-535823.9,94.7664	,-53.9733
AWI0001a0y,J061910.91+202739.9,94.79549127,20.46110538
AWI000638p,J061957.36-135934.7,94.9890023,-13.9929887
AWI0005wyt,J062005.44-230619.1,95.02267694,-23.10532912
AWI000638w,J062055.95-075436.2,95.2331471,-7.9100811
AWI0005zmd,J062150.06-511415.5,95.45862,-51.2377
AWI0006391,J062158.45-081346.8,95.493555,-8.229691
AWI0004ymf,J062158.76+141832.2,95.49487,14.30895
AWI0005wyw,J062200.65-233656.4,95.5027303,-23.61571213
AWI0002d91,J062330.16+270704.8,95.875557,27.118062
AWI00034w9,J062339.80+112822.3,95.9158667,11.4728742
AWI0000zm2,J062415.76+164237.4,96.0656765,16.7103869
AWI0001qtv,J062421.87+203904.3,96.0911531,20.651203
AWI00023ql,J062437.33+220451.3,96.15555747,22.08090564
AWI0005e8b,J062451.60+295058.4,96.215012,29.849655
AWI000639f,J062520.10-103204.4,96.3337682,-10.5345653
AWI00034wa,J062520.62+105152.6,96.3359542,10.8646253
AWI0002d96,J062624.53+242133.8,96.60222,24.35941
AWI0004ymh,J062627.38+122407.6,96.61408333,12.40211111
AWI0005ytl,J062643.63-440402.7,96.681666,-44.067455
AWI0005ytm,J062647.40-371356.9,96.69749024,-37.2324666
AWI0001a14,J062817.38+173316.7,97.072456,17.554631
AWI00023qq,J062835.97+205237.5,97.14996,20.877176
AWI00034wb,J062842.42+093209.2,97.1767806,9.5359031
AWI0003m13,J062856.34+060210.3,97.2347608,6.0362044
AWI0002p2e,J062931.72+095131.2,97.3822311,9.8586675
AWI0002p2f,J063020.68+100416.2,97.5862069,10.0711783
AWI0004eli,J063108.48-004222.0,97.785311,-0.706037
AWI0000ztc,J063152.71+114622.0,97.9696653,11.7727931
AWI000639v,J063247.69-174236.5,98.1987149,-17.7101487
AWI0003m1g,J063313.70+024005.3,98.3070878,2.668155
AWI0004elm,J063329.64-012948.5,98.3735	,-1.496805556
AWI0003m1h,J063419.15+024730.0,98.57980095,2.791672814
AWI0005wzj,J063633.36-344041.2,99.13902027,-34.67812652
AWI0002vfh,J063757.61+035028.3,99.490043,3.8412184
AWI0005e8j,J063802.92+251859.0,99.512127,25.316414
AWI00034wi,J063805.70+050622.3,99.523787,5.1061951
AWI00055zf,J063814.80+380827.4,99.561646,38.140986
AWI0005yu0,J063843.99-450351.7,99.6833137,-45.0643838
AWI0000zm8,J063943.55+093603.9,99.9314827,9.6010845
AWI0001a1b,J063951.54+120407.6,99.96475314,12.06878285
AWI00063aj,J063953.34-271225.8,99.9722544,-27.2071727 
AWI0001a1c,J063959.22+100607.7,99.9967722,10.1021267
AWI0005wzn,J064118.12-401734.2,100.3297299,-40.29311624
AWI0001a1v,J064151.08+100144.6,100.4628556,10.02911014
AWI0001a1x,J064200.27+090944.4,100.5011569,9.1623372
AWI0005wzr,J064300.52-325939.6,100.7521958,-32.99432249
AWI0005n5s,J064301.29-143258.5,100.7553951,-14.5495845
AWI0002p2o,J064359.65+032809.6,100.9985506,3.469355341
AWI0005yuc,J064446.24-522524.5,101.192591,-52.423484
AWI0005yuf,J064756.48-531041.4,101.9852927,-53.17817635
AWI0003m28,J064758.97-040104.8,101.9957393,-4.018023537
AWI0000ztr,J064839.12+042734.5,102.1630397,4.4596074
AWI0005x02,J064843.11-434805.2,102.17963,-43.801453
AWI0001a26,J064910.34+064009.5,102.293141,6.669363
AWI0005x05,J064913.53-464234.2,102.3064251,-46.70951943
AWI00042bj,J064930.10-055715.8,102.3754167,-5.954388889
AWI0004nll,J064953.82-114210.7,102.4742728,-11.70299412
AWI0001a2b,J065102.18+044859.2,102.7590795,4.816451979
AWI0003m2g,J065212.53-053630.6,103.0522311,-5.6085053
AWI0002d9y,J065309.87+104045.8,103.2911461,10.67940433
AWI0003m2i,J065313.12-055722.2,103.3046904,-5.956178998
AWI0002da0,J065314.15+103525.8,103.3089591,10.59049404
AWI00055zv,J065328.80+305504.2,103.3700626,30.91782824
AWI00055zw,J065407.58+323040.8,103.5315865,32.51132912
AWI0005n6p,J065422.01-220709.7,103.591645,-22.119383
AWI0005n6t,J065440.34-220321.0,103.6680902,-22.05584924
AWI0005e95,J065601.97+161321.4,104.008155,16.222662
AWI0005n6y,J065617.24-235137.6,104.0718728,-23.8604498
AWI0005x0g,J065617.87-383634.6,104.0744342,-38.60960593
AWI00055zy,J065732.81+282611.3,104.386669,28.436451
AWI00042c6,J065858.78-120311.8,104.7449678,-12.0532972
AWI0005yuy,J070016.72-605145.6,105.0696835,-60.8626885
AWI0005e9g,J070240.89+114104.0,105.6703977,11.68443285
AWI0002da8,J070410.44+074801.8,106.043481,7.8005262
AWI0000xg7,J070530.77-051931.5,106.3782272,-5.32541871
AWI0005x0t,J070612.35-513640.8,106.5514322,-51.61134506
AWI00063ca,J070803.70-370314.3,107.0154482,-37.053987
AWI0003cwu,J070805.13-115953.1,107.0214147,-11.9980947 
AWI0005zoa,J070908.11-770547.5,107.2838602,-77.09651631
AWI0005e9r,J071251.47+050457.3,108.2144628,5.082604217
AWI0005yvb,J071311.43-705714.6,108.2976647,-70.9540603
AWI0005x19,J071347.75-463458.5,108.4490008,-46.58292759
AWI0001a2z,J071416.65-045737.9,108.5693938,-4.9605383
AWI0002dah,J071452.82+031559.0,108.7200927,3.266414575
AWI00063cz,J071457.15-412534.9,108.7382,-41.4264
AWI00023rj,J071459.25-012231.9,108.746751,-1.375554
AWI00063d1,J071521.80-380233.5,108.840749,-38.042674
AWI0002dak,J071548.15-000125.6,108.9506576,-0.023789858
AWI000560m,J071745.28+093135.2,109.4388571,9.526425247
AWI0003m4r,J071751.08-185258.1,109.4628333,-18.88280556
AWI0002p44,J071803.81-134138.0,109.5158675,-13.69388658
AWI0005x1p,J071810.11-520157.9,109.5421343,-52.03276938
AWI0005x1r,J071932.99-572655.8,109.8874623,-57.44881684
AWI0003cx3,J071950.37-174824.4,109.9598976,-17.8068003
AWI0002dao,J072009.64-022431.9,110.0402516,-2.408951775
AWI0005x1t,J072022.92-561740.0,110.0954375,-56.29439145
AWI0002dap,J072024.24-022335.0,110.1027646,-2.395558955
AWI0002p47,J072104.75-142440.0,110.2697806,-14.41112606
AWI0005x1z,J072253.36-504042.7,110.7220987,-50.67849505
AWI0000zub,J072325.40-124000.7,110.8558909,-12.66686425
AWI0000xgm,J072337.74-140600.6,110.9072573,-14.1001734 
AWI00063di,J072348.23-442747.3,110.950927,-44.463152
AWI0004noh,J072631.38-292854.3,111.627737,-29.47979106
AWI0005na1,J072644.77-364037.8,111.6865425,-36.67717919
AWI0003m5m,J072844.94-232411.8,112.18725,-23.40327778
AWI00063e9,J073037.62-472506.6,112.6567663,-47.41850713
AWI0005c45,J073155.59+385345.6,112.9815925,38.89596747
AWI0004now,J073222.80-311128.4,113.0950384,-31.19123231
AWI00063er,J073423.21-420425.7,113.5967196,-42.0738072
AWI0005cuq,J073641.28+593614.4,114.172058,59.60399696
AWI0005cur,J073732.43+603219.1,114.3851659,60.53863482
AWI00063f7,J073846.99-444947.8,114.695669,-44.82996
AWI00023rz,J074140.53-133342.5,115.41907,-13.561734
AWI0005x2l,J074142.72-601655.2,115.4279826,-60.28198983
AWI0005nbw,J074155.82-420222.2,115.4826108,-42.0395002
AWI0005nc7,J074402.47-384904.4,116.01026,-38.81791
AWI00063g0,J074629.10-465630.1,116.621286,-46.9417
AWI0001qvg,J074758.84-192412.7,116.9952365,-19.40358218
AWI0005yw8,J074850.19-764623.7,117.2092456,-76.77317613
AWI0004epb,J074926.05-344302.1,117.3585661,-34.71725151
AWI0004epe,J075136.61-350337.3,117.9025576,-35.0603822
AWI0005x38,J075329.30-620644.6,118.372275,-62.112265
AWI00023s7,J075353.25-190830.0,118.4734139,-19.14341513
AWI0002dbg,J075519.74-181118.8,118.832266,-18.188681
AWI00042f6,J075558.35-345625.6,118.993125,-34.94044444
AWI0004epp,J075636.08-365515.5,119.1503333,-36.92097222
AWI0005x3c,J075644.42-591844.2,119.185125,-59.312297
AWI0005c4l,J075655.34+142833.9,119.2306126,14.47607942
AWI0004eps,J075734.00-364506.1,119.3916948,-36.751695
AWI0005ebg,J075750.54-144239.6,119.4606244,-14.71099638
AWI0001a48,J075806.92-242457.4,119.5277856,-24.41884862
AWI0005ai6,J075830.33+025608.9,119.6263981,2.935822249
AWI0005ebj,J075914.46-112741.0,119.810286,-11.46142
AWI0005nek,J080011.29-463104.1,120.047089,-46.517839
AWI0005c4o,J080049.11+124042.3,120.2046279,12.67843268
AWI0005nes,J080114.93-472106.7,120.3122303,-47.35185594
AWI0004eq6,J080138.61-393522.1,120.4108829,-39.58947656
AWI0003m7s,J080336.85-354954.7,120.9035417,-35.83186111
AWI00063hu,J080451.18-545921.8,121.2132605,-54.9894139
AWI0005nf6,J080452.92-473700.8,121.2204919,-47.6168747
AWI0005nf7,J080457.14-453731.9,121.2381069,-45.62551435
AWI0004eqd,J080510.47-391202.1,121.2936525,-39.20057639
AWI0004eqe,J080517.24-403642.4,121.3218745,-40.6117942
AWI0005626,J080529.17-100722.9,121.3715642,-10.12306354
AWI0005nfl,J080632.38-491207.3,121.6349123,-49.20203101
AWI0001qvw,J080708.33-252437.7,121.7839145,-25.41139937
AWI0005x3s,J080822.18-644357.3,122.0924439,-64.7326099
AWI0002dbp,J080825.61-220345.4,122.106963,-22.062867
AWI0004eqt,J081004.32-411345.0,122.518,-41.22916667
AWI0005ng4,J081023.72-480356.3,122.5988133,-48.06565382
AWI00042gd,J081223.35-403953.2,123.0972917,-40.66477778
AWI0005ngl,J081254.97-501417.0,123.2290066,-50.23805085
AWI0005ngs,J081322.13-493910.7,123.3422406,-49.652994
AWI00042gj,J081348.95-412704.1,123.4539583,-41.45113889
AWI0004er4,J081404.85-431122.1,123.5202253,-43.1894845
AWI0003m8g,J081439.66-390501.9,123.66525,-39.08386111
AWI00042gs,J081646.68-420608.0,124.1945164,-42.10221015
AWI0005aij,J081709.59-032149.4,124.2899728,-3.3637592
AWI00063iv,J081734.18-584150.7,124.392055,-58.697403
AWI0005nhg,J081832.12-524223.9,124.633937,-52.706676
AWI0005ywr,J081844.48-750052.8,124.6853384,-75.01470399
AWI00042h2,J081916.28-415216.4,124.8178333,-41.87122222
AWI0001a4u,J082007.57-311614.7,125.0315766,-31.27073627
AWI00063iy,J082053.67-622336.3,125.2236756,-62.3934171
AWI0004nvc,J082456.82-485423.5,126.236906,-48.906592
AWI0005nih,J082519.65-510658.4,126.331875,-51.11622222
AWI0003m9s,J082545.17-415026.6,126.4381813,-41.8407184
AWI0004esg,J082637.02-462550.7,126.6533769,-46.43367922
AWI0003m9x,J082655.66-424957.0,126.7319264,-42.83252064
AWI0001a51,J082705.55-345118.5,126.7747337,-34.85550894
AWI0005niu,J082742.94-510525.6,126.9289312,-51.090451
AWI0005x4e,J082907.15-731928.6,127.2798225,-73.3246152
AWI0002p5u,J082932.61-391458.6,127.385875,-39.24961111
AWI0005nj7,J082935.21-552500.6,127.3966893,-55.41681221
AWI0005nj8,J082950.51-541947.1,127.4604698,-54.3297677
AWI0003501,J082955.14-404639.0,127.4797782,-40.7775262
AWI0001a5a,J082957.79-353221.1,127.4907723,-35.53919324
AWI0001a5a,J082957.79-353221.1,127.4907723,-35.53919324 
AWI00023sj,J083004.47-315107.8,127.5186382,-31.85214868
AWI0005d88,J083100.44+185806.0,127.7518037,18.96837018
AWI0002p5y,J083220.83-395745.9,128.0867917,-39.96275
AWI0005ecl,J083310.13-260219.4,128.2922371,-26.03874024
AWI0005njt,J083331.54-563153.5,128.3814532,-56.5315329
AWI0005njv,J083358.28-520913.9,128.4928372,-52.15386603 
AWI0002vir,J083401.27-421340.2,128.5052917,-42.22783333
AWI0005njy,J083409.56-530417.3,128.5398603,-53.07145911
AWI0002p66,J083433.90-402827.2,128.6412519,-40.47421692
AWI00042j1,J083437.45-454029.4,128.6560417,-45.67483333
AWI0004et4,J083455.07-481533.9,128.7294645,-48.2594312
AWI0003mbb,J083553.03-444116.2,128.9709583,-44.68783333
AWI0002dcg,J083625.23-311657.3,129.1082026,-31.28066018
AWI0000xif,J083720.33-395130.2,129.3347122,-39.8583935
AWI0000xii,J083729.95-393632.6,129.3747921,-39.60908178
AWI0000xim,J083824.64-395346.0,129.6026815,-39.8961149
AWI0000xis,J083914.38-400956.6,129.8099425,-40.1657345
AWI00023sp,J083932.42-334301.7,129.8850752,-33.7171176
AWI0005x4p,J083948.65-691828.3,129.9526373,-69.30783176
AWI0001qwn,J084027.15-362813.2,130.113125,-36.47033333
AWI0004yqp,J084029.12-414538.0,130.1213347,-41.76056402
AWI0001qwp,J084122.01-354514.4,130.3417254,-35.75399744
AWI0005x4u,J084204.14-743633.0,130.51656,-74.609207
AWI00063k4,J084229.23-593137.9,130.6217099,-59.52727568
AWI0004yrj,J084633.07-423358.2,131.6378464,-42.56623414
AWI000563g,J084639.68-224144.6,131.6653359,-22.69572962
AWI0005x53,J085048.97-740631.4,132.7040621,-74.10873594
AWI0004eup,J085145.42-505431.8,132.93925,-50.90883333
AWI0005yx4,J085153.34-772128.8,132.9723202,-77.35793008
AWI00023t4,J085315.44-370109.4,133.3143392,-37.0192863
AWI0004euy,J085338.25-515141.7,133.409375,-51.86158333
AWI0000xkq,J085538.70-434055.9,133.9112703,-43.68219803
AWI000563u,J085554.73-214812.2,133.9780629,-21.80341768
AWI0003d29,J085758.59-481023.7,134.494212,-48.173342
AWI00042lw,J085815.07-510244.0,134.5627917,-51.04555556
AWI000563x,J085817.56-262407.7,134.5731889,-26.4021421
AWI000352t,J090115.76-474251.9,135.3156933,-47.7144246
AWI0001qxk,J090147.10-412332.4,135.4463,-41.39245 
AWI0005x5e,J090310.50-735824.9,135.7937279,-73.97358976
AWI0005d8u,J090550.30+642450.5,136.4596087,64.4140233
AWI0005x5i,J090617.08-722740.0,136.571235,-72.4611
AWI0003mgt,J090657.05-503855.8,136.7377083,-50.64883333
AWI0002p98,J090808.89-480825.1,137.037049,-48.14033537
AWI0001a7j,J090844.61-441505.6,137.185875,-44.25155556
AWI0002ddi,J091136.54-383518.7,137.901747,-38.588845
AWI000564h,J091221.86-285651.1,138.091287,-28.947557
AWI000564h,J091221.86-285651.1,138.091287,-28.947557 
AWI0005x5p,J091322.80-781342.3,138.3449038,-78.22840586
AWI0004o1g,J091414.65-580620.3,138.5610721,-58.10566265
AWI0005x5t,J091436.41-730427.9,138.6517155,-73.0744205
AWI0005x5u,J091540.95-721038.0,138.9204949,-72.17722882
AWI0005x5v,J091557.78-721344.4,138.9907635,-72.2290268
AWI00042o2,J091640.10-543921.1,139.1670539,-54.65585412
AWI00063m9,J091715.45-683451.5,139.31459,-68.580993
AWI00063mc,J091802.19-660922.6,139.509131,-66.156304
AWI00063md,J091820.67-660208.1,139.5861715,-66.0356181 
AWI0005edx,J091831.89-390237.5,139.63281,-39.04374408
AWI00063mg,J092008.20-695908.8,140.0341667,-69.98577778
AWI0000xmw,J092113.12-485908.1,140.3046667,-48.98558333
AWI0001qyj,J092403.76-454138.2,141.0156948,-45.6939465
AWI0005x65,J092526.79-734109.2,141.3616623,-73.6859089
AWI0001a8y,J092617.39-475033.2,141.5724583,-47.84255556
AWI0005npg,J093106.10-634146.2,142.7755048,-63.6961973 
AWI0005x6b,J093124.96-733103.8,142.8540144,-73.51774115
AWI0005dm5,J093223.52+114603.1,143.0980308,11.76754329
AWI0005x6d,J093249.16-724034.0,143.2048514,-72.67612791
AWI0005dm9,J093357.93+451710.9,143.4913379,45.28632092
AWI0005x6g,J093407.30-792228.5,143.5304126,-79.37461721
AWI0002des,J093558.07-433219.3,143.99203,-43.538552
AWI0005nq0,J093605.12-645700.5,144.021269,-64.949941
AWI0005ef4,J093817.74-425736.5,144.5712829,-42.96240366
AWI00063nd,J093845.16-665132.2,144.688119,-66.858901
AWI0005ef6,J093900.92-400748.9,144.7519442,-40.13225144
AWI0003mkt,J094003.26-560338.4,145.0135833,-56.06066667
AWI0005ef9,J094201.36-421657.2,145.5055848,-42.28255208
AWI0005efd,J094415.89-430158.2,146.0662317,-43.0328569
