Name,WISE_ID,RA,DEC
AWI0002pbw,J094435.39-535025.3,146.1474583,-53.84036111
AWI0005duu,J094902.82+340506.9,147.2617064,34.08516152
AWI0003d75,J094926.59-561429.7,147.3607917,-56.24158333
AWI0004o5e,J094927.50-605740.7,147.3645453,-60.96130027
AWI000565b,J095001.48-401008.2,147.5061145,-40.16895289
AWI000565b,J095001.48-401008.2,147.5061145,-40.16895289 
AWI0005x6w,J095008.25-741214.2,147.5342888,-74.20394269
AWI0005efo,J095149.76-440713.7,147.957106,-44.120523
AWI0005x6z,J095241.41-784719.2,148.1726791,-78.7886869
AWI0005duz,J095359.12+274143.5,148.4962731,27.695442
AWI0002vpv,J095418.04-560734.4,148.5751039,-56.126252
AWI0002pcz,J095453.69-545755.6,148.7237083,-54.96544444
AWI0004yx6,J095548.30-540356.1,148.95125,-54.06558333
AWI0005efu,J095736.93-423019.5,149.4038874,-42.5054245
AWI0001qzd,J095837.31-505933.8,149.6554354,-50.99274789
AWI0005c5n,J100046.23-281350.2,150.192676,-28.230574
AWI000565q,J100114.69-392702.5,150.3111784,-39.45069863
AWI000565q,J100114.69-392702.5,150.3111784,-39.45069863 
AWI0003mpb,J100343.64-585609.9,150.9318498,-58.9360876
AWI0005nsp,J100554.03-660933.2,151.475125,-66.15922222
AWI00042vp,J100726.54-603713.0,151.8605833,-60.62027778
AWI0003mqw,J100755.51-584630.7,151.9812917,-58.77519444
AWI0002pe7,J100813.99-563057.5,152.058335,-56.5159948
AWI00042vx,J100909.31-602458.1,152.2888,-60.4162
AWI0005662,J100945.43-374355.6,152.4392853,-37.73213745
AWI0005c5q,J101209.03-312445.4,153.0376692,-31.41260671
AWI00042ww,J101557.00-602343.8,153.9875,-60.3955
AWI000566d,J102011.46-435200.5,155.0477893,-43.86683083
AWI00023wb,J102453.15-523305.9,156.2213945,-52.5516331
AWI0005cvz,J102554.97-212935.9,156.479097,-21.493338
AWI0005akl,J102636.36-343431.1,156.6515402,-34.57534491
AWI0001r0u,J102727.74-535716.4,156.865622,-53.9545827
AWI000566m,J102822.12-410049.1,157.0951952,-41.01162102
AWI0004f4h,J103157.79-624549.4,157.9907917,-62.76372222
AWI0003mze,J103400.65-610342.1,158.5027123,-61.0617157
AWI0004328,J103436.62-625009.2,158.6525524,-62.83590065
AWI00023wn,J103602.57-530051.1,159.0106923,-53.01419852
AWI00001q1,J103639.06-135520.7,159.1628,-13.9224
AWI000566y,J103855.23-425236.9,159.730136,-42.876899
AWI00063qb,J104532.34-750028.7,161.3847915,-75.0079727
AWI0005d9t,J104737.93-151543.1,161.9080574,-15.2619525
AWI00063qm,J105132.32-730815.7,162.884332,-73.137664
AWI000567f,J105437.45-435531.8,163.656077,-43.925521
AWI0000umn,J105523.46+491009.5,163.8477607,49.1693164
AWI0003n8o,J105811.44-623037.6,164.5476667,-62.51044444
AWI000567p,J105916.97-475244.3,164.8207506,-47.8789731
AWI0005eis,J110049.74-520430.0,165.2061929,-52.07310787
AWI0004oee,J110055.37-661335.3,165.2307212,-66.2264756
AWI0005x87,J110125.84-764507.1,165.3573925,-76.7520503
AWI0005c62,J110251.42-341402.6,165.7142513,-34.23406174
AWI0004f9r,J110535.54-652332.3,166.3980833,-65.39230556
AWI0005cw8,J110815.27-281405.5,167.0635557,-28.2348846
AWI0005nx7,J111010.54-685429.2,167.5439167,-68.90811111
AWI00023zw,J111346.66-553037.5,168.444355,-55.51041638
AWI0001akw,J111630.56-581653.0,169.1273221,-58.28136862
AWI0005c66,J111633.77-385934.1,169.1406726,-38.99281944
AWI0004far,J111658.64-650856.5,169.2443333,-65.14902778
AWI000240a,J111711.72-554903.1,169.2988567,-55.8175535
AWI00043ar,J111758.09-640233.3,169.491965,-64.04260043
AWI0005cwg,J111925.92-301922.9,169.8579915,-30.32305847
AWI0004fb2,J111933.81-651910.1,169.890875,-65.31947222
AWI0005da8,J112256.98-203731.7,170.7373585,-20.62547953
AWI0003njd,J112417.11-633310.0,171.0712917,-63.55277778
AWI0003nl9,J112825.00-641714.2,172.1041667,-64.28727778
AWI00063t9,J113029.84+485608.4,172.6243731,48.9356539
AWI000569a,J113113.97-502320.1,172.80828,-50.388964
AWI0005nyq,J113219.05-691158.7,173.0794072,-69.1996544
AWI0005nyu,J113347.05-694817.0,173.445479,-69.8047
AWI0005elc,J113348.88-515742.0,173.4536998,-51.9616745
AWI0005ele,J113357.79-522659.6,173.4908674,-52.4499187
AWI0003nmh,J113409.28-640019.8,173.5386667,-64.0055
AWI0005c6i,J113703.36-394745.4,174.2639991,-39.79592379
AWI0005elp,J113741.74-532802.3,174.42398,-53.467277
AWI0005elq,J113757.56-535003.8,174.4897662,-53.83441649
AWI00063ti,J113918.70-734847.4,174.8279201,-73.8131806
AWI0005cwk,J113933.75-304000.6,174.8905186,-30.66687612
AWI0005nzl,J114125.22-701839.8,175.3550949,-70.3110646
AWI0002dny,J114401.39-552327.0,176.0057347,-55.3908537
AWI0005nzy,J114528.48-713612.5,176.3685835,-71.60351151
AWI00056aa,J114529.72-512423.8,176.3721917,-51.40551054
AWI0002do7,J114622.92-562242.4,176.5954892,-56.37843391
AWI0001ra1,J115124.75-585117.6,177.8531489,-58.8548962
AWI00056av,J115412.34-492616.4,178.5514167,-49.43788889
AWI0005am7,J115528.18-422708.7,178.8674,-42.4524
AWI0005enz,J120431.94-541647.9,181.1330833,-54.27997222
AWI0005o25,J120723.07-715626.9,181.8461533,-71.9408211 
AWI00056c4,J120906.35-510848.2,182.2764396,-51.14674563
AWI0005o2d,J120910.62-714057.2,182.29425,-71.68255556
AWI00056ck,J121456.32-475654.6,183.7346146,-47.94855216
AWI0003o0n,J121732.88-643821.7,184.387,-64.63936111
AWI0005c6x,J121813.08-374102.3,184.5544984,-37.68396465
AWI0003o2r,J122314.48-645940.6,185.8103333,-64.99461111
AWI0005xa6,J122418.28-782122.2,186.0761687,-78.356167
AWI00056da,J122459.53-501131.0,186.2482872,-50.19190583
AWI00056ds,J122900.14-503852.8,187.2505557,-50.64803849
AWI0002477,J123046.21-581116.8,187.6925034,-58.18805298
AWI00056du,J123114.98-494037.5,187.8124219,-49.6770902
AWI0004oqr,J123138.06-691457.4,187.9086117,-69.2492782
AWI0002wjj,J123311.77-635340.1,188.2990417,-63.89447222
AWI00035yk,J123432.89-633739.3,188.6370417,-63.62758333
AWI0005o43,J123446.11-701925.8,188.6921082,-70.32378032
AWI0005cx4,J123715.01-350606.0,189.3125947,-35.10171512
AWI0004fkr,J123950.34-673253.2,189.95975,-67.54811111
AWI0005do3,J124332.98-135134.7,190.8874202,-13.85966788
AWI0004osf,J124500.32-690147.8,191.2514,-69.0299
AWI0001b6j,J124705.67-600421.4,191.773625,-60.07261111
AWI0004ot3,J125209.98-690449.8,193.0415833,-69.0805
AWI0001rl4,J125524.16-591649.5,193.8506667,-59.28041667
AWI00056fr,J125548.68-520709.1,193.9528436,-52.1192114 
AWI0001rl9,J125555.19-592348.8,193.9799583,-59.39688889
AWI0001b9x,J125633.52-602535.8,194.1396667,-60.42661111
AWI0005o67,J125935.87-705005.1,194.89939,-70.83478318
AWI0005xam,J125942.82-795648.2,194.9282836,-79.94676755
AWI0005yy1,J130019.60-861042.3,195.082554,-86.178401
AWI00056g4,J130105.61-484406.1,195.2734062,-48.7350411
AWI0005xan,J130126.47-810055.5,195.3601912,-81.01544548
AWI00010zu,J130151.49-614103.8,195.4645587,-61.6843925
AWI0002e0d,J130455.14-555836.5,196.229754,-55.976832
AWI0002e0p,J130606.08-571031.8,196.5253333,-57.1755
AWI0005o6u,J130718.39-712232.4,196.826659,-71.3756926
AWI0005xau,J130756.40-821749.7,196.984672,-82.297205
AWI00063yb,J131054.36-744147.9,197.72653,-74.696673
AWI0005ewz,J131606.04-550720.6,199.0251958,-55.1223943
AWI0005xb0,J131612.67-775001.3,199.052839,-77.83369955
AWI0005ex3,J131629.94-540523.3,199.1247694,-54.0898284
AWI0005ex7,J131712.16-550402.2,199.3006269,-55.06731231
AWI0005xb1,J131717.86-824631.3,199.3243766,-82.77536441
AWI0005exb,J131722.05-551534.0,199.3419122,-55.2594545
AWI0005o7o,J131750.05-701144.6,199.4585417,-70.19572222
AWI0005apf,J131939.13-425309.6,199.9130417,-42.886
AWI00056i5,J132026.77-491325.4,200.1115085,-49.22375437
AWI00056ia,J132131.70-491309.6,200.3821048,-49.219345
AWI0004fqe,J132140.23-664947.3,200.417668,-66.8298348
AWI00056id,J132258.78-512156.8,200.7449332,-51.3657922
AWI0005eyc,J132421.88-535958.4,201.0911436,-53.99958542
AWI0005apj,J132500.59-435520.9,201.2524212,-43.92250513
AWI0002e4i,J132654.66-555935.6,201.727761,-55.9932314
AWI0002e4r,J132741.01-560931.0,201.9208598,-56.15863393
AWI0004owv,J132743.24-680617.8,201.9301919,-68.1049668
AWI00056j9,J132753.07-511428.7,201.9710863,-51.24133387
AWI0005ez3,J132814.23-551232.9,202.057866,-55.20861634
AWI0005yy4,J132925.59-850845.1,202.3566503,-85.1458877
AWI0005xb9,J133136.69-813330.8,202.9024445,-81.55856615
AWI0005aq0,J133239.21-442701.0,203.163522,-44.450299
AWI0001bzd,J134123.37-595323.2,205.347375,-59.88977778
AWI0005dop,J134152.73-185905.5,205.4696687,-18.98488701
AWI0005aqi,J134413.08-424734.4,206.0547048,-42.79046722
AWI0005cxs,J134545.95-344442.7,206.4414398,-34.74523925
AWI0001c1b,J134626.51-592154.0,206.6104583,-59.365
AWI00056m9,J134752.41-490950.4,206.968423,-49.164009
AWI00056mg,J134910.46-481831.5,207.2935856,-48.30877194
AWI0005f34,J134926.58-544455.0,207.3580093,-54.74732922
AWI0005f36,J134940.19-533206.2,207.4174693,-53.5350572
AWI0000753,J135047.89-294610.2,207.6995917,-29.76958218
AWI0005f42,J135331.70-523004.9,208.382074,-52.50137701
AWI0005f4c,J135518.84-533142.8,208.828486,-53.5286141
AWI0005dcl,J135659.30-230613.2,209.2471346,-23.10371774
AWI00044ba,J135930.75-653538.1,209.878125,-65.59391667
AWI00044bx,J140202.74-651214.4,210.5114167,-65.204
AWI0005f5v,J140353.79-534628.3,210.9740991,-53.77456136
AWI0005f67,J140547.62-515242.2,211.4484213,-51.8783962
AWI0005asb,J140610.14-411029.1,211.5422175,-41.17478288
AWI0005obu,J140709.06-702951.9,211.78775,-70.49775
AWI0005dp4,J140713.82-161125.6,211.80758,-16.19046
AWI00056pj,J140740.77-484214.7,211.920047,-48.704091
AWI0005c9i,J140926.42-372525.6,212.360047,-37.423811
AWI0001caf,J140927.46-585130.7,212.3644167,-58.85852778
AWI00056qa,J141059.52-480517.2,212.748336,-48.088103
AWI0005asu,J141141.56-445646.6,212.9231902,-44.94627771
AWI0004p2x,J141230.14-671029.9,213.125624,-67.174992
AWI00056qt,J141316.44-463742.0,213.318505,-46.628319 
AWI000641x,J141635.61+135935.0,214.148396,13.993035
AWI0005dpc,J141728.11-171952.4,214.3671368,-17.3312316
AWI00044f6,J141938.54-644713.5,214.9105833,-64.78708333
AWI0005dd5,J142017.91-233454.7,215.0746558,-23.5818665
AWI0002ehw,J142036.59-535321.8,215.1524758,-53.8894149
AWI0005dpe,J142132.79-102216.3,215.386595,-10.37125329
AWI0005ca0,J142148.44-384051.2,215.4518294,-38.68092874
AWI0004p4l,J142427.36-664130.6,216.114,-66.69183333
AWI0005xbz,J142913.80-801526.2,217.307478,-80.257341
AWI0005cab,J143054.95-362639.1,217.7289909,-36.44421437 
AWI0001cj2,J143220.55-572611.7,218.085625,-57.43658333
AWI00056tz,J143533.93-442659.3,218.891321,-44.449899
AWI0000w9x,J144313.04+014928.7,220.8043303,1.824633899
AWI00056vj,J144332.50-461412.5,220.8853931,-46.23683199
AWI0005cay,J144341.42-353501.7,220.9226215,-35.5838229
AWI0005cyr,J144458.63-280251.9,221.2442631,-28.04771274
AWI0005cyy,J144833.42-302647.4,222.1391613,-30.44648669
AWI0005xcd,J144912.51-803345.2,222.3020183,-80.5625797
AWI0006440,J144928.67+193037.3,222.3694132,19.51033511
AWI0005ogj,J145058.61-672005.4,222.7399361,-67.33311499
AWI0005aw0,J145123.56-373138.1,222.8481686,-37.52727146
AWI0006444,J145218.87+290134.2,223.0785748,29.02621576
AWI0005dpu,J145351.42-090509.4,223.4642983,-9.085982259
AWI0005cz5,J145722.02-271914.9,224.3417503,-27.32083741
AWI0005de3,J145732.88-200753.7,224.3870007,-20.13161274
AWI00000o6,J145732.88-200753.7,224.3870007,-20.13161274 
AWI0000s6v,J145733.55+071354.7,224.3898,7.231866
AWI0005de4,J145736.63-123816.8,224.402683,-12.638028
AWI00044on,J145921.89-623032.0,224.841281,-62.508885
AWI0005fgf,J145955.35-495754.3,224.980606,-49.96510938
AWI00011zu,J150140.79-572305.9,225.4199583,-57.38497222
AWI0001cvf,J150146.89-555605.5,225.445375,-55.93486111
AWI00056yi,J150158.52-455054.7,225.493784,-45.84858189
AWI0005yyc,J150202.94-815849.3,225.5122793,-81.9803805
AWI00044qg,J150238.90-631122.4,225.6620749,-63.18956716
AWI0002er6,J150246.18-520750.5,225.6924167,-52.13069444
AWI00056yr,J150348.02-454744.2,225.9500387,-45.79568116
AWI0005awy,J150458.34-374120.8,226.2430702,-37.68916351
AWI0002eru,J150522.52-510107.1,226.3438333,-51.01863889
AWI0002eru,J150522.52-510107.1,226.3438253,-51.01870897 
AWI0005fhm,J150634.98-492235.1,226.6457723,-49.3764444
AWI0005czg,J150706.30-284923.3,226.7762328,-28.82319252
AWI000645d,J150721.30-744059.8,226.8387901,-74.6832925
AWI0005cbh,J150724.93-345130.6,226.8538929,-34.85853616 
AWI00044s0,J150728.69-620933.3,226.8695417,-62.15925
AWI00056zc,J150801.06-434245.3,227.004544,-43.712583
AWI00044sa,J150833.17-623548.6,227.1382083,-62.59683333
AWI0000uji,J151147.67+101259.8,227.9486115,10.21666645
AWI0005axg,J151219.53-345803.8,228.0813925,-34.96776819
AWI0002etg,J151226.98-495925.9,228.1124429,-49.99055977
AWI0002etw,J151354.87-514127.2,228.4786453,-51.6909047
AWI0005axk,J151409.87-382931.3,228.5410368,-38.49208627
AWI0001d1g,J151456.27-543742.2,228.7344583,-54.62838889
AWI0005xcw,J151459.49-804547.0,228.7477005,-80.76308689
AWI0005dql,J151839.01-001004.2,229.6625228,-0.167869749
AWI0005ay4,J152108.82-333131.8,230.28675,-33.5255
AWI0005yye,J152127.78-832110.9,230.3657606,-83.35305268
AWI00037bl,J152204.98-581516.8,230.52075,-58.25466667
AWI0005cbz,J152510.87-293522.1,231.2953201,-29.5894746
AWI0005dqv,J152512.47+634906.5,231.3019584,63.81850283
AWI000572j,J152621.36-441457.7,231.58883,-44.249134
AWI0002exw,J152713.55-492716.5,231.806377,-49.454614
AWI000572x,J152835.51-413254.9,232.1479935,-41.5486014 
AWI0005yyf,J152838.31-843429.0,232.1596817,-84.57473148
AWI0001su4,J152924.55-515609.3,232.3522917,-51.93591667
AWI0000v1z,J152954.11+234901.6,232.4754379,23.81707388
AWI000573c,J153007.46-383507.7,232.531079,-38.58552989
AWI0005d06,J153328.51-224138.7,233.368965,-22.694152
AWI0005az9,J153410.06-331017.1,233.542191,-33.171455
AWI000450v,J153414.45-604828.9,233.560489,-60.8082
AWI0000u4v,J153418.48+281429.3,233.5770332,28.24146508
AWI0005747,J153420.82-392057.5,233.5867355,-39.34936023
AWI0002r8t,J153436.46-561040.3,233.6519471,-56.1778692
AWI0000t35,J153456.23+335145.2,233.7342887,33.86255607
AWI0005dr4,J153514.06+651640.2,233.8086067,65.2778838
AWI0005xdb,J153557.35-790509.7,233.9888973,-79.08606725
AWI0005dr8,J153642.55+145529.0,234.1772945,14.92470377
AWI000574t,J153721.03-401646.4,234.3374493,-40.28272715
AWI0005xde,J153935.26-753557.8,234.8969568,-75.5994011
AWI00012g1,J153957.47-533423.8,234.989494,-53.5733033
AWI000575i,J154239.99-411039.9,235.666625,-41.17775
AWI0005fsc,J154639.91-421801.4,236.6688341,-42.30021677
AWI0005fsr,J154752.90-442605.2,236.9688319,-44.43339389
AWI0005cd4,J154850.77-234109.3,237.2115428,-23.68598522
AWI000577m,J154952.81-393633.0,237.4700417,-39.60916667
AWI0005b0t,J155044.35-333949.1,237.6848,-33.6637
AWI00025ay,J155323.89-473437.1,238.3495417,-47.57697222
AWI0005fv0,J155339.45-425032.2,238.4143879,-42.84227946
AWI0002f8h,J155602.53-451328.7,239.0105417,-45.22463889
AWI0005cdq,J155604.27-213131.1,239.0177698,-21.52536299
AWI0005cdr,J155609.04-235336.4,239.0377,-23.8935
AWI0005b1h,J155809.86-315352.2,239.5411139,-31.8978549
AWI00025d7,J155836.10-474532.9,239.6504167,-47.75913889
AWI00025dh,J155909.32-464006.0,239.7888333,-46.66833333
AWI0005b1p,J155912.21-303723.6,239.800882,-30.623233
AWI0001dr2,J155925.76-495842.2,239.8573333,-49.97838889
AWI0005ce6,J155929.20-223617.6,239.8716598,-22.60494786
AWI0001t6m,J155939.09-485705.9,239.912875,-48.95163889
AWI0002fa7,J155954.76-461757.0,239.978133,-46.29924857
AWI00057aj,J160022.32-385937.9,240.0929967,-38.99392469 
AWI0005dse,J160148.26+345142.6,240.4510533,34.86187396
AWI0002fb7,J160243.41-453615.5,240.680875,-45.60430556
AWI0005fzs,J160415.52-405040.9,241.064645,-40.844712
AWI0002fbw,J160439.63-452647.5,241.165125,-45.44652778
AWI0005cey,J160455.45-205400.2,241.2310256,-20.90010304
AWI0005g10,J160633.20-391534.4,241.6383064,-39.25961028
AWI0005cfl,J160729.53-230822.5,241.8730493,-23.1395967
AWI00025gl,J160744.04-463131.6,241.9295693,-46.52430619
AWI0005cg6,J160958.04-222435.0,242.4918335,-22.40980276
AWI0005b2x,J161009.89-243457.7,242.5410697,-24.58256271
AWI0005g3c,J161052.21-401811.7,242.7175417,-40.30325
AWI0005dst,J161055.48+320010.9,242.7311486,32.00301963
AWI0001tdb,J161146.56-460601.5,242.944,-46.10041667
AWI0005cgr,J161221.82-193444.8,243.0909302,-19.57914712
AWI0005xe7,J161244.35-740553.7,243.1848205,-74.09827337
AWI0001tf4,J161443.82-461501.5,243.6825833,-46.25041667
AWI0005b3o,J161508.08-243518.4,243.7836228,-24.5885574
AWI0005ch4,J161513.76-203835.6,243.8073482,-20.643222
AWI0005ch8,J161547.50-153538.1,243.9479069,-15.59392452
AWI0005g6o,J161744.69-374355.4,244.4362083,-37.73205556
AWI0005chh,J161853.80-205318.3,244.724274,-20.88852296
AWI0005b5d,J162154.72-275205.6,245.4780069,-27.8682342
AWI0005b5h,J162210.04-213917.5,245.5418264,-21.65491244
AWI0005g98,J162253.08-372437.5,245.7211667,-37.41041667
AWI00057ho,J162257.10-332347.7,245.7379167,-33.39658333
AWI00057hp,J162306.57-322745.2,245.7741706,245.7741706 
AWI0001tl7,J162436.00-445501.9,246.15,-44.91719444
AWI0005b68,J162436.54-230300.3,246.1523307,-23.05019737
AWI0005b6j,J162524.10-214118.9,246.3504276,-21.68862701
AWI0005d20,J162538.19-100502.7,246.4091605,-10.08409244
AWI0005gbh,J162711.73-370617.5,246.798875,-37.10486111
AWI000048i,J162714.36+032557.4,246.809877,3.4326122
AWI00025pj,J162720.35-421209.6,246.8347917,-42.20266667
AWI0001ees,J162846.38-445940.7,247.19325,-44.99463889
AWI0005du6,J162851.39+204157.7,247.2141446,20.69937484 
AWI0005b85,J163020.87-205101.1,247.5869537,-20.85031049
AWI0005b8e,J163107.20-193050.7,247.780051,-19.514112
AWI0005gdw,J163135.67-353834.6,247.898625,-35.64294444
AWI0005duf,J163237.15+355620.1,248.1548214,35.93895997
AWI00057lm,J163248.25-294402.7,248.199646,-29.73591438
AWI0005b92,J163326.50-190513.8,248.360431,-19.087246
AWI0005b96,J163419.94-193907.8,248.5845288,-19.64930828
AWI0005b9d,J163514.61-222943.0,248.810875,-22.49527778
AWI0005b9e,J163519.46-241540.6,248.8311034,-24.2612973
AWI0005yyr,J163547.78-833322.9,248.9490891,-83.5563875
AWI0001enw,J163652.00-432238.2,249.2166667,-43.37727778
AWI0005ciq,J163729.90-115211.7,249.3745484,-11.86996676
AWI0005gia,J163828.70-355309.0,249.619588,-35.8858364
AWI0005dhk,J164021.30+075004.8,250.0887684,7.8346922
AWI0005cj8,J164235.39-111028.9,250.6474164,-11.17474498
AWI0002fzt,J164310.25-353950.4,250.792672,-35.664049
AWI0005gm3,J164318.23-320248.4,250.8259583,-32.04677778
AWI0005xfk,J164319.57-732635.9,250.831737,-73.44331
AWI0005gm5,J164321.78-312745.9,250.84075,-31.46275
AWI00057po,J164325.86-292934.1,250.85775,-29.49280556
AWI0002g09,J164334.80-354516.7,250.8950133,-35.7546396
AWI0002g0m,J164400.19-380506.2,251.00088,-38.084823
AWI0005dus,J164436.47+424340.7,251.1558953,42.729068
AWI0005d2p,J164442.39+021957.8,251.1765997,2.332707869
AWI0002g1a,J164458.57-364955.1,251.2440417,-36.83197222
AWI00057qr,J164548.44-263858.1,251.4518451,-26.64954886
AWI0005bb4,J164555.37-214641.0,251.480631,-21.778081
AWI0002g2g,J164713.37-363515.0,251.8061931,-36.58673413
AWI0005p1x,J164801.11-591633.4,252.004625,-59.27594444
AWI0005bbr,J164811.46-163533.5,252.04775,-16.59263889
AWI0005dhx,J164837.40+351209.3,252.15587,35.20263099
AWI0005p2h,J164946.11-561442.0,252.4421278,-56.24503272 
AWI000261v,J164948.58-371153.9,252.4524527,-37.1983216
AWI0005cjt,J165000.41-074530.5,252.5017271,-7.7584831
AWI0001u4m,J165141.89-375832.3,252.9245417,-37.97563889
AWI0005di7,J165204.85+145827.2,253.020254,14.974229
AWI000028h,J165556.61+241554.0,253.9859381,24.26492235
AWI00064fy,J165632.83-660632.3,254.1368219,-66.1089972
AWI000466x,J165944.32-471800.8,254.9346667,-47.30022222
AWI0005d3d,J170339.30+133618.9,255.9136667,13.60520916
AWI0004qam,J170355.66-495747.6,255.981237,-49.963299
AWI0005cl4,J170440.29-025219.1,256.1679407,-2.871972466
AWI000581h,J170819.08-182241.6,257.0794822,-18.37825065
AWI0005844,J171043.91-220016.7,257.6829627,-22.00467896
AWI0005851,J171146.65-221414.9,257.9444033,-22.2374924
AWI0005hm5,J171351.86-222953.0,258.4660833,-22.49805556
AWI0005bgk,J171423.21-040943.4,258.5967325,-4.162086961
AWI0005ho3,J171430.82-262608.2,258.6284167,-26.43561111
AWI0005bgp,J171436.81-042904.0,258.653319,-4.484492 
AWI0005hpf,J171505.96-213521.5,258.7748333,-21.58930556
AWI0001fyl,J171538.27-335002.3,258.9094807,-33.83404966
AWI0005bh4,J171654.46-071303.4,259.226938,-7.21759
AWI0005bhb,J171721.54-050750.1,259.3397617,-5.130592845
AWI0005hw4,J171754.57-240339.7,259.477375,-24.06102778
AWI0005cm5,J171755.48+085004.5,259.4811751,8.834597298
AWI0005bhs,J171844.28-081850.3,259.6845188,-8.31397086
AWI0005djv,J172007.53+354103.6,260.0313813,35.68436889
AWI0005xgz,J172021.96-645254.5,260.0915255,-64.8818262
AWI0005dk1,J172156.61+551332.4,260.4859173,55.22569895
AWI0005bil,J172234.32-075228.4,260.642891,-7.87446
AWI00046rj,J172331.27-412841.0,260.8802917,-41.47805556
AWI0005ifp,J172438.87-193327.9,261.1619583,-19.55775
AWI0005iga,J172449.03-221714.4,261.2042917,-22.28733333
AWI0005dkc,J172511.81+654416.1,261.2992566,65.73783176
AWI0002idi,J172655.28-255636.7,261.730317,-25.943629
AWI00058mi,J172711.00-131110.0,261.7958233,-13.1861533
AWI0005iso,J172839.77-204820.1,262.1657083,-20.80558333
AWI0005bk2,J172912.43+005605.7,262.3018211,0.934935139
AWI00058ov,J172956.93-125645.4,262.4872083,-12.94594444
AWI00058qk,J173149.09-053951.8,262.954572,-5.66439
AWI000473b,J173345.88-395435.2,263.4411667,-39.90977778
AWI00064nf,J173356.88-562733.4,263.4870292,-56.459299 
AWI00058sn,J173451.09-105932.5,263.712875,-10.99236111
AWI00058vi,J173849.45-104309.5,264.7060417,-10.71930556
AWI00058w0,J173934.54-071127.3,264.8939167,-7.190916667
AWI00058x6,J174114.61-082208.5,265.310854,-8.369053
AWI0005js9,J174137.44-125102.7,265.4045425,-12.85016995
AWI00058xt,J174210.34-014146.6,265.543084,-1.696421
AWI0005jub,J174239.66-114804.9,265.66525,-11.80136111
AWI0005bmv,J174354.18+095555.6,265.9757607,9.9321144
AWI0005jyp,J174445.16-121458.5,266.1881928,-12.2495988
AWI0004rbw,J174445.31-395054.6,266.1887809,-39.84854457
AWI0005jzj,J174521.30-113039.3,266.33875,-11.51091667
AWI0005jzo,J174528.42-095620.0,266.3684167,-9.938888889
AWI000590x,J174736.50-003015.3,266.9021042,-0.504261193
AWI000591k,J174905.83-011744.0,267.2742979,-1.2955569
AWI0005pxl,J174921.33-451212.5,267.338875,-45.20347222
AWI000591w,J174946.03-040135.0,267.4418106,-4.0264147
AWI000592c,J175022.65+023618.8,267.5944013,2.60521246
AWI0005k6q,J175027.27-100430.3,267.613625,-10.07508333
AWI000592e,J175045.46-051948.8,267.6894264,-5.330279249
AWI0005kar,J175331.77-072947.3,268.382375,-7.496472222
AWI000594n,J175348.54-032108.3,268.4522641,-3.3523253
AWI000594w,J175424.92-032637.9,268.6038333,-3.443861111
AWI00064tb,J175444.32-555354.4,268.6847,-55.8985
AWI0005kcp,J175506.07-112258.7,268.7752917,-11.38297222
AWI0005dle,J175626.25+623710.4,269.1094289,62.61952451
AWI0005kht,J175915.82-074355.1,269.8159167,-7.731972222
AWI0005979,J175926.80-005026.2,269.8616667,-0.840611111
AWI00064w9,J180147.40-514049.8,270.4475,-51.6805
AWI0005kla,J180225.11-041400.3,270.604625,-4.233416667
AWI0005d5p,J180230.72+583738.4,270.6279927,58.6273719
AWI0005xkf,J180355.39-603856.6,270.9807917,-60.64905556
AWI0005kns,J180445.57-060927.6,271.189875,-6.157666667
AWI000157z,J180455.23-183816.1,271.230125,-18.63780556
AWI0005bps,J180533.55+182643.9,271.3898126,18.44551383
AWI0005kor,J180544.36-062538.1,271.4348333,-6.42725
AWI0005kow,J180551.63-031712.4,271.465125,-3.286777778
AWI0005kpd,J180617.03-010550.0,271.5709676,-1.0972249
AWI0005qtq,J180729.38-371202.9,271.8724375,-37.2008176
AWI00059b7,J180748.70+070148.2,271.9529553,7.030046337
AWI0005cpn,J180749.21+325716.0,271.955068,32.954504
AWI0005xkx,J180812.34-541644.1,272.051433,-54.27896168
AWI0005xl0,J180841.59-591507.9,272.1733107,-59.25222674
AWI0005cpq,J180842.96+390351.8,272.1789955,39.06439877
AWI0005cps,J180920.34+334957.8,272.334787,33.83273116
AWI0005krx,J180935.41-030918.4,272.3975781,-3.1551363
AWI0002lkk,J180954.58-050813.3,272.4774536,-5.1370044
AWI0005kss,J181033.69-020434.5,272.640375,-2.07625
AWI0002llp,J181046.16-043542.8,272.6923333,-4.595222222
AWI0005kt6,J181100.45-032410.3,272.751875,-3.402861111
AWI0005ktc,J181119.31+001603.2,272.8304958,0.2675608
AWI0005bql,J181143.60+141443.0,272.9316729,14.24529289
AWI0002lnv,J181215.49-073945.1,273.0650925,7.665151732 
AWI0002lop,J181254.45-060125.8,273.226875,-6.023833333
AWI0005cq2,J181258.19+272801.3,273.2424679,27.4670246
AWI0005kuo,J181313.62-012129.1,273.30675,-1.358083333
AWI0005kut,J181323.16-024530.1,273.3465,-2.758361111
AWI0005z0a,J181342.91-753302.9,273.4287727,-75.55081665
AWI0002abd,J181406.03-071258.4,273.5251172,-7.216235
AWI0002lq9,J181417.27-034608.5,273.5719583,-3.769027778
AWI0005kw0,J181456.84-012330.0,273.7368333,-1.391666667
AWI0005kw8,J181505.98-012254.8,273.7749261,-1.3818825
